SABDEN (CRAGGS DOLE),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,SD783389,Long,-2.331304,Lat,53.845883,Elevation,1050,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,2984,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960
January,,8.06,4.7,5.9,3.82,3.7,4.4,5.49,12.09,2.51,4.59,6.25,5.67,3.7,3.78,2.99,4.73,3.74,5.54,5.9,1.76,1.04,5,5.96,7.1,4,4.22,3.9,8.34,3.26,3.88,5.82,5.68,2.23,4.92,2.63,4.75,,3.49,2.96,6.97
February,,0.63,5.51,6.25,1.33,6.92,5.62,1.83,6.58,1.07,0.45,5.79,0.33,4.46,0.51,7.36,2.63,6.34,1.79,6.02,3.68,6.45,1.7,2.45,3.54,7.12,7.7,0.94,3.71,3.85,5.98,4.06,1.47,2.54,3.28,2.47,1.51,,8.11,0.81,3.02
March,,4.44,2.63,1.56,2.19,2.04,3.23,3.71,2.68,1.58,2.25,0.65,3.23,2.82,2.4,1.57,2.38,2.94,1.58,1.79,2.29,4.05,2.56,1.56,1.17,1.85,1.41,5.34,2.71,2.24,2.43,5.14,2.4,1.87,2.67,2.04,2.75,,2.09,2.54,1.41
April,,1.94,3.93,4.11,2.27,2.91,1.83,3.8,1.54,1.32,3.3,3.18,3.53,1.91,4.18,2.65,1.62,3.26,0.05,1.48,3.17,2.94,1.42,2.86,3.28,3.66,1.9,3.79,2.84,5.49,3.59,2.76,2.91,3.22,1.35,3.02,3.2,,1.49,2.48,3.19
May,,2.69,2.03,4.91,6.63,4.52,4.52,1.75,1.33,2.6,2.62,1.86,5.21,2.49,3.8,1.47,1.56,2.57,3.73,1.9,1.19,3.13,2.29,2.23,4.1,4.65,1.04,3.19,1.24,2.99,2.01,2.14,2.16,3.57,2.91,3.6,3,,5.86,1.82,1.88
June,,0.92,3.65,1.79,3.72,0.23,3.16,3.91,6.45,2.66,4.24,7.39,1.56,1.88,3.28,3.84,5.16,3.26,5.2,4.96,0.99,1.39,1.82,5.37,4.06,4.31,2.97,3.62,5.67,1.16,4.23,1.57,3.45,2.84,3.71,4.07,2.35,,6.1,3.53,1.4
July,,3.21,6.85,5.96,4.87,2.9,3.58,5.53,3.11,4.74,5.66,4.09,5.52,3.09,2.71,2.49,6.63,2.44,2.98,6.93,3.11,1.5,6.6,4.21,4.61,4.38,5.22,4.21,2.85,3.36,4.56,4.15,2.97,6.21,7.78,1.11,5.69,,4.13,4.11,10.13
August,,6.97,6.86,7.24,7.57,5.51,4.69,7.86,8.5,8.43,7.81,5.82,1.69,2.17,5.39,1.61,3.47,2.48,4.85,1.39,3.34,6.25,5.54,8.72,3.1,2.89,8.63,0.22,4.95,3.51,10.42,6.66,7.54,6.67,7.73,1.17,11.89,,5.21,0.67,6.44
September,,2.58,4.68,6.56,5.35,4.39,5.68,8.98,1.74,2.23,4.12,3.39,8.58,1.77,4.27,8.52,5.15,2.09,2.33,1.73,2.92,0.47,3.81,4.87,8.7,3.84,8.9,3.96,4.54,2.03,10.6,4.09,5.28,5.17,5.4,3.18,4.69,,5.29,0.44,3.28
October,,4.73,1.11,6.74,4.82,5.62,6,4.85,6.28,6.58,7.67,3.58,7.62,4.55,6.82,10.63,3.95,2.11,10.32,1.97,3.85,7.43,9.54,4.26,5.22,7.33,1.41,1.21,3.65,5.09,4.59,1.18,3.73,2.41,8.81,3.54,2.93,,4.24,6.12,4.29
November,,2.23,2.7,7.19,4.69,2.52,6.77,5.49,7.53,7.73,6.77,4.75,3.55,2.09,2.15,4.95,5.92,2.73,4.7,8.19,7.15,2.46,1.22,4.54,7.04,0.66,7.27,8.21,3.78,5.63,7.65,8.81,2.21,6.35,5.08,2.1,1.98,,2.07,5.95,7.93
December,,7.74,5.09,4.55,4.86,4.75,2.71,1.38,3.47,12.21,3.63,2.97,2.03,0.84,6.54,3.03,5.11,1,2.73,3.58,4.2,3.72,4.22,2.42,4.61,1.59,4.65,4.07,2.81,7.42,3.49,9.72,4.73,2.7,7.67,7.98,4.85,,4.63,7.84,5.7
Total,,46.14,49.74,62.76,52.12,46.01,52.19,54.58,61.3,53.66,53.11,49.72,48.52,31.77,45.83,51.11,48.31,34.96,45.8,45.84,37.65,40.83,45.72,49.45,56.53,46.28,55.32,42.66,47.09,46.03,63.43,56.1,44.53,45.78,61.31,36.91,49.59,,52.71,39.27,55.64
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1928 Jan 12.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1937 arithmetic incorrect on record,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1948 Dec 2.81 not -999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
