CARRICKFERGUS LOUGH MOURNE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,NW555470,Long,-5.80076,Lat,54.759024,Elevation,596,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,6226,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1880,1881,1882,1883,1884,1885,1886,1887,1888,1889,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
January,,,,,,,,2.69,2.71,3.13,4.51,1.8,2.75,2.59,4.3,2.79,2.51,1.67,2.52,4.32,4.66,3.1,2.5,5.28,3.13,1.85,6.16,2.2,3.6,2.22,2.81,1.91,4.74,3.94,2.4,3.31,3.73,3.2,3.32,5.06,4.96,5.4,3.85,3.84,4.61,2.91,4.96,4.38,7.1,2.09,4.12,4.14,3.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
February,,,,,,,,1.91,0.62,3.12,1.81,0.32,0.98,3.81,4.77,1.03,2.49,3.34,3.11,3.65,3.87,1.82,2.24,2.93,4.73,1.77,2.51,1.95,2.21,3.05,5.3,3.84,3.65,1.1,4.11,4.62,4.19,2.32,4.27,2.11,2.62,0.69,3.64,6.07,1.03,3.49,4.47,2.25,3.69,3.07,0.49,3.13,0.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
March,,,,,,,,1.78,4.17,2.85,3.1,1.92,0.83,1.44,2.43,4.55,4.68,5.21,1.19,2.8,0.78,2.89,2.5,5.63,2.51,3.31,2.47,4.48,4.84,4.55,2.05,1.69,3.52,2.21,4.09,1.28,2.24,2.2,1.49,3.97,2.71,3.06,1.62,1.68,1.48,1.29,1.42,2.63,5.04,0.55,1.86,1.29,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
April,,,,,,,,2.19,1.41,3.34,2.11,2.56,1.24,1.66,2.2,2.47,1.63,3.04,3.76,4.32,3.73,3.4,2.41,1.59,3.52,3.13,2.2,2.1,3.61,4.61,2.3,3.35,1.46,3.52,1.5,2.25,6.07,1.65,2.12,1.53,2.54,1.06,3.44,3.49,3.03,4.11,2.68,1.64,2.03,1.48,1.76,2.74,3.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
May,,,,,,,,2.17,4.06,2.47,2.46,2.61,4.87,1.99,4,0.48,0.81,2.14,3.17,5.16,4.4,2.19,4.59,3.97,3.6,2.09,5.8,4.83,2.9,2.44,2.94,2.42,1.74,3.64,1.82,1.64,6.42,5.55,3.57,1.4,3.89,2.5,2.3,1.87,4.55,6.53,2.47,1.86,1.21,2.57,1.91,4.42,2.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
June,,,,,,,,0.63,4.61,0.64,3.7,1.67,5.42,1.97,4.22,2.27,4.14,7.57,3.53,3.06,4.8,4.02,2.09,3,1.99,2.48,1.49,5.6,4.02,3.1,3.71,2.79,6.9,2.88,1.51,1.96,2.43,2.91,1.6,3.1,3.77,0.31,2.32,0.81,3.47,0.73,2.38,4.74,5.63,3.2,2.43,6.4,1.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
July,,,,,,,,2.79,8.27,3.32,3.29,2.55,2.55,2.57,4.82,3.63,7.91,3.49,0.87,4.07,4.03,1.37,2.63,5.34,3.73,2.66,3.49,2.93,3.84,4.02,5.24,2.54,3.63,1.65,2.65,6.1,1.73,2.94,3.65,0.36,3.39,4.57,4.67,3.59,5.47,3.45,3.91,3.74,2.36,2.88,4.76,3.78,3.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
August,,,,,,,,2.3,4.05,7.36,3.92,7.01,6.45,5.08,2.84,5.02,2.22,6.02,5.48,1.77,6.15,4.37,3.75,5.37,6.08,9.23,5.13,4.52,2.7,2.69,6.58,2.84,5.84,0.99,4.68,3.83,2.31,5.11,4.21,4.06,4,3.99,4.09,7.26,4.91,2.25,4.5,2,4.68,6.74,6.86,3.47,2.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
September,,,,,,,,6.21,1.81,2.82,3.12,3.06,2.48,2.13,0.24,0.65,5.2,3.43,4.85,3.3,3.96,4.2,5.39,3.94,4.93,2.48,1.42,1.67,4.35,2.86,1.75,1.95,1.38,4.27,1.03,1.04,0.84,1.73,5.28,3.96,3.68,2.18,3.35,4.35,6.03,3.81,2.67,5.55,2.59,1.09,5.23,2.24,3.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
October,,,,,,,,1.85,1.65,3.93,1.99,4.7,4.14,3.07,7.42,4.81,2.82,4.28,4.49,2.41,5.23,4.87,2.43,7.29,1.66,2.5,6.19,5,2.18,5.81,2.79,4.25,3.4,4.24,2.04,3.5,7.25,5.64,4.41,2.44,7.17,4.13,1.75,3.64,2.39,3.93,4.66,4.03,7.68,4.28,5.7,2.54,3.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
November,,,,,,,,2.97,6.55,2.87,9.44,4.14,4.67,1.95,2.65,4.26,1.52,3.92,4.52,3.35,5.87,4.46,5.04,3.28,4.29,6.11,3.8,4.14,2.54,1.47,5.5,5.72,2.69,4.91,4.56,2.07,4.41,4.88,4.56,2.63,3.03,4.36,1.88,2.95,3.71,1.79,5.78,4.94,6.96,4.94,4.47,7.33,2.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
December,,,,,,,,2.72,3.93,2.95,2.79,4.81,2.36,3.76,3.54,4.57,6.3,6.08,4.17,6.59,4.05,3.65,3.22,4.12,2.61,3.13,3.68,4.12,3.62,3.83,5.45,7.1,4.16,3.62,7.97,8.1,2.82,2.44,4.95,8.11,5.61,3.6,2.84,4.81,4.37,4.39,1.77,3.19,3.85,8.42,3.76,3.42,6.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Total,,,,,,,,30.21,43.84,38.8,42.24,37.15,38.74,32.02,43.43,36.53,42.23,50.19,41.66,44.8,51.53,40.34,38.79,51.74,42.78,40.74,44.34,43.54,40.41,40.65,46.42,40.4,43.11,36.97,38.36,39.7,44.44,40.57,43.43,38.73,47.37,35.85,35.75,44.36,45.05,38.68,41.67,40.95,52.82,41.31,43.35,44.9,36.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
