"COLNE, SWINDEN SEWAGE WORKS",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,2987,,,,,,,,,,,
,,,,,,,,,,,,
,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,
January,,,,,,3.91,5.08,4.80,11.57,2.37,7.30,
February,,,,,,7.66,4.63,2.07,6.48,0.89,0.65,
March,,,,,,1.64,2.99,4.39,2.88,1.46,2.98,
April,,,,,,3.63,2.19,3.79,1.43,1.13,3.52,
May,,,,,,4.36,3.66,2.18,1.22,2.94,2.98,
June,,,,,,0.06,2.28,4.06,5.63,2.04,2.40,
July,,,,,,1.95,2.95,4.36,2.43,3.30,5.60,
August,,,,,,4.76,4.42,6.20,6.73,5.17,6.06,
September,,,,,,3.81,4.08,7.02,0.92,2.23,3.45,
October,,,,,,5.27,5.52,4.51,5.60,5.91,6.99,
November,,,,,,3.13,6.81,5.47,7.29,7.37,6.46,
December,,,,,,5.89,2.34,1.42,3.16,10.88,3.90,
Total,,,,,,46.07,46.95,50.27,55.34,45.69,52.29,
Calc annual,0.00,0.00,0.00,0.00,0.00,46.07,46.95,50.27,55.34,45.69,52.29,
Difference,NaN,NaN,NaN,NaN,NaN,0.00,0.00,0.00,0.00,-0.00,0.00,
