DROXFORD-FIR-HILL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,SU607185,Long,-1.137037,Lat,50.962735,Elevation,212,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,RR1226,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1880,1881,1882,1883,1884,1885,1886,1887,1888,1889,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
January,,,,,,,,,1.36,0.95,3.07,2.36,1.11,2.04,4.61,2.37,1.09,2.38,0.73,3.44,3.74,1.23,1.31,2.35,4.78,1.03,8.36,0.98,1.8,1.41,3.46,1.45,3.59,5.14,0.7,4.94,1.67,1.46,4.02,5.69,4.38,4.16,5.49,1.83,3.63,4.57,5.15,2.52,6.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
February,,,,,,,,,0.99,2.12,0.69,0.03,0.94,3.85,1.81,0.17,0.42,3.73,1.68,2.83,4.3,1.95,1.82,1.69,4.12,0.73,3.37,1.81,1.38,0.48,4.54,1.81,3,1.2,5.45,6.44,5.02,1.23,1.74,3.01,0.55,0.25,3.53,6.66,0.62,5.37,2.45,4.93,2.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
March,,,,,,,,,3.53,2.19,1.05,2.31,1.04,0.4,1.91,2.26,3.52,5.07,0.59,0.63,0.88,2.31,2.5,3.44,1.45,5.09,1.45,0.92,3.2,4.62,1.29,2.19,4.62,3.82,5.15,1.01,3.84,2.63,1.06,5.48,2.31,1.73,2.92,2.41,1.83,0.56,0.68,3.37,2.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
April,,,,,,,,,1.65,1.95,2.48,0.84,1.03,0.06,3.12,3.01,0.77,2.16,1.19,2.54,1.61,2.48,1.22,2.63,1.55,1.53,0.73,4.28,2.5,1.61,2.75,1.72,0.04,3.58,1.69,1.31,0.86,2.8,2.27,2.41,4.38,1.07,3.73,3.31,4.08,3.14,3.56,1.79,2.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
May,,,,,,,,,2.09,2.71,2.62,2.09,0.91,0.92,1.86,0.59,0.47,1.59,3.13,1.17,1.3,0.71,3,3.2,4.37,0.46,2.99,2.64,2.2,2,1.93,2.42,1.15,2.99,1.71,3.79,1.76,2.71,1.72,0.7,1.5,1.78,1.17,2.35,4.12,5.02,1.74,1.47,1.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
June,,,,,,,,,3.29,1.83,3.49,1.66,1.83,1.36,1.95,1.12,1.57,1.86,2.25,1.99,3.29,2.16,4.16,2.71,1.75,4.28,1.79,2.18,1.38,4.09,3.1,2.35,4.86,0.62,0.5,1.35,2.18,3.81,1.25,0.72,2.28,0,1.5,0.47,3.64,0.01,2.61,2.83,2.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
July,,,,,,,,,4.98,2.88,3.78,2.37,2.74,3.84,6.02,4.19,0.59,1.32,0.4,0.64,1.91,2.95,1.34,3.29,1.41,0.22,0.58,1.72,2.48,2.95,2.62,0.25,2.89,2.82,4.14,5.01,1.27,3.17,5.32,0.97,6.22,0.39,4.65,0.94,4.47,3.91,2.05,2.76,2.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
August,,,,,,,,,2.5,3.36,4.34,6.45,3.66,1.16,1.43,3.11,2.12,4.88,1.9,1.39,3.12,2.35,4.45,3.51,3.01,3.54,1.43,2.28,6.59,3.29,2.65,0.58,7.19,2.42,2.45,1.87,2.25,5.91,2.56,3.34,1.55,2.71,3,3.18,3.98,4.44,1.17,4.86,2.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
September,,,,,,,,,1.2,1.19,0.9,1.92,3.18,1.76,2.2,0.39,7.94,2.69,1.31,2.21,1.09,1.98,1.5,2.69,2.67,2.36,1.8,0.46,1.88,3.23,0.1,1.09,3.26,2.85,1.68,3.57,2.31,1.91,6.47,1.33,2.46,0.96,2.17,1.94,6.61,2.89,0.76,6.84,1.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
October,,,,,,,,,1.83,5.59,1.37,6.98,5.24,3.49,4.18,2.77,2.71,0.66,4.71,2.35,2.23,2.86,2.43,9.07,2.51,2.02,6.51,8,2.2,8.42,4.6,4.62,4.08,4.53,2.37,4.4,6.44,5.45,1.44,0.69,3.17,,1.36,6.66,5.14,4.24,2.83,1.42,8.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
