"JORDAN HILL, BARNSLEY",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,3171,,,,,,,,,,,
,,,,,,,,,,,,
,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,
January,,,8.91,0.90,1.59,2.11,2.98,1.23,4.64,1.99,3.79,
February,,,4.49,5.38,1.27,4.16,1.77,1.18,2.60,0.68,0.74,
March,,,4.30,1.96,1.03,0.69,0.80,1.91,2.50,0.08,2.76,
April,,,8.00,2.14,1.73,2.47,1.39,2.60,1.13,1.09,2.75,
May,,,6.09,2.83,3.05,3.40,2.37,1.18,2.39,1.25,1.38,
June,,,5.01,1.21,2.00,0.15,2.87,2.36,3.15,1.24,1.47,
July,,,8.30,3.56,2.70,0.95,2.81,2.58,0.55,1.93,5.90,
August,,,11.93,2.67,1.96,2.92,2.52,4.57,3.04,1.80,2.93,
September,,,4.93,1.88,2.54,2.36,1.20,4.05,0.21,0.80,4.74,
October,,,4.41,1.38,3.61,2.96,2.82,2.10,4.55,2.23,2.85,
November,,,4.05,3.09,1.89,2.00,3.78,3.32,3.21,4.84,2.88,
December,,,8.70,2.42,2.57,3.13,0.93,2.73,1.66,5.38,2.45,
Total,,,79.12,29.42,25.94,27.30,26.24,29.81,29.63,23.31,34.64,
Calc annual,0.00,0.00,79.12,29.42,25.94,27.30,26.24,29.81,29.63,23.31,34.64,
Difference,NaN,NaN,0.00,0.00,0.00,0.00,-0.00,-0.00,-0.00,0.00,-0.00,
