LLANIDLOES-BROOMCLIFFE-MAIN-GAUGE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,SN940842,Long,-3.5610098,Lat,52.445447,Elevation,650,ft.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,RR2416,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1860,1861,1862,1863,1864,1865,1866,1867,1868,1869,1870,1871,1872,1873,1874,1875,1876,1877,1878,1879,1880,1881,1882,1883,1884,1885,1886,1887,1888,1889,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899
January,,,,,,6.08,9.9,7.82,7.39,6.31,,,,,,,,,,,,,,7.35,8.7,4.15,6.94,3.29,2.08,2.1,7.97,,,,,,,,,
February,,,,,,3.83,7.36,5.47,3.02,6.95,,,,,,,,,,,,,,5.84,4.36,5.29,1.85,1.24,0.82,3.83,0.91,,,,,,,,,
March,,,,,,1.92,4.12,4.9,5.36,1.98,,,,,,,,,,,,,,1.93,3.43,1.92,5.28,2.24,3.9,3.3,3.56,,,,,,,,,
April,,,,,,0.67,1.61,6.85,3.15,2.75,,,,,,,,,,,,,,1,1.52,2.26,2.31,1.72,2.25,5.01,1.83,,,,,,,,,
May,,,,,,5.08,2.26,3.26,2.29,3.08,,,,,,,,,,,,,,1.39,3.11,3.44,5.86,2.81,1.54,3.87,1.94,,,,,,,,,
June,,,,,,1.7,3.61,1.03,0.39,0.91,,,,,,,,,,,,,,3.16,1.74,2.45,3.13,1.45,2.52,0.37,1.86,,,,,,,,,
July,,,,,,3.35,1.62,4.41,1.11,1.83,,,,,,,,,,,,,,3.72,2.73,1.39,4.67,2.02,7.33,4.14,2.22,,,,,,,,,
August,,,,,,5.3,4,1.83,3.62,1.88,,,,,,,,,,,,,,2.85,2.57,3.71,1.6,3.47,4.98,5.27,4.38,,,,,,,,,
September,,,,,,0.81,10.47,4.69,3.19,8.67,,,,,,,,,,,,,,7.14,3.4,6.25,4.31,5.34,0.87,3.05,2.27,,,,,,,,,
October,,,,,,6.04,1.89,5.61,6.05,2.86,,,,,,,,,,,,,,5.37,3.31,8.84,7.19,2.61,2.26,5.81,2.96,,,,,,,,,
November,,,,,,5.47,5.26,1.85,2.65,6.29,,,,,,,,,,,,,,7.52,2.35,5.24,4.86,3.77,7.39,2.71,8.93,,,,,,,,,
December,,,,,,3.08,5.97,4.39,10.58,8.34,,,,,,,,,,,,,,4.93,9.32,2.69,9.36,5.87,3.87,3.58,1.23,,,,,,,,,
Total,,,,,,43.33,58.07,52.11,48.8,51.85,,,,,,,,,,,,,,52.2,46.54,47.63,57.36,35.83,39.81,43.04,40.06,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NOTES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"NGR is Broomcliffe. Stated altitude for the 1860s records may be 100 ft high. The observer, T J Roberts seems to have moved to Dolenog, about 600m East. Readings were started again at Broomcliffe in 1883 with a different observer, this time altitudes match. The gauges may not have been the same position",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
