ABERDARE MARDY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,SO005022,Long,-3.440654,Lat,51.710114,Elevation,431,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,RR273,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1869,1870,1871,1872,1873,1874,1875,1876,1877,1878,1879,1880,1881,1882,1883,1884,1885,1886,1887,1888,1889,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919
January,13.95,6.19,5.61,16.54,15.21,10.46,12.16,4.13,13.51,5.01,5.14,1.01,1.62,7.66,11.05,11.27,7.88,6.55,6.44,3.04,2.79,14.23,8.66,3.37,3.88,8.8,6.72,1.84,2.9,2.54,11.73,6.63,4.34,3.32,9.47,9.85,2.06,10.61,3.6,3.98,3.21,9.18,2.22,7.27,11.67,4.54,,,,,
February,10.67,7.04,6.69,9.65,1.66,5.66,3.21,11.27,5.76,5.13,8.16,4.93,7.96,9.21,9.17,7.72,8.39,1.5,2.46,0.88,3.23,2.02,0.14,3.52,11.43,7.94,0.06,1.23,4.56,3.27,6.86,7.7,2.57,2.96,4.71,7.82,1.84,4.97,3.29,4.26,1.04,9.87,6.57,6.05,4.79,12.77,,,,,
March,2.51,3.79,4.5,6.92,5.17,5.6,2.96,7.19,4.41,3.09,2.48,6.02,2.25,5.12,1.81,6.54,2.97,10.75,3.33,7.47,4.46,3.17,2.91,1.68,0.58,7.1,6.98,7.26,8.58,1.66,3.03,0.91,5.67,3.6,11.87,2.59,8.36,3.69,2.42,6.23,5.05,2.4,2.4,12.1,11.68,8.44,,,,,
April,2.89,0.62,6.61,2.81,0.67,5.01,3.46,4.95,5.32,3.35,2.53,2,1.12,7.19,1.58,1.2,4.16,4.45,2.79,2.37,3.9,1.45,4.67,1.6,0.25,3.97,3.85,1.17,6.06,4.04,5.66,2.45,6.55,2.8,2.28,3.14,5.55,1.25,4.15,3.71,5,4,3.49,0.5,12.03,3.01,,,,,
May,4.25,4.34,0.64,3.21,3.4,0.75,5.15,0.61,3.62,9.82,4.11,1.58,4.36,3.27,2.47,2.79,2.77,6.47,3.27,3.65,3.9,3.41,5.97,2.19,4.18,4.22,0.87,0.16,2.29,4.53,4.56,3.75,1.66,2.9,5.44,3.69,0.37,3.87,3.76,3.65,2.3,3.06,2.52,1.75,4.31,3.36,,,,,
June,1.46,0.35,3,5.13,2.78,2.21,6.41,3.3,3.94,5.36,6.98,3.85,5.93,6.46,4.46,2.23,2.95,2.1,0.84,4.06,0.36,3.02,3.44,3.03,1.87,3.21,1.2,2.02,2.88,2.73,1.45,3.36,2.76,4.15,1.72,2.12,5.64,2.5,5.34,1.21,3.51,6.55,5.41,6.94,2.99,2.38,,,,,
July,1.85,2.55,7.37,7.25,6.13,2.19,6.15,3.01,6.12,1.51,3.02,7.35,2.8,9.79,2.94,3.87,1.8,4.74,2.96,7.85,4.72,3.12,2.85,3.09,4.59,5.12,6.45,3.28,2.67,0.79,0.86,2.59,1.68,2.21,2.68,4.46,1.11,0.87,3.02,4.31,3.58,4.91,0.41,6.54,0.76,6.49,,,,,
August,1.73,3.61,3.88,2.79,6.31,8.58,6.23,8.59,9.23,8.19,10.2,0.73,7.3,5.67,2.43,2.96,4.81,2.48,4.58,4.83,4.64,5.63,10.44,6.35,3.83,3.76,7.25,3.26,8.12,5.02,2.1,5.68,4.36,2.85,8.63,5.62,6.55,4.19,4.02,8.58,2.16,9.08,4.51,11.88,2.47,5.19,,,,,
September,10.09,5.05,7.56,6.77,3.17,4.89,6.02,8.75,4.65,4.17,5.38,2.76,2.06,4.82,6.74,2.61,8.62,5.67,6.81,1.19,2,2.74,4.07,5.83,3.49,2.03,2.12,10.53,6.69,1.37,4.04,2.94,4.06,3.09,6.16,2.9,3.71,1.56,1.14,3.81,5.82,0.3,4.65,1.24,3.28,3.05,,,,,
October,3.8,13.57,8.01,8.9,6.47,9.94,8.27,8.67,8.56,8.53,1.43,8.71,4.68,8.84,6.83,2.02,6.28,10.66,2.92,3.57,5.72,2.66,13.21,4.3,4.87,9.85,4.34,7.22,3.78,7.06,6.17,9.54,3.06,4.98,16.2,2.29,2.99,9.13,7.75,4.19,14.37,5.35,5.31,7.55,7.16,4.15,,,,,
November,5.39,8.06,1.1,13.97,3.93,3,9.27,5.81,14.82,6.09,0.42,8.73,11.2,9.34,8.76,2.32,8.83,8.22,6.7,11.32,2.54,7.61,7.24,5.6,3.48,10.19,11.33,1.67,6.02,6.13,5.65,6.65,3.07,5.98,2.89,4.22,5.71,5.03,3.72,3.33,2.62,7.8,11.47,4.9,9.59,8.28,,,,,
December,11.76,2.61,6.38,12.67,2.99,6.84,4.17,16.04,5.85,5.12,6.17,8.36,6.45,9.14,2.86,12.59,2.3,9.63,6.3,10.2,3.78,0.35,14.73,2.84,10.38,5.88,6.52,10.4,15.37,11.26,3.57,10.72,10.11,5.56,5.7,5.36,1.83,3.11,8.75,6.41,10.5,11.86,17.75,11.73,3.51,12.95,,,,,
Total,70.35,57.78,61.35,96.61,57.89,65.13,73.46,82.32,85.79,65.37,56.02,56.03,57.73,86.51,61.1,58.12,61.76,73.22,49.4,60.43,42.04,49.41,78.33,43.4,52.83,72.07,57.69,50.04,69.92,50.4,55.68,62.92,49.89,44.4,77.75,54.06,45.72,50.78,50.96,53.67,59.16,74.36,66.71,78.45,74.24,74.61,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"IDR 1915, 1916 removed all figures as station terminated at end of 1914. ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
