"CHISELDON (HODSON HOUSE)",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,1536,,,,,,,,,,,
,,,,,,,,,,,,
,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,
January,2.88,3.07,2.86,1.92,3.86,3.02,4.58,3.17,4.56,1.34,4.39,
February,1.06,0.40,3.40,5.25,0.19,4.25,2.28,4.18,2.25,0.86,0.71,
March,1.92,1.68,2.65,2.18,0.98,0.41,1.19,2.84,2.19,0.21,1.58,
April,4.69,0.56,2.67,2.56,2.78,1.96,2.65,1.91,2.02,1.15,2.49,
May,2.40,2.60,0.70,2.05,4.84,3.32,3.52,1.01,1.22,2.32,1.58,
June,2.43,0.18,1.60,0.33,2.25,0.06,2.70,3.21,2.92,1.34,1.06,
July,4.93,0.31,4.17,1.27,4.06,3.66,2.85,4.84,2.57,2.11,2.30,
August,1.33,1.49,3.87,2.97,2.10,3.63,1.73,4.38,2.02,1.87,2.35,
September,1.95,2.43,1.62,2.36,5.04,3.27,0.89,7.56,1.45,0.45,3.22,
October,2.65,1.09,1.41,5.28,4.56,3.12,2.86,2.68,4.48,3.63,2.23,
November,1.20,1.84,1.26,2.05,2.35,2.10,5.78,2.76,3.12,7.14,5.42,
December,2.58,1.85,4.25,3.48,5.72,3.22,0.48,2.90,2.88,7.95,3.39,
Total,30.02,17.50,30.46,31.70,38.73,32.02,31.51,41.44,31.68,30.37,30.72,
Calc annual,30.02,17.50,30.46,31.70,38.73,32.02,31.51,41.44,31.68,30.37,30.72,
Difference,0.00,0.00,0.00,-0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
