BARTESTREE POMONA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,SO570421,Long,-2.628816,Lat,52.075583,Elevation,270,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,RR4856,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950
January,,,,,,,,,0.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.55,2.94,2.19,5.23,3.1,3.94,,,,,,,,,
February,,,,,,,,,0.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.97,3.5,0.36,0.92,1.76,,,,,,,,,,
March,,,,,,,,,2.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.99,2.63,0.08,0.92,0.95,,,,,,,,,,
April,,,,,,,,,2.97,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.01,1.5,0.1,1.8,3.24,,,,,,,,,,
May,,,,,,,,,2.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.71,2.02,1.33,0.77,1.96,,,,,,,,,,
June,,,,,,,,,1.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.56,1.13,0.97,1.5,0.66,,,,,,,,,,
July,,,,,,,,,1.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.84,2.39,2.18,3.94,2.85,,,,,,,,,,
August,,,,,,,,,2.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.14,0.99,2.64,1.26,0.25,,,,,,,,,,
September,,,,,,,,,1.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.94,1.59,1.12,0.54,1.31,,,,,,,,,,
October,,,,,,,,,2.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.35,3.69,2.18,2.81,3.62,,,,,,,,,,
November,,,,,,,,,1.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.3,1.21,2.24,4.62,5.85,,,,,,,,,,
December,,,,,,,,,2.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.91,2.03,2.8,1.44,1.47,,,,,,,,,,
Total,,,,,,,,,22.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.27,25.62,18.19,25.75,27.02,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1941 Feb estimated and therefroe removed, gauge moved to Lugwardine",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
