RUTHIN-BWLCH-TUNNEL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,SJ164580,Long,-3.2504051,Lat,53.112607,Elevation,908,ft.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,4309,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960
January,,,,,,2.2,3.04,3.03,4.15,1.13,4.72,2.69,3.52,2.8,2.11,1.87,3.98,2.77,3.65,5.52,2.45,3.45,3.77,4.47,3.28,3.18,3.09,1.98,6.36,2.42,0.75,1.88,3.32,0.93,2.29,2.85,3.44,2.09,2.88,4.66,6.35
February,,,,,,4.4,1.45,1.56,2.06,0.67,0.78,2.86,0.27,3.47,0.37,3.49,3.15,5.19,0.75,2.45,3.15,4.21,1.69,2.06,1.81,2.53,4.72,1.69,1.81,1.55,5.43,2.89,0.98,2.75,2.94,2.28,0.69,2.19,4.45,0.61,2.81
March,,,,,,0.81,0.38,3.31,1.61,0.05,3.87,0.57,2.13,1.9,2.3,0.77,3.09,3.53,0.96,3.55,2.58,3.37,2.13,0.75,1.84,1.16,1.63,5.98,1.18,2.12,1.35,5.06,0.86,1.15,2,1.84,2.15,1.19,1.4,1.09,2.2
April,,,,,,2.07,1.62,1.62,1.21,1.23,4.8,3.57,4.31,1.03,3.05,2.62,2.44,3.66,0.3,2.06,2.76,1.94,1.45,1.91,0.8,1.95,0.67,3.01,1.81,3.36,3.45,2.09,1.5,2.67,0.77,0.84,2.09,0.38,0.74,4.53,1.66
May,,,,,,2.76,3,1.65,2.54,1.75,1.83,3.61,3.33,1.72,2.51,1.59,2.46,2.21,2.66,2.42,2.67,2.34,3.41,3.41,1.96,3.8,3.38,3.58,1.03,3.14,1.32,3.85,3.1,3.19,3.95,3.3,0.8,1.68,2.44,2.23,1.9
June,,,,,,0.08,2.33,5.69,3.99,2.33,1.02,4.66,1.05,1.56,1.01,4.51,5.11,1.43,3.37,2.83,1.81,0.7,0.56,2.54,1.73,2.18,3.7,2.75,4.23,0.57,1.31,0.9,1.59,2.28,3.08,2.94,2.1,2.02,5.27,2.74,1.11
July,,,,,,3.1,8.04,2.75,1.29,2.83,2.51,2.11,5.53,1.53,1.3,1.64,4.13,1.8,3.31,6.27,3.25,1.52,3.22,1.88,2.03,2.15,1.8,3.97,2.77,3.91,2.26,2.04,2.25,2.67,2.74,0.41,3.75,4.98,4.15,4.28,2.57
August,,,,,,4.02,2.79,6.9,3.05,3,3.5,6.96,2.3,1.4,2.84,1.49,0.78,2.2,3.56,2.17,1,3.56,3.61,2.89,2.22,2.28,5.01,0.51,3.96,1.87,4.8,3.46,3.24,2.53,4.59,1.56,6.63,5.7,3.2,2.07,3.82
September,,,,,,4.52,3.29,5.95,2.99,1.3,3.55,6.07,2.42,0.87,1.74,5.19,3.88,1.76,1.28,0.96,2.77,0.63,2.1,5.65,4.63,1.93,3.23,2.23,1.7,1.26,4.64,2.21,3.73,3.2,2.29,1.79,3.26,7.75,3.93,0.27,6.81
October,,,,,,3.91,2.59,3.26,3.84,4.22,6.46,1.79,5.11,5.05,4.01,5.13,2.26,3.9,3.98,3.74,4.45,4.15,1.77,4.59,4.21,4.75,1.46,0.91,1.97,4.54,2.91,1.42,4.08,1.55,5.47,2.4,2.28,2.3,2.39,3.44,6.12
November,,,,,,3.58,4.46,5.17,5.42,5.61,5.08,5.11,2.56,2.12,2.89,6.45,3.7,1.91,4.1,5.52,6.88,2.77,1.26,3.02,6.34,0.45,4.39,3.4,2.56,4.17,4.02,6.66,3.01,2.59,6.51,2.08,1.4,2.72,1.64,5.19,5.84
December,,,,,,3.15,1.35,1.44,2.77,5.59,5.03,2.05,1.69,0.86,5.16,2.62,4.85,2.55,3.8,2.37,1.98,1.82,3.58,1.88,2.28,2.76,3.61,3.36,3.71,2.74,4.22,3.37,3.65,1.4,2.71,3.7,3.7,2.52,3.1,6.01,3.05
Total,,,,,,34.6,34.34,42.33,34.92,29.71,43.15,42.05,34.22,24.31,29.29,37.37,39.83,32.91,31.72,39.86,35.75,30.46,28.55,35.05,33.13,29.12,36.69,33.37,33.09,31.65,36.46,35.83,31.31,26.91,39.34,25.99,32.29,35.52,35.59,37.12,44.24
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NGR is from the 1950s record and appears to be near Bwlch Tunnel. Altitudes match.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
