"BRUTON (PILCOMBE VICARAGE)",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,RR2424,,,,,,,,,,,
,,,,,,,,,,,,
,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,
January,4.20,3.25,3.65,1.46,3.97,,,,,,,
February,1.15,0.31,2.45,6.61,0.60,,,,,,,
March,2.18,1.79,2.55,1.85,1.04,,,,,,,
April,4.40,1.03,3.20,2.42,2.33,,,,,,,
May,1.76,1.59,0.73,1.39,4.75,,,,,,,
June,2.75,0.35,1.21,0.55,2.03,,,,,,,
July,5.76,0.69,4.02,1.17,3.23,,,,,,,
August,1.93,1.55,4.45,2.85,,,,,,,,
September,1.72,2.12,2.40,3.26,,,,,,,,
October,3.45,1.13,1.46,5.09,,,,,,,,
November,1.52,1.90,1.55,2.28,,,,,,,,
December,2.35,2.00,3.44,3.16,,,,,,,,
Total,33.17,17.71,31.11,32.09,,,,,,,,
Calc annual,33.17,17.71,31.11,32.09,17.95,0.00,0.00,0.00,0.00,0.00,0.00,
Difference,0.00,0.00,0.00,0.00,NaN,NaN,NaN,NaN,NaN,NaN,NaN,
