PENDLE HILL OGDEN RESERVOIR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,SD816398,Long,-2.281202,Lat,53.8541,Elevation,935,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,2986,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950
January,,,,,,,,,,8.13,4.73,2.38,4.67,5.27,4.36,3.07,6.43,2.47,5.81,2.46,7.07,2.18,3.51,4.68,3.09,6.63,4.95,2.47,3.09,4.4,4.64,8.45,4.51,6.76,4.03,4.38,4.76,5.73,13.26,2.78,7.7,6.53,6.62,3.55,4.54,2.45,4.35,4.18,6.61,6.11,1.94,1.41,6.27,5.95,,,,,,,
February,,,,,,,,,,2.18,5.56,2.12,1.52,6.4,4.2,3.59,2.54,3.11,3.81,5.58,6.37,7.82,1.87,2.49,3.47,3.45,4.18,1.57,7.5,1.6,5.4,0.67,6.41,6.22,0.77,7.71,5.75,2.07,7.36,1,0.61,6.37,0.16,4.75,0.47,9.33,2.06,6.73,2.54,5.26,2.61,6.14,1.99,3.5,,,,,,,
March,,,,,,,,,,3.09,0.53,2.79,4.13,6.25,2.52,3.66,2.92,5.22,3.46,2.99,1.05,3.2,6.44,6.43,5.07,2.21,1.72,1.83,1.65,5.41,3.88,4.69,2.92,1.86,1.95,1.81,1.98,4.58,2.88,1.81,2.74,0.67,3.45,3.14,2.5,1.89,2.64,1.93,2.65,2.6,3.65,3.96,3.42,1.74,,,,,,,
April,,,,,,,,,,4.09,2.96,3.45,2.57,3.63,4.52,2.36,1.22,2.31,2.5,4.74,3.62,4.03,1.45,4.34,1.5,2.2,3.27,1.43,1.06,2.15,4.12,1.65,3.2,4.3,2.25,3.03,1.88,3.96,1.68,1.54,3.45,3.33,3.59,1.87,3.42,3.42,1.32,4,1.19,2.54,3.41,2.55,1.75,2.87,,,,,,,
May,,,,,,,,,,3.49,1.81,1.44,3.52,2.93,3.23,1.02,4.54,4.9,3.48,2.61,3.55,3.82,2.25,3.5,2.46,2.12,2.84,1.55,1.71,2.31,4.53,2.89,2.13,4.83,6.58,4.47,4.23,2.17,1.26,3.25,3.32,2.82,4.43,2.37,4.39,1.24,1.19,2.58,3.72,1.56,1.46,2.48,2.74,2.77,,,,,,,
June,,,,,,,,,,1.54,3.56,1.86,1.64,2.51,1.64,3.54,1.5,9.37,2.73,2.65,3.3,4.33,6.95,3.09,1.88,0.62,2.9,3.52,2.81,1.82,2.9,1.04,3.78,1.86,3.71,0.12,3.15,4.31,6.76,3.18,4.72,7.41,1.26,2.19,3.42,4.07,4.38,3.58,5.61,4.67,0.91,0.53,1.37,6.07,,,,,,,
July,,,,,,,,,,2.33,3.12,1.64,4.54,5.01,1.94,3.2,2.22,3.49,6.99,8.47,4.38,0.88,3.67,1.34,2.82,5.22,2.89,1.91,5.27,2.07,8.12,3.64,6.02,6.45,5.02,2.84,4.08,5.38,3.75,4.97,4.94,5.1,6.99,3.6,3.09,2.8,7.1,2.8,6.25,7.48,4.74,1.56,7.11,4.75,,,,,,,
August,,,,,,,,,,1.7,6.33,3.7,4.26,7.53,5.83,4.48,4.47,6.87,4.96,3.43,7.54,3.79,7.75,2.18,3.62,4.96,4.08,5.93,5.09,3.69,3.06,7.2,6.27,7.37,8.78,5.55,5.2,8.62,8.35,9.02,8.12,5.41,1.92,2.22,5.71,1.71,4.03,3.33,6.06,2.36,3.5,6.73,6.15,8.51,,,,,,,
September,,,,,,,,,,6.03,2.78,0.87,1.34,6.07,1.92,3.6,1.34,1.36,5.42,3.51,0.68,4.88,2.98,2.38,2.95,1.44,2.5,3.06,13.25,3.84,2.68,2.91,4.81,7.48,5.87,4.16,5.87,9.07,1.71,2.36,3.89,3.24,9.27,1.46,4.66,8.87,5.29,3.05,2.41,1.77,5.34,1.06,4.43,5.01,,,,,,,
October,,,,,,,,,,3.42,7.37,4.36,5.83,12.17,2.56,4.34,5.56,4.75,1.82,6.14,4.53,3.9,5.27,1.99,2.39,0.65,5.46,8.13,5.77,2.28,1.91,4.33,1.04,7.83,5.15,5.72,5.6,5.62,6.52,7.22,8.6,4.03,8.51,4.37,7.36,12.71,6.17,2.09,11.65,1.67,4.72,7.55,9.48,4.61,,,,,,,
