"PENDLE HILL OGDEN RESERVOIR",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,2986,,,,,,,,,,,
,,,,,,,,,,,,
,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899,,
January,,,,,,,,,,8.13,,
February,,,,,,,,,,2.18,,
March,,,,,,,,,,3.09,,
April,,,,,,,,,,4.09,,
May,,,,,,,,,,3.49,,
June,,,,,,,,,,1.54,,
July,,,,,,,,,,2.33,,
August,,,,,,,,,,1.70,,
September,,,,,,,,,,6.03,,
October,,,,,,,,,,3.42,,
November,,,,,,,,,,2.81,,
December,,,,,,,,,,3.57,,
Total,,,,,,,,,,42.38,,
Calc annual,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,42.38,,
Difference,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.00,,
