"BARLEY OGDEN RESERVOIR",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,2986,,,,,,,,,,,
,,,,,,,,,,,,
,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,
January,4.64,8.45,4.51,6.76,4.03,4.38,4.76,5.73,13.26,2.78,7.70,
February,5.40,0.67,6.41,6.22,0.77,7.71,5.75,2.07,7.36,1.00,0.61,
March,3.88,4.69,2.92,1.86,1.95,1.81,1.98,4.58,2.88,1.81,2.74,
April,4.12,1.65,3.20,4.30,2.25,3.03,1.88,3.96,1.68,1.54,3.45,
May,4.53,2.89,2.13,4.83,6.58,4.47,4.23,2.17,1.26,3.25,3.32,
June,2.90,1.04,3.78,1.86,3.71,0.12,3.15,4.31,6.76,3.18,4.72,
July,8.12,3.64,6.02,6.45,5.02,2.84,4.08,5.38,3.75,4.97,4.94,
August,3.06,7.20,6.27,7.37,8.78,5.55,5.20,8.62,8.35,9.02,8.12,
September,2.68,2.91,4.81,7.48,5.87,4.16,5.87,9.07,1.71,2.36,3.89,
October,1.91,4.33,1.04,7.83,5.15,5.72,5.60,5.62,6.52,7.22,8.60,
November,2.94,2.56,3.04,7.83,5.14,2.54,7.19,6.57,7.48,9.02,7.75,
December,3.25,8.94,4.82,5.07,5.58,4.58,2.13,0.97,3.64,10.44,3.67,
Total,47.43,48.97,48.95,67.86,54.83,46.91,51.82,59.05,64.65,56.59,59.51,
Calc annual,47.43,48.97,48.95,67.86,54.83,46.91,51.82,59.05,64.65,56.59,59.51,
Difference,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.00,
