"SUTTON COLDFIELD (THE PARK)",,,,,,,,,,,,
Grid ref,SP115963,Long,-1.831780,Lat,52.564411,,,,,,,
Station no,2489,,,,,,,,,,,
,,,,,,,,,,,,
,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,,
January,3.49,1.19,1.09,2.22,2.57,0.99,3.53,1.07,0.66,1.09,,
February,4.47,1.73,1.48,0.99,3.65,0.60,1.99,0.93,1.26,0.68,,
March,0.67,1.24,1.52,4.38,1.84,2.97,1.43,1.11,2.97,3.14,,
April,0.83,2.00,2.57,1.54,1.12,1.88,1.35,1.84,2.89,1.77,,
May,1.61,1.27,2.40,1.93,2.11,0.33,2.41,4.23,3.24,1.49,,
June,2.52,2.57,1.92,1.97,0.47,3.29,2.10,3.88,2.76,3.91,,
July,2.44,2.51,1.52,2.61,1.81,1.59,1.33,2.97,3.12,3.44,,
August,3.41,1.77,4.50,4.28,1.97,4.77,0.89,2.45,2.69,2.32,,
September,0.53,0.75,1.93,3.24,1.92,0.90,1.29,0.80,1.86,2.32,,
October,3.18,1.63,2.37,5.52,0.96,1.25,4.33,4.34,2.31,3.55,,
November,2.10,1.26,1.93,1.86,1.40,2.41,2.49,1.85,1.47,0.92,,
December,3.89,4.63,1.67,1.87,1.59,0.66,2.22,2.88,2.11,4.20,,
Total,29.14,22.55,24.90,32.41,21.41,21.64,25.36,28.35,27.34,28.83,,
Calc annual,29.14,22.55,24.90,32.41,21.41,21.64,25.36,28.35,27.34,28.83,,
Difference,-0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.00,,
