SUTTON COLDFIELD THE PARK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,SP115963,Long,-1.83178,Lat,52.564411,Elevation,371,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,2489,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960
November,,,,,,,,2.03,2.43,1.41,2.1,1.26,1.93,1.86,1.4,2.41,2.49,1.85,1.47,0.92,4.34,2.51,2.18,2.3,3.64,2.81,3.12,1.22,1.9,1.38,0.71,1.68,1.07,1.54,2.04,1.76,4.82,3.6,3.6,6.29,3.72,3.39,1.97,1.11,2.37,5.48,2.94,1.35,3.02,4.44,6.33,3.42,1.51,1.67,4,0.28,6.12,2.26,1.52,3.12,4.15,6.29,2.39,1.14,4.92,2.37,0.47,2.16,2.04,3.9,3.27
December,,,,,,,,2.57,1.63,1.51,3.89,4.63,1.67,1.87,1.59,0.66,2.22,2.88,2.11,4.2,5.04,4.47,3.61,0.63,5.94,4.87,2.55,1.52,3.21,3.61,2.26,2.26,3.84,3.09,2.91,2.58,0.41,2.74,2.01,5.13,2.82,0.74,0.81,0.56,4.48,3.88,2.39,2.83,3.73,1.55,2.24,1.6,2.65,1.27,1.75,2.66,2.83,2.16,3.89,1.37,1.39,2.33,3.1,1.2,1.89,2.16,2.97,2.32,2.66,3.9,3.61
Total,,,,,,,,,21.21,24.24,29.14,22.55,24.9,32.41,21.41,21.64,25.36,28.35,27.34,28.83,30.07,18.91,35.21,26.29,27.62,29.22,28.83,27.55,25.18,30.08,29.25,18.87,30.33,29.69,30.64,28.61,24.96,31.49,27.85,24.91,36.16,32.31,29.31,22.93,24.32,30.89,32,29.22,25.64,32.68,30.43,31.61,25.19,22.93,25.19,23.9,36.31,24.52,32.06,23.64,28.17,33.73,28.02,21.56,32.77,24.46,23.21,27.23,35.33,26.15,37.17
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TYRain_1890-1899_13_pt1-page-058.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TYRain_1900-1909_16_pt1-page-150.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TYRain_1910-1919_15_pt1-page-248.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TYRain_1920-1930_16_pt1-page-125.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERROR_TYRain_1931-1940_14_pt1-page-290.csv. CORRECTION: 1940 December = 2.24 (JacsHu),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TYRain_1941-1950_17_pt1-page-090.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TYRain_1951-1960_15_pt1-page-090.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
