PRESTON CORPORATION OFFICES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,SD542304,Long,-2.696314,Lat,53.76792,Elevation,123,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,2955,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1870,1871,1872,1873,1874,1875,1876,1877,1878,1879,1880,1881,1882,1883,1884,1885,1886,1887,1888,1889,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960
January,,,,,,,1.84,6.13,3.09,1.15,0.46,0.66,2.83,4.62,3.68,1.99,3.91,2.01,1.56,1.38,5.05,1.97,3.18,1.13,3.19,2.42,1.5,1.21,3.5,4.29,4.61,2.21,3.07,3.28,3.23,2.13,4.26,1.33,2.69,2.23,4.62,1.09,2.82,3.97,2.79,5.41,2.16,2.34,2.88,4.41,3.79,6.2,3.56,3.37,3.17,2.7,3.32,3.72,9.37,1.57,5.53,4.47,4.45,3.09,3.58,1.93,3.83,2.45,4.4,4.64,3.5,2.28,3.73,5.54,5.01,3.17,4.34,3.23,6.73,2.23,2.42,4.13,3.58,1.71,3.88,2.5,4.17,2.99,3.43,2.61,5.39
February,,,,,,,4.21,3.72,1.19,2.79,2.37,4.89,2.46,2.48,3.33,3.33,1.02,2.13,0.9,2.19,0.71,0.1,2.24,3.88,4.77,0.19,1.06,2.77,2.34,0.51,3.25,1.26,1.74,3.56,3.45,1.51,2.94,1.98,2.44,1.29,3.62,3.71,1.58,1.36,2.83,4.12,3.22,1.32,3.68,1.3,2.45,0.28,4.51,4.15,0.77,4.73,4.09,1.71,4.04,0.93,0.26,3.92,0.08,3.47,0.2,5.32,1.91,4.95,1.92,3.23,2.19,4.02,1.43,2.21,1.56,4.81,4.67,0.96,2.67,1.92,4.47,2.59,1.29,1.17,2.84,1.75,0.46,2.58,6.45,0.47,2.28
March,,,,,,,2.8,3.22,1.28,1.55,2.35,2.98,3.34,0.89,2.49,1.9,3.06,2.02,2.89,1.9,3.08,1.23,0.97,1,2.83,3.18,4.93,3.3,0.66,3.34,0.64,2.92,2.46,3.79,2.61,2.84,3.18,3.37,2.41,2.86,1.06,1.34,5.8,4.43,3.61,1.58,1.97,2.55,1.25,4.99,4.11,3.44,1.74,1.23,1.56,1.41,1.24,3.38,2.22,1.2,2.58,0.49,2.57,2.64,2.12,1.12,2.46,1.63,1.1,2.13,2.98,2.98,2.74,0.95,0.73,1.7,0.96,5.9,2.23,2.24,1.63,4.78,1.77,0.88,2.15,1.27,1.23,2.99,1.58,1.79,1.23
April,,,,,,,2.8,2.04,1.56,1.72,1.33,1.46,4.54,2.31,1.02,2.92,2.27,1.52,1.39,2.46,1.28,1.04,1.55,0.29,,2.05,1.54,2.78,0.87,3.63,1.98,1.95,1.88,1.55,2.39,2.16,1.38,1.28,1.47,3.62,2.46,3.1,0.51,4.12,1.01,2.35,2.92,1.63,1.24,1.93,3.97,1.78,2.64,2.92,1.55,1.97,1.81,2.04,1.11,1.13,1.64,2.55,2.75,1.58,2.53,3.5,1.23,2.99,0.45,2.18,2.34,1.44,2.09,2.56,2.74,2.34,1.27,3.29,1.66,4.39,3.23,2.07,3.07,2.68,1.36,1.94,1.69,0.42,1.29,2.15,1.98
May,,,,,,,0.68,2.62,4.59,2.53,2.09,4.06,2.74,0.77,1.74,1.3,3.37,1.79,0.78,3.4,2.3,2.79,3.69,2.18,,0.83,0.68,1.98,2.91,2.14,1.77,0.74,3.27,3.64,1.9,0.73,4.39,3.9,3.21,1.91,2.59,1.58,2.44,2.99,2.04,1.4,2.48,2.25,2.3,1.7,6.93,2.46,2.18,3.36,5.26,4.06,3.12,1.18,0.89,2.56,1.3,2.17,4.69,2.17,3.52,1.71,1.12,2.09,3.26,1.01,1.65,2.99,3.1,3.82,3.83,3.13,1.65,2.95,1.39,2.5,1.47,1.99,2.01,2.12,2.41,2.45,2,2.21,4.77,1.35,2.13
June,,,,,,,3.48,2.19,2.9,4.17,3.42,2.76,4.53,3.3,1.38,2.71,2.17,0.76,2.27,0.61,3.36,1.5,3.13,1.46,,1.61,2.05,5.11,2.37,1.19,2.17,1.85,1.33,1.82,2.13,2.93,1.61,8.34,1.86,2.75,2.31,2.63,6.68,2.46,1.2,2.19,2.69,2.57,2.1,1.79,2.46,0.79,3.09,1.02,3.23,0.18,1.72,3.27,6.44,1.46,1.65,6.69,1,1.75,2.37,3.86,4.74,2.42,4.03,3.59,1.12,0.91,1.01,3.79,3.62,4.33,2.97,2.88,4.76,0.87,2.43,1.94,3.55,1.94,4.11,3.18,1.73,1.48,4.12,3.3,0.94
July,,,,,,,3.76,5.03,1.12,4.98,4.96,5.52,5.28,1.95,4.81,2.26,5.43,1.37,5.74,2.16,3.77,4.43,1.9,4.1,,4.12,2.31,1.69,0.25,2.05,1.6,1.08,3.43,3.7,1.19,2.51,1.74,4.78,4.54,5.43,4.93,0.5,5.95,2.03,4.28,3.86,3.01,1.51,3.08,1.51,5.38,2.24,5.42,4.52,5.03,2.98,3.31,4.46,3.07,3.16,6.52,3.74,4.52,2.99,1.7,1.78,3.56,1.66,4.52,6.08,4.64,2.15,4.51,4.33,3.59,2.75,5.77,2.76,2.62,3.04,3.55,2.11,1.9,4.55,5.8,1.23,4.63,5.07,3.22,3.98,5.69
August,,,,,,,3.88,6.8,4.94,5.52,1.82,5.21,4.61,2.39,1.87,1.68,1.78,2.98,3.87,5.15,5.38,9.28,5.26,5.17,,3.87,2.7,4.61,5.32,1.48,4.93,2.61,3.05,4.75,4.75,3.07,3.86,4.63,4.24,3.42,5.18,3.83,5.34,2.24,2.22,4.93,4.82,5.23,3.76,3.85,1.84,5.82,5.21,6.03,5.99,3.25,3.54,5.84,5.36,6.04,6.7,5.12,1.52,3.01,4.46,2.46,2.73,2.27,3.99,1.88,1.95,5.44,4.08,5.42,2.94,2.67,7.08,0.15,4.4,2.46,7.98,4.64,5.73,4.41,5.77,1,12.39,5.18,3.92,0.64,5.49
September,,,,,,,3.68,4.38,4.96,3.07,3.87,1.58,2.53,4.5,2.86,5.11,5.76,3.86,1.37,3.9,2.56,3.85,4.93,5.49,0.61,1.68,5.17,3.17,1.43,5.56,2.96,1.06,1.38,5.43,1.08,2.88,1.61,0.97,4.87,2.52,0.34,4.62,1.89,1.8,3.78,0.62,3.17,3.03,11.45,2.49,2.94,2.07,3.78,5.05,4.21,4.67,4.17,6.72,1.4,2,2.48,3.37,5.79,0.98,3.49,7.62,3.75,2.55,1.87,1.25,4.07,1.1,3.31,4.64,5.93,3.13,6.61,4.15,3.38,1.52,6.88,2.81,4.69,4.44,6.27,3.27,3.56,6.59,5.73,0.46,3.34
October,,,,,,,2.85,5.85,4.06,2.39,3.22,1.48,3.45,4.9,2.85,4.21,4.06,1.47,2,2.33,4.08,4.31,4.09,5.65,2.88,4.85,3.67,2,3.44,3.23,6.1,3.35,3.85,7.2,3.14,3.34,6.35,3.4,2.31,5.48,3.23,2.8,3.91,1.93,1.91,1.16,6.3,7.63,4.2,3.51,1.32,2.97,0.64,4.95,4.19,4.59,3.62,3.18,5.02,5.82,6.27,2.94,6.5,4.6,6.1,7.19,3.67,2.27,8.55,1.85,3.93,4.28,6.03,4.86,4.42,5.27,0.63,0.77,2.7,4.71,3.13,1.62,2.64,1.65,8.42,2.41,2.84,6.15,3.5,4.09,2.52
