"PRESTON (MOOR PARK)",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,2955,,,,,,,,,,,
,,,,,,,,,,,,
,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,
January,3.79,6.20,3.56,3.37,3.17,2.70,3.32,3.72,9.37,1.57,5.53,
February,2.45,0.28,4.51,4.15,0.77,4.73,4.09,1.71,4.04,0.93,0.26,
March,4.11,3.44,1.74,1.23,1.56,1.41,1.24,3.38,2.22,1.20,2.58,
April,3.97,1.78,2.64,2.92,1.55,1.97,1.81,2.04,1.11,1.13,1.64,
May,6.93,2.46,2.18,3.36,5.26,4.06,3.12,1.18,0.89,2.56,1.30,
June,2.46,0.79,3.09,1.02,3.23,0.18,1.72,3.27,6.44,1.46,1.65,
July,5.38,2.24,5.42,4.52,5.03,2.98,3.31,4.46,3.07,3.16,6.52,
August,1.84,5.82,5.21,6.03,5.99,3.25,3.54,5.84,5.36,6.04,6.70,
September,2.94,2.07,3.78,5.05,4.21,4.67,4.17,6.72,1.40,2.00,2.48,
October,1.32,2.97,0.64,4.95,4.19,4.59,3.62,3.18,5.02,5.82,6.27,
November,1.54,2.66,3.11,5.67,2.24,3.03,5.64,3.85,5.52,6.61,5.51,
December,2.51,5.20,5.12,4.50,4.52,2.46,1.16,1.01,3.12,6.87,3.60,
Total,39.24,35.91,41.00,46.77,41.72,36.03,36.74,40.36,47.56,39.35,44.04,
Calc annual,39.24,35.91,41.00,46.77,41.72,36.03,36.74,40.36,47.56,39.35,44.04,
Difference,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.00,
