GREATHAM-LE-COURT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,SU764314,Long,-0.91067,Lat,51.0769,Elevation,350,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,738,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950
January,,,,,0.83,5.22,2.29,1.72,4.24,6.42,5.16,4.31,5.68,2.26,3.54,4.66,6.24,3.15,7.7,1.59,6.46,2.89,4.4,2.91,3.25,0.8,7.18,9.01,4.83,6.59,3.23,3.33,4.13,7.18,2.56,2.32,3.98,,,,
February,,,,,7.5,6.98,6.54,0.98,2.4,3.27,1,0.15,3.9,6.9,0.59,6.17,2.63,5.43,3.06,0.94,1.3,2.58,0.39,5.62,0.08,5.09,2.92,6.42,0.64,2.07,4.06,3.65,0.85,1.79,0.93,2.82,3.41,,,,
March,,,,,5.75,0.7,4.61,2.87,1.34,5.73,2.42,1.83,3.19,2.5,1.92,0.99,0.88,4.97,3.18,0.13,1.33,0.46,2.29,5.14,3.11,0.77,2.36,5.07,0.35,1.61,4.29,4.08,2.48,0.86,0.28,1.02,1.25,,,,
April,,,,,1.86,1.53,1.04,2.74,2.37,2.86,4,1.2,4.23,4.23,4.39,3.01,3.03,2.52,1.92,0.75,2.77,4.17,3.74,0.87,2.24,4.06,2.41,3.54,0.06,2.8,1.41,1.75,2.73,1.22,1.54,1.39,2.63,,,,
May,,,,,1.39,4.5,1.78,2.22,1.65,0.55,1.26,2.01,0.82,2.53,3.92,4.76,3.1,1.25,1.79,2.42,2.63,3.02,4.61,2.41,0.91,1.06,0.43,3.64,2.31,1.73,1.06,2.43,4.49,4.27,0.8,1.93,4.03,,,,
June,,,,,0.89,1.63,1.96,3.21,1.14,0.75,1.58,0.17,1.64,0.31,3.53,0,2.64,3.27,3.02,1.84,1.47,1.85,2.41,1.63,1.77,4.14,3.67,1.54,0.74,1.49,0.39,1.77,0.38,1.69,2.51,2.38,4.7,,,,
July,,,,,3.12,4.87,1.07,3.81,4.38,2.25,6.02,0.34,5.08,1.29,4.73,3.74,2.73,3.32,1.7,1.56,2.84,3.4,3.84,1.97,2.37,0.57,4.74,1.13,3.63,4.28,3.05,3.74,2.18,2.77,2.1,4.52,2.46,,,,
August,,,,,1.88,2.12,4.5,6.56,1.53,3.69,2.12,3.09,3.4,3.06,3.58,4.4,1.4,4.3,2.42,2.09,5.59,5.24,2.17,1.01,3.21,2.79,0.64,0.97,1.32,1.82,0.26,5.99,3.58,2.57,1.34,1.56,5.19,,,,
September,,,,,1.7,2.46,2.61,2.29,6.63,1.69,2.2,1.27,1.79,2.05,5.77,3.85,1.22,6.8,1.34,0.93,3.4,1.97,3.63,4.4,2.92,5.74,3.09,2.54,1.47,1.16,1.77,0.3,2.74,1.72,2.89,2.41,5.66,,,,
October,,,,,2.64,3.89,6.94,5.47,1.91,0.47,4.4,0.8,1.03,7.32,4.73,5.52,2.96,2.65,7.11,5.44,1.98,0.57,6.43,2.81,1.89,5.4,1.9,4.53,4.11,5.57,5.82,1,3.88,3.37,5.67,4.71,1.13,,,,
November,,,,,4.26,3.81,5.44,1.14,3.65,2.83,1.86,2.44,2.32,2.11,3.39,3.16,8.31,4.6,3.94,10.3,5.89,4.52,2.08,0.75,3.41,8.05,4.46,2.66,5.28,7.74,9.85,3.91,2.21,2.75,6.24,0.76,7.71,,,,
December,,,,,11.68,9.09,3.87,1.63,3.58,7.91,3.91,2.4,6.3,3.88,6.46,4.29,0.35,5.7,3.77,9.35,4.04,0.83,1.28,0.63,10.95,4.67,4.45,4.54,4.49,2.82,2.38,3.43,5.28,2.48,3.73,5.14,4.2,,,,
Total,,,,,43.5,46.8,42.65,34.64,34.82,38.42,35.93,20.01,39.38,38.44,46.55,44.55,35.49,47.96,40.95,37.34,39.7,31.5,37.27,30.15,36.11,43.14,38.25,45.59,29.23,39.68,37.57,35.38,34.93,32.67,30.59,30.96,46.35,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1938 Not printed Too low,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1939 Apr 12 Gauge moved 12 ft E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
