"CATSHOLM PUMPING STATION",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,1460/3,,,,,,,,,,,
,,,,,,,,,,,,
,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,,
January,,,,,,,,,4.58,0.69,,
February,,,,,,,,,1.03,2.48,,
March,,,,,,,,,2.19,2.60,,
April,,,,,,,,,1.68,2.00,,
May,,,,,,,,,2.59,2.42,,
June,,,,,,,,,1.87,0.35,,
July,,,,,,,,2.18,1.55,2.43,,
August,,,,,,,,1.26,3.83,0.36,,
September,,,,,,,,2.70,2.67,1.01,,
October,,,,,,,,2.72,4.30,1.49,,
November,,,,,,,,2.26,3.74,6.52,,
December,,,,,,,,2.52,1.58,1.85,,
Total,,,,,,,,,31.61,24.20,,
Calc annual,0.00,0.00,0.00,0.00,0.00,0.00,0.00,13.64,31.61,24.20,,
Difference,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.00,0.00,,
