"SOUTHPORT (HESKETH PARK)",,,,,,,,,,,,
Grid ref,SD348183,Long,-2.988038,Lat,53.657109,,,,,,,
Station no,3012,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,3.04,3.18,1.33,2.92,,,,,,,,
February,2.30,0.89,0.85,3.00,,,,,,,,
March,4.69,1.65,0.92,2.35,,,,,,,,
April,1.31,2.31,2.09,1.14,,,,,,,,
May,3.12,2.73,2.02,2.50,,,,,,,,
June,0.72,2.19,1.73,2.94,,,,,,,,
July,1.77,1.38,2.63,3.88,,,,,,,,
August,4.01,3.33,3.87,4.47,,,,,,,,
September,3.25,3.97,4.09,4.32,,,,,,,,
October,1.30,3.47,1.76,7.14,,,,,,,,
November,7.69,2.25,4.01,6.40,,,,,,,,
December,6.63,3.24,1.56,3.42,,,,,,,,
Total,39.83,30.59,26.86,44.48,,,,,,,,
Calc annual,39.83,30.59,26.86,44.48,0.00,0.00,0.00,0.00,0.00,0.00,,
Difference,-0.00,-0.00,-0.00,0.00,NaN,NaN,NaN,NaN,NaN,NaN,,
