"SOUTHPORT HESKETH PARK: 5"" gauge, 1' above ground",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,SD350183,Long,-2.985013,Lat,53.657134,Elevation,37,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,3012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940
January,4.14,1.47,2.55,1.14,2.84,2.65,0.83,0.96,2.61,3.69,4.25,1.56,2.33,2.84,2.91,1.65,4.12,1.26,1.9,2.11,3.45,0.81,3.55,3.71,1.49,3.93,1.5,1.94,2.82,4.11,3.47,4.3,3.83,2.26,2.74,2.15,3.21,3.63,7.15,1.38,4.89,,,2.42,,1.78,4,,,,
February,0.6,0.07,1.74,3.51,3.63,0.28,1.05,2.59,2.15,1.59,3,1.58,1.41,2.2,3.79,1.2,3.25,1.67,2.11,0.93,3.2,2.83,1.6,1.13,2.01,3.42,2.81,1.07,2.88,1.09,2.12,0.38,3.43,3.8,0.76,4.18,3.13,1.89,3.3,0.91,0.33,,,2.9,,3.17,2.29,,,,
March,2.44,0.89,1,0.56,1.95,2.49,3.65,2.87,0.94,1.26,1,2.67,1.93,3.01,2.08,2.97,2.54,2.69,2.47,2.89,1.04,1.15,4.77,3.27,3.35,1.35,2.13,3.24,1.12,5.31,3.85,2.8,1.34,1.35,1.15,1.04,1,3.48,2.01,0.8,3.11,,,2.24,,0.92,2.01,,,,
April,1.09,1.93,1.28,0.33,1.13,2.01,1.07,2.76,1.95,3.03,1.53,1.78,1.56,1.78,1.69,2.58,1.03,1.6,2.41,2.95,2.2,2.53,0.39,3.18,0.86,2.06,2.4,1.64,1.04,1.38,4.01,1.4,1.54,2.63,1.43,1.67,1.23,1.08,1.38,0.9,2.72,,,1.56,,1.94,1.18,,,,
May,2.31,2.06,3.41,1.61,2.23,0.59,0.47,1.45,3.27,2.38,1.82,0.98,3.35,2.45,1.76,0.31,3.34,3.24,2.69,1.39,2.31,1.49,2.2,2.18,2,1.56,2.37,2.68,3.27,1.11,3.54,1.45,1.66,2.44,5.21,3.98,3.11,1.17,1.45,1.93,0.99,,,1.89,,1.35,1.21,,,,
June,2.12,2.36,2.85,0.85,2.88,1.18,1.97,3.31,1.88,1.58,1.73,1.7,1.57,2.25,1.14,1.89,1.66,5.93,1.92,2.65,2.97,2.28,4.67,2.07,1.36,1.65,2.15,2.06,1.66,1.36,2.58,0.47,2.14,0.56,1.91,0.07,1.79,3.07,4.87,1.18,1.41,,,1.74,,3.87,5.05,,,,
July,3.13,2.29,1.99,3.71,2.68,3.22,3.97,1.3,0.36,1.55,0.78,1.76,2.34,2.58,1.06,1.78,1.16,1.78,3.46,4.93,3.73,0.35,4.28,1.35,4.33,3.58,1.05,0.93,4.03,1.46,4.74,1.72,4.81,2.92,4.28,2.41,3.34,2.87,2.64,2.56,3.42,,,1.87,,0.75,2.5,,,,
August,4.85,8.03,5.09,3.05,3.22,3.09,2.39,3.26,5.18,1.49,6.57,2.82,2.1,4.18,3.11,3.38,2.95,3.71,3.32,2.99,4.68,3.63,4.68,1.47,2.05,3.35,3.53,6.1,2.87,3.26,1.49,4.93,5.94,4.67,4.43,3.58,3.11,5.21,3.12,4.03,5.85,,,1.69,,2.24,1.74,,,,
September,4.03,4.11,3.93,4.8,0.76,1.28,4.45,3.98,1.51,3.89,1.87,0.85,1,5.34,2.29,2.24,1.7,0.76,4.11,2.47,0.54,4.63,1.4,2.28,3.65,1.25,2.54,2.33,8.41,2.26,3.14,1.84,2.92,3.57,4.71,3.73,4.63,5.1,1.31,1.89,2.4,,,0.68,,6.52,3.38,,,,
October,1.64,2.58,5.72,4.12,3.8,5.08,4.98,1.88,3.43,3.1,4.54,2.9,3.07,6.88,2,2.84,5.63,3.78,2.61,4.63,3.25,2.36,4.11,2.32,2.39,1.31,5.74,6.71,3.24,2.85,1.13,2.87,0.58,4.52,4.02,4.19,3.14,2.96,5.53,4.5,5.52,,,4.28,,4.96,2.47,,,,
