"SOUTHPORT HESKETH PARK - gauge 2'8"" above ground",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,SD350183,Long,-2.985013,Lat,53.657134,Elevation,39,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,3012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1870,1871,1872,1873,1874,1875,1876,1877,1878,1879,1880,1881,1882,1883,1884,1885,1886,1887,1888,1889,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960
January,,1.32,4.61,3.82,2.66,4.63,1.34,6.17,3.03,1.55,0.58,0.66,2.06,4.61,4.58,2.63,4.51,2.68,1.65,0.87,4.14,1.38,2.55,1.17,2.78,2.68,0.83,0.97,2.62,3.73,4.3,1.58,2.38,2.84,2.86,1.65,4.08,1.28,1.95,2.09,3.48,0.8,3.52,3.8,1.57,3.98,1.31,1.94,2.87,4.17,3.48,4.31,3.79,2.34,2.73,2.2,3.29,3.75,7.15,1.4,4.88,3.43,3.81,2.41,2.54,1.74,3.89,1.63,3.33,4.52,2.35,1.66,4.12,4.35,3.55,2.29,3.97,2.49,6.22,1.88,1.29,3.04,3.18,1.33,2.92,,,,,,
February,,2.82,2.87,0.5,1.42,0.93,3.08,2.85,1.74,3.05,2.01,4.56,1.5,2.12,3.46,3.87,0.91,1.42,0.7,1.84,0.6,0.06,1.74,3.59,3.62,0.28,1.03,2.51,2.18,1.55,3,1.57,1.4,2.18,3.81,1.24,3.26,1.7,2.15,0.98,3.22,2.85,1.64,1.15,2.01,3.55,2.97,1.1,2.89,1.1,2.1,0.38,3.49,3.88,0.78,4.28,3.14,1.91,3.31,0.93,0.33,2.79,0.05,2.9,0.1,3.15,2.23,4.17,0.92,2.38,2.39,3.39,1.36,2.11,1.17,3.87,4.12,1.11,1.61,1.38,3.59,2.3,0.89,0.85,3,,,,,,
March,,1.12,3.43,3.22,2.18,0.85,2.08,2.4,1.3,1.59,2.76,3.36,2.67,1.28,2.63,1.51,3.1,1.94,2.58,1.78,2.44,0.88,1,0.56,1.96,2.54,3.63,2.84,0.91,1.28,0.94,2.66,1.97,2.96,2.02,2.98,2.58,2.7,2.49,2.85,1.03,1.16,4.79,3.42,3.27,1.26,2.09,3.26,1.13,5.31,3.83,2.79,1.36,1.38,1.15,1.08,1.02,3.52,2.02,0.84,3.11,0.37,2.01,2.27,1.72,0.94,2,1.38,1,2.05,2.09,2.73,2.86,0.84,0.72,1.1,0.67,5.46,1.4,2.14,1.2,4.69,1.65,0.92,2.35,,,,,,
April,,2.56,1.88,0.52,1.1,1.15,2.34,2.26,1.79,1.96,1.1,1.78,4.99,0.69,1.4,2.29,1.93,0.9,1.2,3.1,1.09,1.88,1.28,0.33,1.17,2.01,1.07,2.73,1.98,3.03,1.51,1.78,1.56,1.77,1.69,2.6,1.02,1.6,2.42,2.98,2.2,2.54,0.39,3.06,0.85,2.28,2.37,1.64,1.04,1.37,4.07,1.42,1.54,2.61,1.48,1.69,1.22,1.07,1.39,0.88,2.72,2.47,2.77,1.54,2.15,1.93,1.17,2.85,0.2,2.31,1.89,1.44,1.3,2.12,2.32,1.81,0.96,3.24,1.39,2.8,2.44,1.31,2.31,2.09,1.14,,,,,,
May,,1.62,2.39,1.79,1.69,1.93,0.66,2.64,3.5,2.23,2.26,3.72,1.79,0.9,1.65,1.31,4.5,2.13,0.77,3.34,2.31,2.03,3.41,1.58,2.25,0.57,0.47,1.44,3.26,2.39,1.83,0.97,3.39,2.39,1.74,0.31,3.41,3.23,2.72,1.4,2.32,1.48,2.22,2.24,1.95,1.31,2.45,2.66,3.28,1.1,3.57,1.45,1.66,2.48,5.22,3.99,3.09,1.18,1.45,1.96,1,2.06,3.6,1.9,3.06,1.35,1.22,1.9,3.21,1.04,2.12,2.11,3.65,3.65,1.81,3.26,1.74,4.02,1.6,2.49,0.65,3.12,2.73,2.02,2.5,,,,,,
June,,2.05,4.4,1.65,1.37,2.98,2.83,1.34,5.07,3.23,2.75,3,4.24,3.05,0.5,1.39,1.78,0.98,1.83,0.71,2.12,2.3,2.85,0.87,2.85,1.2,1.98,3.28,1.85,1.56,1.69,1.71,1.56,2.22,1.12,1.87,1.67,5.92,1.93,2.68,2.95,2.31,4.71,2.1,1.35,1.64,2.1,2.03,1.66,1.35,2.62,0.46,2.16,0.58,1.96,0.06,1.77,3.09,4.86,1.22,1.4,5.91,0.67,1.72,1.77,3.82,4.94,1.87,4.03,3.05,0.89,0.44,0.58,2.51,2.23,2.98,3.79,2.48,3.75,0.55,1.39,0.72,2.19,1.73,2.94,,,,,,
July,,4.34,7.25,3.47,1.87,5.23,2.91,4.36,0.54,4.2,2.85,3.88,5.13,2.45,7.34,1.7,6.11,1.69,5.62,2.4,3.13,2.25,2.01,3.72,2.67,3.27,3.98,1.27,0.35,1.55,0.79,1.72,2.37,2.51,1.02,1.75,1.18,1.78,3.49,4.99,3.74,0.35,4.23,1.33,4.73,3.59,1.05,0.93,4.06,1.48,4.73,1.7,4.93,2.97,4.36,2.45,3.32,2.88,2.68,2.54,3.46,2.69,4.19,1.87,1.29,0.75,2.52,1.66,2.9,6.45,4.29,2.55,3.72,4.25,2.76,3,3.81,2.26,3.42,2.56,2.83,1.77,1.38,2.63,3.88,,,,,,
August,,0.99,2.82,2.71,4.09,3.78,5.06,6.09,5.47,6.67,1.79,5.7,4.06,3.01,1.71,1.65,1.36,2.22,3.49,3.91,4.85,7.79,5.2,3.13,3.26,3.05,2.38,3.26,5.14,1.51,6.56,2.8,2.07,4.18,3.1,3.4,2.96,3.7,3.33,3,4.7,3.62,4.81,1.49,1.64,3.57,3.56,6.12,2.88,3.27,1.46,4.91,6.04,4.73,4.48,3.58,3.12,5.21,3.12,4.03,5.93,4.58,1.89,1.69,3.32,2.24,1.72,1.54,3.09,1.64,1.31,4.12,3.52,4.79,2.75,1.65,5.5,0.19,5.5,2.02,6.54,4.01,3.33,3.87,4.47,,,,,,
September,,2.83,6.58,2.43,2.95,6.59,3.48,4.99,3.64,3.03,3.14,2.19,3.07,3.95,2.57,4.78,4.16,3.08,1.16,3.37,4.03,4.01,3.96,4.78,0.76,1.28,4.43,3.99,1.48,3.87,1.86,0.86,0.97,5.26,2.24,2.25,1.68,0.75,4.13,2.47,0.54,4.65,1.39,2.29,3.62,0.96,2.56,2.34,8.49,2.35,3.15,1.84,2.9,3.57,4.82,3.77,4.61,5.09,1.31,1.9,2.39,3.58,4.05,0.68,3.04,6.45,3.33,1.91,2.11,1.07,2.72,1.34,2.55,4.27,5.54,2.06,5.28,2.68,2.64,1.09,6.47,3.25,3.97,4.09,4.32,,,,,,
October,,6.25,5.24,4.47,5.47,6.96,3.18,4.56,3.86,1.74,2.97,3.45,3.52,4.62,2.43,5.34,5.39,2.25,2.58,2.69,1.64,2.51,5.65,4.14,3.8,5.06,4.92,1.87,3.46,3.09,4.57,2.92,3.01,6.98,1.99,2.87,5.62,3.8,2.62,4.64,3.23,2.4,4.12,2.32,2.47,1.33,5.81,6.73,3.28,2.87,1.13,2.88,0.58,4.57,4.07,4.2,3.18,3.05,5.57,4.52,5.48,2.41,6.4,4.25,4.36,4.87,2.48,2.42,7,1.84,3.43,4.24,3.16,4.76,3.25,4.45,0.6,0.45,1.83,4.74,2.94,1.3,3.47,1.76,7.14,,,,,,
November,,1.59,3.26,1.51,4.49,5.13,3.83,5.42,2.52,0.95,3.36,3.77,4.92,4.1,1.75,3.01,2.84,1.63,5.06,1.82,6.94,3.76,2.61,1.28,3.3,2.46,1.59,4.74,3.02,2.08,3.13,4.29,1.89,3.06,2.04,4.77,2.48,2.74,2.77,1.7,4.82,3.16,2.48,3.83,3.56,2.14,2.63,3.33,1.97,2.2,1.4,2.64,2.49,4.86,1.55,3.03,5.92,4.28,5.72,6.22,4.81,6.45,2.42,1.68,2.83,3.71,4.89,1.45,5.11,4.73,5.32,1.9,0.99,2.38,6.77,0.17,4.53,3.42,2.6,3.97,3.99,7.69,2.25,4.01,6.4,,,,,,
