"SOUTHPORT HESKETH PARK",,,,,,,,,,,,
Grid ref,SD350183,Long,-2.985013,Lat,53.657134,,,,,,,
Station no,,,,,,,,,,,,
,,,,,,,,,,,,
,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,,
January,4.30,1.58,2.38,2.84,2.86,1.65,4.08,1.28,1.95,2.09,,
February,3.00,1.57,1.40,2.18,3.81,1.24,3.26,1.70,2.15,0.98,,
March,0.94,2.66,1.97,2.96,2.02,2.98,2.58,2.70,2.49,2.85,,
April,1.51,1.78,1.56,1.77,1.69,2.60,1.02,1.60,2.42,2.98,,
May,1.83,0.97,3.39,2.39,1.74,0.31,3.41,3.23,2.72,1.40,,
June,1.69,1.71,1.56,2.22,1.12,1.87,1.67,5.92,1.93,2.68,,
July,0.79,1.72,2.37,2.51,1.02,1.75,1.18,1.78,3.49,4.99,,
August,6.56,2.80,2.07,4.18,3.10,3.40,2.96,3.70,3.33,3.00,,
September,1.86,0.86,0.97,5.26,2.24,2.25,1.68,0.75,4.13,2.47,,
October,4.57,2.92,3.01,6.98,1.99,2.87,5.62,3.80,2.62,4.64,,
November,3.13,4.29,1.89,3.06,2.04,4.77,2.48,2.74,2.77,1.70,,
December,3.51,3.83,2.85,2.98,2.38,0.62,3.03,3.43,2.49,5.94,,
Total,33.69,26.69,25.42,39.33,26.01,26.31,32.97,32.63,32.49,35.72,,
Calc annual,33.69,26.69,25.42,39.33,26.01,26.31,32.97,32.63,32.49,35.72,,
Difference,0.00,0.00,0.00,-0.00,0.00,0.00,0.00,0.00,0.00,0.00,,
