WEARDALE W.W. WASKERLEY 5 MILLSTONE QUARRY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,NZ027433,Long,-1.959541,Lat,54.784595,Elevation,1244,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,RR1188,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1860,1861,1862,1863,1864,1865,1866,1867,1868,1869,1870,1871,1872,1873,1874,1875,1876,1877,1878,1879,1880,1881,1882,1883,1884,1885,1886,1887,1888,1889,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930
November,,,,,,,2.35,0.62,3.2,2.49,1.63,1.51,4.65,2.36,1.21,3.85,3.55,2.34,4.52,0.83,2.67,3.72,5.62,1.63,1.88,1.28,5.89,3.16,7.22,1.15,2.91,2.53,2.97,2.37,1.71,4.11,3.18,1.45,3.37,3.16,3.73,4.62,2.01,1.25,2.39,4.6,3.77,2.84,1.92,0.41,3.53,4.2,1.05,2.04,5.36,1.05,3.39,1.67,1.79,4.72,2.25,2.46,0.91,3.42,2.08,2.31,5.22,,,,
December,,,,,,,2.15,1.57,6.89,3.51,3.18,1.31,6.04,0.98,1.8,2.53,6.48,1.68,1.38,0.8,2.16,2.9,2.9,1.59,0.96,2.36,1.6,2.21,1.77,1.49,3.5,4.82,1.02,2.54,2.3,2.96,4.57,4.44,2.98,3.11,2.62,1.09,3.71,2.19,1.65,2.04,1.68,4.83,0.86,2.58,3.23,4.88,4.2,1.14,8.53,5.85,2.81,1.72,3.15,4.07,3.68,3.29,4.06,1.62,4.36,2.86,0.88,,,,
Total,,,,,,,31.55,24.29,33.49,31.55,23.45,30.04,45.66,21,22.33,33.7,35.02,42.2,31.57,25.33,32.41,,34.53,,29.63,31.28,37.02,20.8,26.87,22.39,29.9,37.16,31.46,23.29,31.34,,31.86,31.17,29.31,33.52,37.68,24.29,25.07,41.31,,24.14,28,30.92,27.48,28.5,31.05,30.6,37.75,29.74,33.25,28.15,37.22,26,32.26,29.18,33.29,25.66,31.45,31.28,33.47,34.02,33.54,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1871 Jan/Feb bracketed, total 5.32",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1881 Jan/Feb bracketed total 4.90 but gauge frozen and amount computed from other sites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1883 March estimated - it and total removed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1886 Feb/March bracketed, total 4.30",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1895 Jan, Feb, March estimated - they and total removed",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1904 Jan/Feb estimated - they and total removed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1916 March/April bracketed, total 5.20",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1913 Jan Feb bracketed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
