PLYMOUTH HOE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,SX478539,Long,-4.1404,Lat,50.3656,Elevation,118,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,1635,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960
January,,,,2.88,3.55,5.57,1.25,3.3,1.36,5.53,5.8,2.78,1.61,4.84,5.38,2.37,6.33,1.31,1.79,1.94,3.91,1.34,3.86,7.66,1.18,3.91,1.63,1.88,3.86,5.89,6.19,3.77,4.88,2.21,5.68,4.31,5.82,4.59,7.27,3.47,6.22,3.23,4.43,2.47,3.29,0.71,6.57,4.9,5.5,6.72,2.56,5.05,5.82,7.1,3.23,2.82,3.71,4.26,7.38,1.16,1.46,4.76,4.13,1.02,1.64,5.57,4.72,3.15,4.69,4.81,5.19
February,,,,5.73,2.62,0.03,0.73,4.07,1.42,4.69,5.85,1.34,1.72,2.11,7.04,0.95,4.85,2.07,2.48,0.43,5.23,2.82,4.55,1.35,5.47,6.89,5.54,1.68,2.32,6.31,0.79,0.29,3.36,6.9,1.98,3.85,3.2,3.21,3.31,3.09,2.45,3.23,0.04,3.77,0.11,3.45,4.96,7.26,1.29,1.97,5.39,5.39,0.21,1.86,0.86,3.86,3.33,2.36,1.68,1.72,6.71,4.16,0.75,1.61,4.67,3.71,0.42,5.97,3.98,0.25,4.08
March,,,,0.25,1.93,2.95,3.87,5.22,1.54,0.84,2.43,2.59,2.37,4.75,2.2,5.19,1.26,1.11,4.17,6.24,0.76,3.69,5.58,4.04,6.51,1.19,3.2,3.94,2.28,5.63,3.67,1.96,2.52,2.13,1.96,0.46,1.11,4.1,4.72,0.75,2.72,2.07,2.1,3.76,3.86,1.11,3.73,4.84,0.31,1.19,3.66,3.19,4.53,1.04,0.28,1.26,2.9,8.34,1.9,1.46,2.73,4.79,4.43,0.66,3.34,1.61,1.76,4.49,2.03,4.98,2.46
April,,,,0.65,3.13,2.43,0.28,5.04,1.69,3.42,2.02,4.14,1.92,1.58,1.34,2.72,1.08,4.56,3.04,2.15,1.98,2.19,0.19,4.33,1.97,1.37,0.98,1.24,1.41,2.8,3.08,0.89,2.54,3.04,3.34,2.35,2.28,2.29,1.46,0.87,3.16,2.84,3.22,3.56,2.79,4.94,1.84,3.39,0.19,2.79,2.52,0.69,1.77,1.12,2.5,0.89,2.23,2.52,1.74,1.8,2.09,1.87,3.37,3.02,0.38,1.6,1.01,0.19,0.75,3.65,2.7
May,,,,1.65,2.47,1,0.01,1.68,4.02,2.26,1.73,1.43,1.83,2.01,3.65,0.96,3.74,3.08,2.13,0.95,3.12,0.96,1.65,3.13,1.6,2.82,1.58,2.87,0.83,1.53,1.5,2.12,1.55,2.44,4.6,3.98,1.34,0.38,1.42,3.18,2.01,3.84,4.61,1.88,2.27,1.45,0.6,2.7,3.05,1.07,1.54,2.02,5.07,3.5,0.48,3.43,4.92,2.55,1.94,3.16,1.67,2.75,2.08,3.63,2.61,3.24,0.99,1.88,3.39,0.8,2.27
June,,,,0.84,2.55,2.59,1.68,1.82,2.5,1.72,3.83,1.63,3.07,3.28,1.12,2.46,1.92,2.6,0.4,2.85,1.88,1.95,5.02,0.81,1.18,2.16,2.2,2.51,1.12,0.97,2.17,0.05,1.11,0.36,1.43,0.01,3.39,3.19,2.27,2.64,0.65,4.05,3.56,2.12,1.67,4.1,0.99,1.33,1.12,3.61,0.82,2.77,0.27,1.32,3.01,4.36,3.18,4.19,2.07,0.51,0.81,1.14,0.98,2.39,3.33,2.68,2.77,1.68,3.61,1.44,1.25
July,,,,5.03,4.51,3.37,1.64,1.11,0.25,1.33,0.95,3.29,2.16,3.95,5.61,0.8,1.52,1.46,1.98,3.72,4,1.45,2.41,0.4,5.63,4.05,1.14,2.17,3.44,1.25,4.19,0.96,3.51,0.89,5.01,2.86,0.54,3.57,1.89,1.79,2.08,4.82,2.51,2.61,0.41,0.38,6.52,1.78,3.35,5.02,2.47,0.81,1.51,2.66,4.46,2.39,1.81,2.4,1.53,2.51,4.7,1.19,0.9,3.76,3.22,2.12,4.12,4.06,3.14,2.01,4.08
August,,,,1.95,3.02,3.58,1.83,5.85,2.76,1.23,2.71,2.22,1.87,3.77,3.42,4.42,2.39,2.22,3.95,2.02,5.38,2.51,8.86,1.16,2.33,1.48,3.79,4.1,2.13,3.2,0.97,2.86,3.7,2.29,2.92,4.35,1.53,3.42,2.12,3.59,3.87,3.84,1.86,1.43,4.71,2.92,0.52,0.86,4.57,3.07,0.1,5.1,3.21,3.12,2.96,2.62,4.11,0.99,3.56,1.4,5.13,5.01,6.33,1.88,3.34,0.37,3.38,3.06,5.71,3.46,4.03
September,,,,2.7,2.38,0.43,5.29,2.56,0.97,2.44,1.43,4.14,2.46,4.44,3.02,1.37,0.9,2.22,3.24,0.9,0.33,2.28,1.99,2.91,3.04,1.13,1.72,2.39,8,2.02,1.99,0.98,2.82,3,3.88,3.53,0.36,5.85,2,0.38,5.05,1.64,5.58,1.76,3.32,4.19,2.96,2.32,1.85,0.57,2.17,0.54,3.95,3.42,1.84,1.7,5.26,2.4,1.56,3.92,6.15,5.05,3.31,2.71,4.22,1.84,6.92,3.63,4.95,0,5.56
October,,,,3.28,5.07,3.79,2.96,0.95,5.31,2.86,2.23,2.35,2.67,7.62,2.13,1.81,3.25,6.36,1.96,6.59,5.69,3.6,4.5,3.88,2.85,5.72,6.63,4.85,2.71,1.85,3.88,1.02,1.89,5.19,7.09,3.5,2.73,2.51,5.87,5.93,4.05,0.67,7.82,3.49,3.02,5.04,1.11,3.75,3.92,5.26,3.11,1.8,3.25,4.05,4.6,4.52,2.69,1.5,4.94,7.06,2.16,1.22,5.29,3.72,3.92,2.6,1.84,2.73,3.11,3.82,7.81
