BEN LEDI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,NN564077,Long,-4.318616,Lat,56.240072,Elevation,1400,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,5516,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960
January,,,,,,,,1.5,8,6.3,5.55,5.4,5.9,5.6,5.05,4.5,12.7,1.75,7.4,5.65,9,12,7.7,8,6.95,6.45,12.15,8.25,18.3,2.6,10.15,5,11.35,9.4,11.75,3.2,5.35,8.15,11.45,4.9,1.8,1.4,7,10.8,8.8,3.1,7,8.9,10,7.6,5.7,6.7,4,3.2,6.2,4,4.2,10.2,7.3,3.4,4.4
February,,,,,,,,5.6,3.5,3.4,6.1,9.8,6.9,5.4,10.5,7.2,5,1.1,8.5,1.1,8.7,1.7,8.1,7.1,1.65,6.3,9,4.85,7.9,3.45,0.45,5.15,0.15,4.75,1.85,7.9,3.5,4.7,7.2,8.4,2.9,5.9,2.6,7.7,2.2,11.4,4.7,0.9,9.3,7.2,7.4,4,1.7,3.1,6.8,3.5,2.3,5.1,3,3.3,5.7
March,,,,,,,,4.4,7.75,1.9,4.5,2,9,9.55,7.35,4.9,3.1,2.3,2.7,3.3,6.3,9.6,4,4.4,0.8,2.25,5.85,5.95,8.45,1.3,4.5,1.6,3.4,5.1,4.8,2.95,4.75,2.2,8,4.6,6.45,2.2,5.65,4.1,0.9,6.2,4.6,5.7,6.7,3,4.7,4.3,8,2,4.6,3,2.9,7.2,3,5.3,3.5
April,,,,,,,,3.2,1.85,5.95,5.6,4.95,2.2,4.5,5.2,4.5,4.6,1.85,1.6,3.5,2.7,1.65,3.7,4.9,4.55,7.3,3.95,5.4,4.55,1.3,2.55,3.9,6.3,4.1,5.25,5.15,2.4,3.7,0.95,3.3,4.4,2.8,4.5,6.1,4,2.8,1.6,9,4.1,6,4.7,4.8,3.2,3.4,2.9,4.23,1.6,3.2,3.2,4.8,6.2
May,,,,,,,,6.3,4.4,5.75,2.95,5.45,3.2,5.5,2.65,1.6,6.6,5.4,4.1,2,7.1,4.7,6.05,2.6,6.4,12.45,5.7,3.75,2,5.3,4.15,8.9,4.95,3.7,3.15,0.9,2.05,4.5,6.7,1.8,1.7,3.3,5.2,4.1,4.1,5.1,2.5,6,3.3,3.9,2.8,1.7,2.7,3.7,5.9,4.5,3.1,4,4.9,1.3,5.1
June,,,,,,,,7.65,4.8,3.9,2.75,4.35,10,4.8,1.6,2.2,3.75,3.9,2.35,4,2.4,0.95,3.6,2.1,3.9,1.05,5.3,7,7,4,4.2,8.5,2.9,2.2,3.35,8.45,3.35,5.1,8.75,4.1,0.8,1.45,2.5,6.7,4.7,5.9,6.1,6.5,5.9,2.5,2.4,4.4,3.8,3.2,4.3,4.3,4.4,2.7,4.1,3.4,3.6
July,,,,,,,,3.35,7,3.8,8.05,4.6,3.5,0.9,3.4,6.05,4.4,2.3,5.3,2.35,5.4,6,5.35,5.6,7.2,2.85,3.5,6.6,4.7,6.65,5.6,8.6,6.55,5.2,4.4,2.4,7.35,7.1,7.95,11.3,4.7,5.03,4.7,3.8,4.8,4.6,4.7,6.1,6.2,3.2,10.2,4.9,3.3,7.7,5.2,0.6,7.1,6.2,6.2,7.3,7.1
August,,,,,,,,8.6,6.6,4.75,13.7,7,7,2.15,6.4,4.75,4.5,9.3,5.1,5.2,6.95,9.5,4.4,10.5,7.55,6.7,5.85,9.1,9.8,9.2,9.7,2.1,4.3,5.15,6.8,5.2,5.1,7.05,5,2,2.8,5.9,8.75,9.6,4.9,2.8,6.8,0,10.8,6.8,10.5,7.3,7,3.8,7.6,1.5,8,6.3,6.9,2.6,5.9
September,,,,,,,,3.15,12.5,2.25,2.75,3.2,3.7,4.75,4.25,2.7,1.7,5.5,7.45,6.3,4.45,3.3,4.1,9.75,8.5,5.35,5.7,6.4,6.15,2.1,5.85,2.9,4.05,1.8,10.35,7.6,5.95,5.5,8.5,5.1,4.6,3.1,9.5,5.1,6.3,9.9,10.6,7.5,10,4,12.6,5.8,2.6,9.4,9.6,5.5,8.2,4.1,6.7,2.1,4.7
October,,,,,,,,5.5,3.15,11.6,2.25,5.8,9.8,5.3,3.95,6.6,10.8,9,8.05,1.75,4.4,6.7,3.3,9.4,5.9,8.15,8.75,9.5,11.15,8.4,10.2,7.1,8.8,4.85,9.6,12.65,7.35,3.97,14.05,4.4,11.6,7,7.6,15,7.2,9,0.9,5.6,12.6,10.4,6.7,2.3,6,5.4,12.3,5.6,4.3,6.2,5.5,6.4,6.8
