"PENRITH, HUTTON JOHN",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,NY439269,Long,-2.870605,Lat,54.634091,Elevation,688,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,3604,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960
January,,,,,,,7.42,5.5,5.09,4.36,6.4,9.35,4.32,3.83,4.5,6.85,7.09,6.75,11.24,0.94,8.96,6.23,11.34,7.15,7.26,3.09,6.24,7.74,7.77,7.12,1.56,,3.74,7.37,6.23,5.06,5.34,6.38,8.18,2.93,3.08,4.64,3.86,1.79,3.96,3.48,3.1,6.46,4.39,3.42,5.9
February,,,,,,,6.89,0.44,5.88,0.67,5.91,0.25,4.92,6.33,0.81,7.28,4.68,1.61,5.66,0.51,0.75,4.89,0.06,5.99,0.44,8.72,3.19,5.82,1.97,5.58,1.06,,2.28,4.07,2.28,6.06,4.43,1.5,4.78,4.06,5.73,5.37,1.2,1.84,3.95,1.89,2.8,4.1,6.05,0.9,5.21
March,,,,,,,1.51,2.19,1.55,3.95,8.21,8.16,3.47,2.04,0.96,1.63,3.2,3.8,4.62,0.44,3.16,0.92,3.89,3.39,3.2,1.14,2.36,2.34,2.74,4.26,4.45,,3.26,1.52,0.58,2.89,1.98,5.6,4.26,1.36,3.29,5.04,1.96,0.63,1.84,1.11,1.65,3,0.94,2.84,1.39
April,,,,,,,4.07,2.81,1.11,2.38,3.87,1.17,2.76,3.22,1.86,4.94,2.7,3.58,1.17,1.4,1.46,2.99,4.68,1.86,3.66,4.66,1.01,2.27,0.78,2.21,2.25,,3.34,3.09,1.95,2.23,1.56,8.55,2.8,5.94,3.62,2.44,,3.6,1.16,1.06,1.41,0.3,1.47,3.86,3.81
May,,,,,,,3.01,1.9,2.1,1.19,5.05,1.72,1.48,3.68,4.02,4.71,2.48,2.39,1.6,2.91,2.21,2.98,2.74,2.8,4.04,0.82,1.38,2.29,2.67,0.79,1.52,,3.62,4.45,2.49,4.24,1.33,3.68,1.05,2.71,2.19,2.29,2.69,2.59,4.01,3.88,1.9,2.16,4.31,1.25,1.89
June,,,,,,,3.12,2.86,1.43,1.84,1.23,0.28,2.05,0.75,1.63,0.12,3.66,3.34,5.46,1.67,2.37,5.28,2.09,2.12,2.64,4.55,2.66,2.09,6.5,2.96,1.12,,0.98,3.66,2.75,3.83,2.84,2.22,5.45,0.61,2.16,0.8,2.63,2.81,4.16,2.65,2.86,1.38,4.15,4.72,1.6
July,,,,,,,3.56,0.88,3.74,0.57,4.42,2.04,5.11,3.51,4.3,1.63,3.5,4.9,4.01,4.17,4.73,4.18,5.59,2.83,2.88,2.24,5.75,1.94,4.71,5.9,5.49,,3.49,2.98,2.89,2.79,3.82,2.58,1.67,2.22,3.37,2.98,2.61,4.33,3.52,2.31,4.76,4,3.18,2.97,4.28
August,,,,,,,2.01,7.03,4.27,3.83,1.87,5.59,3.31,10.21,2.58,3.12,5.4,8.11,7.24,4.29,7.98,3.21,1.89,2.43,4.14,1.94,1.4,2.51,3.28,2.68,1.96,,4.36,7.95,2.22,2.45,6.9,0.11,4.78,2.28,5.86,4.42,6.98,5.23,5.39,3.01,7.65,6.05,3.44,0.76,3.19
September,,,,,,,2.52,3.49,10.04,2.67,2.48,1.53,4.02,5.45,5.6,3.96,5.45,7.28,2.28,1.95,3.18,1.75,5.57,1.44,4.82,7.79,4.87,3.39,2.08,1.76,4.32,,5.16,5.19,6.49,4.74,6.27,3.42,4.85,1.34,9.9,5.29,4.81,6.82,7.51,2.6,4.27,4.22,5.84,0.96,2.74
October,,,,,,,9.89,7.69,5.61,2.02,2.46,2.44,0.91,9.2,3.83,6.91,4.31,5.79,9.07,5.75,7.84,2.44,7.08,4.33,8.85,9.53,5.35,3.74,12.5,3.01,5.61,,5.48,6.98,4.79,6.29,0.81,0.68,3.96,7.29,4.34,0.96,6.62,2.74,10.72,3.35,3.09,5.47,4.69,5.28,4.73
