"FORT WILLIAM (THE FACTORY)",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,5729,,,,,,,,,,,
,,,,,,,,,,,,
,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,
January,,,,,,,,,14.93,2.09,16.70,
February,,,,,,,,,9.58,1.77,0.49,
March,,,,,,,,,5.50,1.53,4.38,
April,,,,,,,,,4.39,3.20,1.89,
May,,,,,,,,2.67,0.65,4.65,3.86,
June,,,,,,,,5.24,4.43,4.12,5.88,
July,,,,,,,,4.39,6.50,4.93,2.69,
August,,,,,,,,6.38,4.82,8.45,7.39,
September,,,,,,,,7.06,5.89,4.95,4.89,
October,,,,,,,,6.03,9.58,12.79,11.34,
November,,,,,,,,7.42,10.54,9.79,8.52,
December,,,,,,,,0.40,7.03,16.53,7.34,
Total,,,,,,,,,83.84,74.80,75.37,
Calc annual,0.00,0.00,0.00,0.00,0.00,0.00,0.00,39.59,83.84,74.80,75.37,
Difference,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.00,0.00,0.00,
