"STOKE",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,373/5,,,,,,,,,,,
,,,,,,,,,,,,
,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,
January,,,2.18,0.88,2.39,1.16,1.75,1.50,2.17,0.85,2.11,
February,,,1.27,2.36,0.70,2.31,2.30,3.13,1.04,0.60,0.90,
March,,,1.59,1.87,0.62,0.83,0.18,1.59,1.28,0.06,1.24,
April,,,1.77,1.21,2.92,1.51,4.54,1.98,2.16,1.28,1.05,
May,,,0.94,2.03,1.85,1.69,0.95,1.19,1.72,0.79,1.96,
June,,,1.04,0.89,1.85,0.27,2.61,1.83,2.36,0.85,1.07,
July,,,2.51,0.71,2.63,2.38,1.66,3.09,1.86,1.33,2.25,
August,,,1.41,1.48,1.50,2.87,1.51,3.58,2.63,1.41,3.02,
September,,,2.05,1.46,1.92,1.79,0.66,3.43,0.39,0.23,3.05,
October,,,1.74,4.54,3.43,3.12,2.33,1.13,2.81,2.12,0.80,
November,,,1.08,2.19,3.25,2.06,4.07,2.41,2.25,4.30,3.69,
December,,,2.01,1.53,2.42,2.15,0.88,3.02,3.21,4.28,1.92,
Total,,,19.59,21.15,25.48,22.14,23.44,27.88,23.88,18.10,23.06,
Calc annual,0.00,0.00,19.59,21.15,25.48,22.14,23.44,27.88,23.88,18.10,23.06,
Difference,NaN,NaN,0.00,-0.00,-0.00,0.00,0.00,0.00,0.00,0.00,-0.00,
