SALISBURY-ATHERTON-HOUSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,SU150307,Long,-1.787268,Lat,51.075432,Elevation,250,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,1510,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
January,,,4.15,5.32,0.78,3.62,1.29,0.96,4.45,4.83,3.99,2.8,4.07,1.3,3.44,3.22,4.76,2.64,5.03,1.33,4.48,2.15,3.23,2.93,2.72,0.75,5.1,6.3,3.09,5.08,2.67,3.57,3.68,7.08,2.33,1.72,3.47,2.3,6.54,0.84,0.55,2.93,2.68,0.78,1.19,3.13,4.92,2.31,3.9,4.52,3.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
February,,,2.82,1.2,5.24,6.16,4.81,1.09,1.49,2.7,1.01,0.36,3.11,5.37,0.28,4.58,1.77,4.32,2.1,0.98,1.13,2.15,0.06,4.3,0.09,3.38,2.76,5.21,0.83,1.78,3.23,3.04,0.33,1.34,0.56,2.3,2.82,1.68,1.31,1.57,5.33,5.88,0.47,1.38,2.5,1.36,0.11,3.72,2.44,0.21,2.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
March,,2.43,4.9,3.2,4.39,1.1,2.98,2.91,1.28,4.95,2.18,1.4,2.25,1.88,1.32,0.25,0.7,3.52,2.53,0.1,1.16,0.74,2.07,3.97,3.2,0.9,2.85,4.08,0.19,1.16,2.66,2.89,2.06,0.5,0.3,0.92,0.91,6.65,1.17,1.24,1.43,3.69,2.77,0.52,2.89,1.28,0.93,2.01,1.88,4.07,1.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
April,,1.61,0.1,3.45,1.31,1.23,0.68,2.67,2.45,1.94,4.59,0.74,3.87,3.23,3.56,2.33,4.03,1.82,1.67,0.72,2.14,2.26,2.91,1.31,1.75,3.93,1.75,1.81,0.03,2.29,1.14,2.32,2.13,0.54,1.46,0.73,2.37,2.67,1.93,1.92,2.84,3.15,2.1,2.41,0.22,0.38,1.24,0.25,0.53,2.59,1.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
May,,1.15,0.81,2.31,1.64,3.34,1.78,2.01,1.79,0.64,1.4,1.53,0.8,1.82,4.93,5.15,2.06,0.68,1.54,1.72,1.25,2.36,4.04,1.33,0.7,0.71,0.99,2.41,2.15,0.87,0.56,1.66,3.5,2.9,0.16,2.43,4.34,1.58,3.61,2.16,1.76,2.79,3.13,1.89,3.36,3.95,0.35,1.67,2.16,0.94,0.97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
June,,1.71,4.79,0.41,0.84,0.84,2.02,4.25,1.04,0.93,2.18,0.46,0.94,0.54,2.06,0.01,2.39,2.55,2.07,1.13,0.5,2.86,2.02,2.1,1.32,4.21,2.2,1.44,0.75,2.01,0.51,1.56,0.34,1.18,1.82,3.32,5.16,1.85,2.24,0.7,1.12,0.45,1.42,1.8,2.96,3.17,1.72,0.98,4.08,1.2,2.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
July,,0.03,1.92,1.07,3.6,4.63,0.99,3.28,5.74,1.77,5.81,0.72,4.44,0.84,3.55,3.25,1.73,3,1.78,1.09,2.17,3.34,2.45,2.34,1.27,0.45,4.4,1.47,2.81,6.33,2.2,1.5,1.14,1.89,3,1.1,1.17,1.27,0.89,1.41,4.26,0.78,0.76,2.76,2.1,0.18,2.96,4.25,1.78,1.66,3.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
August,,0.66,6.97,1.58,3.42,1.7,4.94,4.93,2.38,2.69,1.56,1.57,3.83,2.62,2.07,2.26,1.29,2.99,1.91,1.02,3.5,3.85,0.8,0.43,2.63,1.99,0.29,1.06,2.24,2.49,0.08,4.23,4.28,2.13,2.73,1.8,4.19,0.89,3.71,1.57,3.91,4.6,4.24,2.05,3.29,0.2,3.69,3.34,4.08,1.05,2.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
September,,1.18,2.18,2.89,1.19,2.01,2.99,1.62,5.61,1.61,1.16,1.31,1.87,2.15,4.3,3.83,1.02,5.16,2.01,0.37,3.29,1.28,3.25,2.53,1.93,4.01,3.36,2.2,1.62,1.36,1.63,0.86,1.93,1.94,1.87,2.5,8.27,1.33,2.9,2.94,3.46,3.87,3.33,2.47,2.35,0.95,3.04,2.89,4.36,0.1,4.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
October,,2.61,3.95,4.46,2.75,3.84,5.55,4.41,1.83,0.83,3.09,1.01,1.36,5.77,4.58,3.83,2.44,2.06,5.88,4.63,1.87,0.51,4.8,2.13,1.66,5.05,1.5,4.79,3.27,4.15,4.76,1.08,4.3,4.03,5.25,4.12,1.3,0.71,1.91,6.99,0.94,0.68,4.48,3.67,2.58,2.96,2.03,2.45,3.21,3,8.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
