"ROTHERFIELD (HORSEGROVE FARM)",,,,,,,,,,,,
Grid ref,TQ556294,Long,0.218206,Lat,51.042888,,,,,,,
Station no,564,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,4.44,3.57,1.37,1.97,4.98,6.11,2.52,4.63,2.73,3.55,,
February,8.02,1.10,1.66,3.16,2.56,1.06,5.90,3.23,0.05,2.99,,
March,4.83,4.06,0.27,4.30,1.67,1.04,2.01,2.20,2.16,2.29,,
April,3.05,2.20,2.74,0.62,0.36,0.89,0.35,1.37,2.78,1.03,,
May,1.98,1.22,1.70,2.67,5.36,0.44,1.79,2.59,0.60,1.79,,
June,2.08,1.71,2.02,3.80,2.35,3.46,1.69,5.88,0.84,2.56,,
July,2.74,0.88,4.02,5.06,1.97,5.20,3.62,2.03,2.10,5.41,,
August,6.32,3.33,2.49,3.89,0.69,4.66,2.99,5.43,1.06,5.83,,
September,3.67,3.99,5.14,3.34,2.73,3.65,4.30,4.45,0.15,3.66,,
October,1.70,4.00,3.72,3.66,5.33,1.78,2.02,5.85,3.46,9.23,,
November,7.64,5.14,2.09,7.78,1.93,1.40,3.63,2.37,5.41,8.22,,
December,4.32,3.86,1.06,2.84,3.83,6.14,3.27,5.24,9.78,4.98,,
Total,50.79,35.06,28.28,43.09,33.76,35.83,34.09,45.27,31.12,51.54,,
Calc annual,50.79,35.06,28.28,43.09,33.76,35.83,34.09,45.27,31.12,51.54,,
Difference,-0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,
