ROTHERFIELD-HORSEGROVE-FARM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,TQ556294,Long,0.218206,Lat,51.042888,Elevation,528,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,564,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960
January,,,,,2.92,4.44,4.78,2.63,6.25,1.47,5.1,2.72,3.92,2.47,4,1.24,5.85,8.01,4.77,7.28,3.03,4.8,3.54,6.85,2.88,2.69,3.72,3.02,6.28,1.71,1.7,4.44,3.57,1.37,1.97,4.98,6.11,2.52,4.63,2.73,3.55
February,,,,,1.34,5.25,3.04,5.33,1.91,0.68,1.61,2.95,0.48,3.33,0.23,5.62,2.62,6.3,1.09,1.78,3.47,4.27,1.01,2.1,1.17,2.7,4.33,2.82,2.28,1.94,6.64,8.02,1.1,1.66,3.16,2.56,1.06,5.9,3.23,0.05,2.99
March,,,,,2.19,1.04,0.56,4.96,2.29,0,1.72,0.51,1.94,3.42,4.02,0.79,1.58,4.51,0.66,1.87,3.63,3.36,3.91,0.56,0.06,2.09,2.31,8.04,1.24,1.35,1.93,4.83,4.06,0.27,4.3,1.67,1.04,2.01,2.2,2.16,2.29
April,,,,,3.82,3.79,5.25,2.04,3.02,1,2.46,4.19,3.19,1.02,3.01,4.15,2.57,3.05,0.83,3.04,1.85,1.9,1.38,1.91,1.87,1.27,2.14,1.94,1.44,1.75,2.66,3.05,2.2,2.74,0.62,0.36,0.89,0.35,1.37,2.78,1.03
May,,,,,4.97,3.31,2.17,0.78,1.56,2.41,2.86,2.62,3.02,1.4,0.64,1.75,2.15,2.53,2.97,1.69,1.78,2.79,3.9,3.01,0.76,2.77,2.67,1.65,2.76,1.8,1.5,1.98,1.22,1.7,2.67,5.36,0.44,1.79,2.59,0.6,1.79
June,,,,,3.43,0.2,3.71,5.51,3.67,1.38,1.21,1.69,1.33,2.13,2.22,2.53,3.21,2.16,0.64,1.6,0.18,2.09,0.16,1.96,1.86,1.61,3.65,2.67,3.39,1.25,1.2,2.08,1.71,2.02,3.8,2.35,3.46,1.69,5.88,0.84,2.56
July,,,,,5.28,4.8,1.89,2.9,1.82,1.69,3.03,2.66,3.37,2.54,2.02,0.84,4.88,1.09,2.54,3.37,3.89,3.48,2.59,2.14,2.43,4.22,2.22,1.97,2.24,0.11,2.94,2.74,0.88,4.02,5.06,1.97,5.2,3.62,2.03,2.1,5.41
August,,,,,3.84,2.08,2.24,5.59,2.28,3.63,4.84,3.88,0.5,1.75,2.26,5.85,1.19,1.84,1.96,2.42,0.15,4.79,3.12,1.59,2.85,2.9,7.69,0.26,5.13,2.26,2.81,6.32,3.33,2.49,3.89,0.69,4.66,2.99,5.43,1.06,5.83
September,,,,,4.7,2.79,0.9,5.23,0.62,0.82,4.47,2.53,3.14,3.43,2.1,6.44,3.56,1.95,3.29,0.59,1.94,0.65,2.96,1.79,3.13,2.53,4.27,1.4,2.3,2.8,3.48,3.67,3.99,5.14,3.34,2.73,3.65,4.3,4.45,0.15,3.66
October,,,,,5.42,5.42,3.12,3.15,8.42,4.9,2.43,0.68,8.51,2.18,2.67,5.63,2.2,4.15,5.08,8.6,5.72,2.1,4.03,4.1,5.97,4.37,1.21,0.62,2.46,9.11,0.52,1.7,4,3.72,3.66,5.33,1.78,2.02,5.85,3.46,9.23
November,,,,,4.43,3.98,7.8,3.63,5.36,10.01,7.32,5.74,1.91,1.39,4.86,9.58,5.92,1.44,4.25,8.31,8.81,3.85,1.87,1.98,6.14,0.32,6.3,1.8,2.26,4.79,7.17,7.64,5.14,2.09,7.78,1.93,1.4,3.63,2.37,5.41,8.22
December,,,,,5.84,4.88,0.68,5.74,4.29,8.31,3.47,0.91,1.02,0.84,9.85,5.38,3.88,4.87,4.63,2.03,2.8,2.78,4.31,2.7,3.03,4.94,4.1,3.62,5.14,2.19,2.6,4.32,3.86,1.06,2.84,3.83,6.14,3.27,5.24,9.78,4.98
Total,,,,,48.18,41.98,36.14,47.49,41.49,36.3,40.52,31.08,32.33,25.9,37.88,49.8,39.61,41.9,32.71,42.58,37.25,36.86,32.78,30.69,32.15,32.41,44.61,29.81,36.92,31.06,35.15,50.79,35.06,28.28,43.09,33.76,35.83,34.09,45.27,31.12,51.54
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
