Rainfall at,DUNFERMLINE CRAIGLUSCAR W WORKS
,
Station no,5472,
,,
,1860,1861,1862,1863,1864,1865,1866,1867,1868,1869
January,3.40,4.00,6.40,4.30,2.50,2.70,3.70,3.00,3.85,5.10,
February,2.00,2.40,1.70,1.70,3.00,3.90,3.25,3.00,3.50,4.20,
March,2.80,3.00,5.80,0.80,3.60,1.20,2.50,2.50,2.75,0.50,
April,0.10,1.00,3.10,0.90,2.10,0.90,0.75,5.10,,1.30,
May,2.10,0.80,3.80,1.40,1.10,2.50,0.20,3.60,2.30,2.00,
June,5.90,2.40,4.00,3.00,2.70,0.30,1.10,3.00,1.40,2.30,
July,4.00,3.20,4.60,0.90,3.10,3.50,1.75,4.25,0.40,1.60,
August,3.40,4.10,3.30,3.70,1.50,3.30,3.00,4.00,4.40,1.10,
September,1.10,6.10,2.60,4.10,4.40,0.20,3.62,2.90,3.70,6.00,
October,4.40,3.30,5.10,3.10,5.70,4.30,2.90,3.00,2.00,3.50,
November,4.00,5.70,1.90,3.30,3.00,3.10,3.30,1.10,0.30,4.20,
December,4.50,1.60,4.50,3.10,2.50,2.50,3.50,2.40,6.20,2.40,
Total,37.70,37.60,46.80,30.30,35.20,28.40,29.57,37.85,,34.20,
Calc annual,37.70,37.60,46.80,30.30,35.20,28.40,29.57,37.85,30.80,34.20,
Difference,0.00,0.00,0.00,0.00,0.00,-0.00,0.00,0.00,NaN,0.00,
