HELLYAR HOLM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,HY 48376 15039,Long,-2.900789,Lat,59.019283,Elevation,35,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,5824,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960
January,,,,,3.35,1.55,3.65,0.9,3.21,3.74,6.04,2.18,2.99,4.78,2,1.6,2.25,4.47,2.25,3.42,4.53,3.82,2.27,2.03,3.31,2.44,4.97,3.19,1.87,2.44,3.32,3.84,3.73,5.66,3.33,2.66,4.18,3.78,5.58,1.73,3.51,5.27,3.88,2.85,3.19,3.74,4.5,3.47,5.53,3.43,1.77,1.9,4.72,2.53,4.9,3.72,2.73,3.15,4.68,6.52,4.42,2.52,,5.52,2.5,2.22,5.67,4.54,5.02,4.85,2.38
February,,,,,5.25,0.53,1.6,2.2,5.9,1.67,4.22,1.41,1.06,6.15,2.6,2.47,2.7,2.65,3,1.38,2.22,3.78,2.74,1.9,3.3,2.29,2.23,1.06,3.47,1.71,3.49,1.53,2.42,3.85,2.9,3.94,2.65,2.16,3.7,1.51,1.17,4.64,0.46,2.87,3.66,3.36,2.48,3.6,3.12,3.43,1.08,2.86,2.43,4.42,2.48,3.66,4.1,1.35,2.8,3.63,2.78,3.23,,2.84,3.82,2.86,1.43,3.04,2.65,0.94,2.64
March,,,,,3,2.35,3.24,2.92,3.07,3.04,2.61,0.54,2.13,2.94,1.55,3.77,0.95,2.56,4.74,0.79,1.6,1.54,3.34,3.15,2.57,1.43,2.02,2.81,1.73,1.89,3.33,2.71,2.14,1.07,1.69,2.22,4.94,2.21,2.96,0.77,1.78,1.69,2.74,2.73,2.37,2.43,1.22,2.4,3.36,2.78,3.29,1,1.09,2.56,2.47,2.56,2.05,1.15,2.47,4.01,3.52,3.13,,1.3,1.84,1.52,1.76,3.78,2.01,1.18,1.26
April,,,,,0.35,3.7,1.4,1.1,2.28,4.17,2.2,2.04,0.97,3.24,3.5,1.75,0.75,1.37,1.8,2.19,3.93,2.33,2.75,1.49,1.27,2.39,2.2,2.69,1.55,3.75,0.61,1.39,3.12,2.98,2.03,2.2,2.86,5.39,1.87,2.05,1.91,1.76,3.41,1.72,5.13,2.87,1.17,0.61,1.44,1.25,2.62,1.51,0.51,3.6,2.07,2.13,2.05,2.7,1.55,2.66,2.43,3.85,,3.06,1.77,1.04,1.08,1.48,1.32,2.11,2.72
May,,,,,2.75,1.3,2.23,1.2,2,2.03,1.37,1.09,1.46,1.12,1.3,1.85,2.1,1.43,2.3,0.99,1.96,2.39,3.24,1.74,2.18,0.43,0.97,1.32,1.07,0.46,3.09,0.81,3.27,4.03,1.94,3.1,1.44,1.27,1.5,1.56,2.6,4.48,1.12,0.75,1.87,0.51,1.24,0.23,2.72,0.55,1.33,1.01,2,2.55,3.11,2.1,0.84,0.8,1.69,1.91,0.92,0.19,,1.93,2.24,1.75,2.19,1.87,3.22,1.69,0.94
June,,,,,1.15,3.2,2.4,0.55,1.56,1.3,0.6,2.2,1.57,0.75,1.05,0.9,0.56,3.05,2.2,2.41,0.91,1.74,0.96,2.37,0.7,0.42,3.14,2.19,1.66,3.02,0.5,1.7,1.56,1.67,1.68,1.06,1.55,3.46,1.7,2.96,1.29,2.1,0.64,0.9,1.24,1.09,1.05,2.56,4.64,1.42,1.04,0.3,1.31,1.38,2.42,2.35,2.37,1.69,1.67,1,3.04,1.12,,1.65,4.08,0.81,2.24,1.95,0.76,2.09,2.66
July,,,,,3.85,2.42,3.8,1.46,1,1.88,3.07,1.02,2.11,4.07,0.9,1.55,1.99,0.98,1.27,1.79,1.24,1.69,1.71,0.56,1.98,1.19,1.33,0.62,4.64,0.64,1.93,2.08,2.79,3.27,2.15,1.73,1.42,1.62,2.48,1.39,1.91,3.06,2.45,1.7,3.36,2.86,3.61,1.89,2.65,4.41,4.83,2.79,2.41,3.14,0.85,1.89,3.41,1.33,1.68,1.24,2.03,2.67,1.32,1.33,1.85,0.14,3.56,3.46,1.86,2.24,1.31
August,,,,,5.08,2.85,3.15,1.1,3.09,0.84,1.8,3.56,1.66,5.2,3.25,4.85,2.63,2.72,1.73,3.06,3.56,2.59,4.16,0.91,1.28,1.25,0.91,2.43,3.45,5.43,0.6,2.41,2.33,4.81,3.11,2.19,3.03,0.96,1.61,4.69,5.66,0.52,2.79,1.93,2.39,3.67,2.81,1.95,1.86,1.25,4.02,3.37,2.02,2.54,1.52,2.29,1.93,0.06,2.77,2.87,3.05,3.2,4.69,2.45,1.89,0.78,2.48,3.62,2.04,1.67,1.32
September,,,,,1.2,4,4.55,4.6,3.32,5.28,3.04,1.08,2.28,2.1,2.7,4.2,2.52,1.06,3.53,2.04,1.02,2.61,1.16,1.95,2.43,2.45,1.98,3.58,4.34,2.85,2.42,2.42,2.72,4.72,4.83,3.96,4.48,3.07,2.36,4.99,5.04,1.13,3.61,1.13,3.27,4.33,2.91,3.34,1.86,1.41,3.53,1.84,4.78,3.68,3.39,2.3,3.46,5.21,3.47,2.29,4.71,1.26,3.43,3.19,3.5,3.74,2.75,3.33,0.86,1.01,1.69
October,,,,,3.3,7.15,6.05,3,2.46,3.7,5.84,3.58,2.62,4.5,2.4,8.92,2.34,2.59,1.34,4.88,1.78,2.02,3.9,1.72,1.96,0.57,4.14,6.15,2.45,2.6,0.65,4.01,1.88,5.94,3.44,3.31,8.11,5.73,4.01,6.65,4.98,4.74,2.84,3.35,4.87,7.04,5.02,2.84,6.87,1.62,2.72,3.04,6.3,2.88,4.1,3.81,0.47,1.97,5.86,3.03,2.96,2.09,3.17,2.17,6.29,4.15,3.66,5.11,3.92,5.19,3.57
November,,,,,1.55,3.3,2.55,2.48,4.41,4.91,4.01,2.31,1.4,5.1,2.11,5.85,5.42,3.46,3.57,5.54,5.6,4.08,4.51,4.66,4.2,3.77,3.53,4.56,2.89,7.08,4.18,2.97,3.22,6.81,3.14,2.38,4.65,4.55,4.71,4.38,4.45,3.32,3.89,1.97,2.89,4.01,3.19,1.62,5.02,5.44,4.55,2.93,2.5,5.16,4.84,1.91,4.19,4.85,2.59,3.87,4.34,6.6,4.24,4.88,4.23,1.18,3.38,3.29,1.98,4.69,3.02
December,,,,4.75,2.45,7.6,4.2,4.18,5.83,5.99,2.91,6.01,3.33,2.3,4.85,1.58,3.66,2.65,3.47,4.03,2.87,3.98,5.06,4.34,3.84,6.6,3.66,2.63,5.85,5.6,3.64,6.91,4.51,4.14,2.94,2.89,4.67,1.18,4.16,5.35,3.37,5.43,2.42,1.93,2.7,4.09,4.05,2.29,3.75,3.96,3.58,3.97,4.24,3.09,4.04,5.86,4.08,4.28,4.77,5.47,3.72,3.57,4.34,2.61,6.04,8.06,5.4,4.92,5.1,4.41,3.81
Total,,,,,33.28,39.95,38.82,25.69,38.13,38.55,37.71,27.02,23.58,42.25,28.21,39.29,27.87,28.99,31.2,32.52,31.22,32.57,35.8,26.82,29.02,25.23,31.08,33.23,34.97,37.47,27.76,32.78,33.69,48.95,33.18,31.64,43.98,35.38,36.64,38.03,37.67,38.14,30.25,23.83,36.94,40,33.25,26.8,42.82,30.95,34.36,26.52,34.31,37.53,36.19,34.58,31.68,28.54,36,38.5,37.92,33.43,,32.93,40.05,28.25,35.6,40.39,30.74,32.07,27.32
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1952 Jan-Jun deleted app,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
