Rainfall at,INCHKEITH
,
Station no,5503,
,,
,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930
January,,,1.33,0.71,1.92,1.35,2.45,0.98,3.06,0.66,1.72,
February,,,1.58,2.19,0.62,2.30,3.28,1.14,1.41,1.03,0.61,
March,,,1.14,0.69,0.99,1.79,0.89,1.65,1.54,0.30,1.52,
April,,,1.48,1.92,0.72,1.80,1.29,1.06,0.53,1.30,1.16,
May,,,1.11,0.83,3.98,3.66,2.24,2.18,1.22,1.43,1.09,
June,,,1.70,0.71,1.38,0.49,2.07,2.58,4.04,1.55,1.77,
July,,1.88,2.84,2.08,4.02,1.43,2.26,2.59,1.70,2.42,2.48,
August,,3.67,1.20,3.80,3.37,2.69,1.92,5.80,3.79,3.93,5.05,
September,,1.36,1.60,1.47,2.13,3.77,3.83,5.46,2.06,0.25,2.85,
October,,3.61,1.21,1.45,2.53,1.79,3.07,2.58,2.73,1.83,2.04,
November,,1.24,1.26,2.10,1.13,0.62,3.01,1.22,2.25,2.62,3.09,
December,,1.80,1.62,2.04,1.79,2.07,0.29,1.26,1.92,2.56,1.31,
Total,,,18.07,19.99,24.58,23.76,26.60,28.50,26.25,19.88,24.69,
Calc annual,0.00,13.56,18.07,19.99,24.58,23.76,26.60,28.50,26.25,19.88,24.69,
Difference,NaN,NaN,0.00,0.00,0.00,0.00,0.00,-0.00,0.00,0.00,0.00,
