"GLASGOW (KELVINGROVE PARK)",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,5178,,,,,,,,,,,
,,,,,,,,,,,,
,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,
January,4.28,7.16,3.94,3.55,3.92,4.20,4.87,5.15,8.74,1.30,4.90,
February,4.48,0.87,3.39,3.93,0.90,3.09,4.36,2.48,4.24,1.79,0.16,
March,4.00,5.42,1.41,1.51,0.78,2.15,2.81,2.84,3.44,0.89,2.81,
April,1.70,0.52,2.07,3.53,2.37,4.18,2.62,2.54,1.01,1.03,1.11,
May,4.13,2.09,3.37,2.00,4.56,6.09,3.60,2.57,2.12,2.41,1.42,
June,1.92,0.41,1.79,1.09,1.99,0.41,2.33,4.11,5.27,2.97,3.08,
July,2.83,2.91,2.37,3.68,3.44,2.01,3.10,4.19,1.83,2.38,3.42,
August,4.32,5.68,3.42,4.77,4.18,3.49,3.32,5.85,3.28,6.17,5.78,
September,2.99,2.20,1.90,5.33,3.94,3.09,2.90,5.82,3.01,1.37,4.77,
October,1.42,4.59,1.79,4.49,2.76,3.22,5.41,5.76,5.83,4.68,5.74,
November,3.09,3.23,2.09,3.09,2.75,0.83,6.03,3.79,4.54,6.25,4.17,
December,3.55,5.28,3.32,3.31,6.06,3.25,1.43,1.26,4.24,8.74,3.74,
Total,38.71,40.36,30.86,40.28,37.65,36.01,42.78,46.36,47.55,39.98,41.10,
Calc annual,38.71,40.36,30.86,40.28,37.65,36.01,42.78,46.36,47.55,39.98,41.10,
Difference,0.00,0.00,0.00,0.00,-0.00,-0.00,-0.00,0.00,-0.00,0.00,0.00,
