KINGS-LYNN-MANURE-WORKS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,TF621188,Long,0.3998411,Lat,52.742522,Elevation,0,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,1473,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
January,,,,,,,1.1,2.1,2.58,2.65,1.65,2.26,1.82,1.7,2.85,0.88,3.46,1.64,3.84,1.91,1.65,2.43,1.09,1.27,1.17,1.78,2.71,3.23,2.05,3.8,1.22,2.09,2.69,3.84,1.84,2.35,1.4,1.73,3.14,0.9,0.91,2.49,1.91,0.95,1.68,1.95,3.65,1.51,2.07,3.08,2.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
February,,,,,,,2.9,0.7,1.14,2.48,0.76,0.53,2.36,2.97,1.23,2.5,1.97,2.16,1.29,0.35,0.74,2.14,0.35,1.47,0.6,1.41,2.17,2.8,0.53,0.57,1.38,2.94,0.86,0.48,1.3,1.86,3.08,1.15,0.72,0.72,3.64,2.15,0.61,1.5,1.91,2.32,1.19,3.06,3.58,0.11,1.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
March,,,,,,,2.6,1.23,0.69,1.94,1.87,1.05,2.1,1.59,0.58,1.33,0.51,2.01,1.31,0.18,1.54,0.23,1.36,2.31,1.73,0.35,0.39,2.72,0.31,1.71,1.53,2.88,1.43,0.34,0.22,0.95,0.84,4.84,0.6,0.83,0.43,3.39,2.31,0.83,2.39,1.92,0.74,1.8,0.9,1.71,0.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
April,,,,,,,1.3,1.52,1.98,1.67,3.3,1.41,2.05,1.4,1.87,2.77,1.68,2.03,1.45,0.7,2.32,2.34,2.64,1.16,2.34,2.65,1.49,2.51,0.31,1.65,1.27,0.72,0.96,0.87,2.02,1.12,1.06,1.57,1.13,1.89,2.04,2.85,1.47,2.07,0.2,0.63,0.87,0.24,0.64,1.12,0.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
May,,,,,,,1.7,0.56,2.34,0.37,1.85,0.94,0.83,1.27,3.69,2.7,2.48,0.82,1.91,1.6,2.66,2.84,3.21,1.62,0.62,0.83,1.03,3.78,1.76,0.71,1.25,2.29,2.08,1.91,1.32,1.31,1.32,0.1,3.73,2.02,1.91,2.14,2.2,1.11,2.63,2.26,0.79,1.47,3.25,0.79,0.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
June,,,,,,,2.2,1.93,0.55,1.59,2.81,0.94,1.49,0.63,2,0.59,2.68,4.29,2.62,1.06,1.36,1.24,0.61,3.07,1.1,2.55,2.84,1.16,0.78,2.34,0.44,0.82,0.92,1.46,1.75,2.03,1.66,3,2.64,0.75,1.75,1,1.03,4.09,1.83,1.85,2.05,2.09,3.03,0.6,1.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
July,,,,,,,1.7,1.79,2.68,3.22,3.43,0.31,4.15,3.46,1.98,1.67,1.12,1.83,2.07,3.33,5.9,2.95,3.74,1.44,1.17,0.47,5.44,3.89,2.27,1.33,1.92,2.94,2.68,0.83,2.26,1.09,2.73,1.6,1.71,1.71,3.26,0.96,0.55,1.75,1.89,0.27,2.14,1.33,4.67,2.17,2.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
August,,,,,,,5.6,4.23,1.47,2.09,2.47,1.51,2.56,1.8,1.7,2.55,1.01,2.6,1.34,0.62,2.63,4.94,1.58,0.43,1.84,0.86,0.98,1.42,1.61,1.21,0.63,3.93,2.29,1.6,1.76,2.77,2.97,0,2.33,1.97,3.22,3.54,2.29,2.48,4.27,0.48,4.53,1.86,2.13,1.87,2.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
September,,,,,,,1.1,1.85,5.32,1.36,2.57,0.93,2.79,2.12,3.05,3.69,1.5,2.56,0.53,0.4,3.25,3.21,2.39,1.41,1.33,2.78,2.41,0.76,2.73,1.56,1.01,0.51,1.74,1.74,3.53,1.83,2.63,0.92,1.84,0.36,2.61,2.01,2.54,1.23,2.07,1.01,1.22,3.37,2.79,0.03,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
October,,,,,,,1.9,3.75,1.92,1.91,1.7,1.19,1.24,3.3,4.59,2.55,1.96,2.11,2.94,2.82,0.68,0.88,3.68,2.58,1.5,2.72,1.42,1.65,2.65,3.21,1.77,2.36,2.27,1.23,2.81,2.52,2.18,0.18,2.24,3.48,0.67,1.48,1.87,2.62,2.22,2.06,1.19,1.31,1.61,2.3,4.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
November,,,,,,,2.3,1.5,1.96,2.41,0.88,1.41,1.34,2.14,2.43,2.49,3.02,2.71,2.35,3.98,3,1.68,1.26,1.68,1.24,2.58,2.44,1.56,1.51,3.48,6.02,2.64,2.71,1.85,3.35,0.92,4.4,1.03,0.95,2.19,3.32,3.64,2.67,1.64,4.03,1.16,0.95,1.1,1.14,1.4,3.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
December,,,,,,,2.5,0.74,3.08,4.38,2.16,1.14,2.75,3.26,1.67,2.17,0.44,1.37,1.91,4.3,1.84,0.92,0.4,0.34,2.95,1.67,1.47,3.41,3.18,1.38,1.81,0.88,1.98,0.79,1.21,2.58,1.93,2.17,1.82,1.58,1.53,1.26,1.92,0.96,1.68,1.35,1.78,1.76,2.82,4.06,4.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Total,,,,,,,26.9,21.9,25.71,26.07,25.45,13.62,25.48,25.64,27.64,25.89,21.83,26.13,23.56,21.25,27.57,25.8,22.31,18.78,17.59,20.65,24.79,28.89,19.69,22.95,20.25,25,22.61,16.94,23.37,21.33,26.2,18.29,22.85,18.4,25.29,26.91,21.37,21.23,26.8,17.26,21.1,20.9,28.63,19.24,26.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
