"HORTON HALL BRADFORD",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,RR1798,,,,,,,,,,,
,,,,,,,,,,,,
,1860,1861,1862,1863,1864,1865,1866,1867,1868,1869,,
January,2.68,1.08,2.24,6.44,,,,,,,,
February,0.83,5.08,0.89,1.26,,,,,,,,
March,2.63,6.50,4.62,0.84,,,,,,,,
April,1.44,1.41,2.50,1.69,,,,,,,,
May,3.22,0.84,5.17,1.81,,,,,,,,
June,6.85,1.90,3.18,4.83,,,,,,,,
July,2.79,3.63,2.74,1.56,,,,,,,,
August,4.71,1.13,2.28,3.58,,,,,,,,
September,2.53,4.43,2.43,5.83,,,,,,,,
October,3.20,0.99,7.80,5.19,,,,,,,,
November,4.05,4.67,0.60,2.99,,,,,,,,
December,3.54,2.39,2.32,2.31,,,,,,,,
Total,38.47,34.05,36.77,38.33,,,,,,,,
Calc annual,38.47,34.05,36.77,38.33,0.00,0.00,0.00,0.00,0.00,0.00,,
Difference,0.00,0.00,0.00,0.00,NaN,NaN,NaN,NaN,NaN,NaN,,
