"LOXLEY VALLEY (HOBSON MOSS)",,,,,,,,,,,,
Grid ref,SK217946,Long,-1.674738,Lat,53.447722,,,,,,,
Station no,3126/5,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,4.68,6.00,2.10,4.85,3.80,8.08,3.75,6.15,4.79,9.06,,
February,3.25,1.89,2.62,4.50,3.80,2.27,4.39,7.32,0.38,3.50,,
March,5.58,2.39,2.85,2.82,4.65,2.45,3.97,3.11,2.14,3.04,,
April,2.11,2.46,3.41,0.75,1.53,3.15,0.30,1.50,4.97,2.73,,
May,4.55,2.81,3.10,5.48,4.54,1.25,1.73,4.06,1.38,2.18,,
June,1.10,2.52,3.13,2.87,4.05,4.75,1.32,5.98,1.87,1.69,,
July,2.51,2.35,4.31,4.15,1.18,9.40,4.08,6.17,3.24,6.51,,
August,5.37,3.48,4.27,8.33,1.05,8.65,8.35,3.10,1.15,4.83,,
September,2.87,6.65,2.25,4.35,1.80,4.90,6.63,4.65,0.09,4.50,,
October,1.05,7.59,2.36,7.23,3.54,3.05,4.38,3.82,4.64,10.22,,
November,11.14,3.90,3.38,7.97,2.79,2.52,3.18,1.13,5.36,6.21,,
December,6.21,3.46,2.12,7.62,5.70,6.32,5.92,5.43,7.59,6.48,,
Total,50.42,45.50,35.90,60.92,38.43,56.79,48.00,52.42,37.60,60.95,,
Calc annual,50.42,45.50,35.90,60.92,38.43,56.79,48.00,52.42,37.60,60.95,,
Difference,0.00,0.00,0.00,0.00,-0.00,0.00,-0.00,0.00,0.00,0.00,,
