"LEIGHTON BUZZARD (HEATH ROAD)",,,,,,,,,,,,
Grid ref,SP924269,Long,-0.657478,Lat,51.932951,,,,,,,
Station no,1162/7,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,3.15,1.67,1.38,1.09,2.49,4.18,1.51,2.79,3.60,3.14,,
February,3.65,0.64,1.74,2.13,1.46,0.53,2.86,2.56,0.05,2.19,,
March,3.43,2.85,0.74,2.36,1.18,0.68,1.43,1.81,2.05,1.19,,
April,2.97,1.81,2.52,0.28,0.62,1.25,0.22,1.04,2.91,0.61,,
May,2.18,2.34,1.69,2.97,4.87,0.51,1.44,2.10,0.65,1.30,,
June,1.31,0.96,1.79,3.17,2.63,2.56,1.88,4.78,1.78,2.43,,
July,1.20,0.42,2.84,3.62,0.19,3.16,2.57,2.02,3.40,4.24,,
August,3.89,3.98,3.08,3.75,0.70,4.75,2.05,3.35,1.31,5.27,,
September,2.35,3.25,1.49,2.14,2.16,2.17,2.20,3.10,0.30,3.57,,
October,1.30,3.15,2.14,2.22,2.33,1.87,2.12,2.16,2.14,4.55,,
November,4.29,3.17,1.29,3.87,1.22,0.95,1.84,2.05,1.96,3.34,,
December,1.35,2.61,0.64,2.17,2.91,3.19,2.73,2.54,4.05,4.35,,
Total,31.07,26.85,21.34,29.77,22.76,25.80,22.85,30.30,24.20,36.18,,
Calc annual,31.07,26.85,21.34,29.77,22.76,25.80,22.85,30.30,24.20,36.18,,
Difference,-0.00,0.00,0.00,-0.00,0.00,0.00,0.00,0.00,-0.00,0.00,,
