BUXTON (CAT AND FIDDLE INN),,,,,,,,,,,,
Grid ref,SK005717,Long,-1.993966,Lat,53.242324,,,,,,,
Station no,2643/2/1/2,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,8.30,6.15,3.34,4.70,4.20,9.90,4.03,6.50,5.60,9.49,,
February,5.50,4.00,3.23,4.37,3.35,1.90,3.80,10.35,1.25,5.65,,
March,8.15,4.10,3.10,3.70,4.00,2.35,5.50,3.50,2.80,2.19,,
April,4.05,4.98,4.00,1.18,3.30,2.25,0.55,2.25,3.58,3.05,,
May,2.70,2.69,2.73,4.40,5.20,1.50,3.30,5.25,0.80,2.21,,
June,2.60,4.12,4.94,4.66,4.30,4.20,2.50,7.80,2.11,3.21,,
July,3.80,4.90,7.09,7.15,2.00,8.00,7.20,7.30,4.60,9.00,,
August,7.05,2.93,5.80,7.30,1.45,12.65,7.75,4.85,1.80,5.20,,
September,3.25,4.70,3.80,6.86,4.60,4.75,11.85,6.75,0.26,5.04,,
October,1.50,5.42,3.00,9.90,3.50,3.60,5.50,6.50,4.97,7.17,,
November,12.90,3.62,3.55,8.05,3.25,2.40,2.45,2.40,6.70,7.64,,
December,6.20,4.62,2.80,6.75,6.20,7.37,7.00,5.10,8.86,6.02,,
Total,66.00,52.23,47.38,69.02,45.35,60.87,61.43,68.55,43.33,65.87,,
Calc annual,66.00,52.23,47.38,69.02,45.35,60.87,61.43,68.55,43.33,65.87,,
Difference,0.00,-0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.00,0.00,,
