"GLENSTRATHFARRER INVERNESS",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,RR1760,,,,,,,,,,,
,,,,,,,,,,,,
,1860,1861,1862,1863,1864,1865,1866,1867,1868,1869,,
January,,,,,,,8.41,4.64,12.53,5.86,,
February,,,,,,2.69,9.02,9.27,17.37,8.86,,
March,,,,,,3.87,3.62,2.24,7.53,3.31,,
April,,,,,,1.59,3.04,8.03,5.41,3.11,,
May,,,,,,2.48,2.84,2.91,3.41,2.20,,
June,,,,,,1.18,1.87,5.29,4.83,1.43,,
July,,,,,,3.11,2.48,3.27,0.38,2.24,,
August,,,,,,3.24,5.36,1.83,8.35,1.70,,
September,,,,,,1.96,6.13,6.09,2.47,9.43,,
October,,,,,,5.56,4.21,8.98,8.16,7.80,,
November,,,,,,3.93,10.22,3.29,6.01,14.20,,
December,,,,,,6.45,12.54,8.52,6.79,8.03,,
Total,,,,,,,69.74,64.36,83.24,68.17,,
Calc annual,0.00,0.00,0.00,0.00,0.00,36.06,69.74,64.36,83.24,68.17,,
Difference,NaN,NaN,NaN,NaN,NaN,NaN,-0.00,-0.00,-0.00,0.00,,
