"GODALMING HURTMORE LANE, CHARTERHOUSE",,,,,,,,,,,,
Grid ref,SU963450,Long,-0.623186,Lat,51.196114,,,,,,,
Station no,187,,,,,,,,,,,
,,,,,,,,,,,,
,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,,
January,3.59,1.63,0.93,2.63,4.41,1.41,5.16,0.98,1.82,1.07,,
February,5.87,2.16,1.32,1.92,3.93,0.65,2.44,1.52,0.95,0.41,,
March,0.87,2.29,2.08,3.44,1.38,4.21,1.64,0.98,3.29,4.56,,
April,0.88,2.29,1.45,2.19,1.37,1.46,0.39,4.25,3.34,2.49,,
May,1.35,0.58,2.06,3.30,3.45,0.50,1.54,1.85,2.20,2.02,,
June,2.55,1.33,3.58,4.44,0.79,5.62,2.10,1.90,1.75,3.09,,
July,1.53,1.64,1.60,3.84,1.47,0.60,0.64,1.51,2.25,2.67,,
August,3.13,1.84,3.41,4.15,2.01,3.24,1.66,3.10,4.26,2.02,,
September,0.60,1.49,0.77,3.63,1.60,2.16,1.77,0.69,1.72,3.08,,
October,2.15,2.68,1.79,7.26,2.09,1.87,5.08,5.83,3.06,6.06,,
November,2.31,0.64,3.24,2.20,1.57,4.87,5.15,2.21,0.97,0.62,,
December,3.33,4.80,1.58,2.79,2.89,0.63,2.24,3.46,3.00,3.83,,
Total,28.16,23.37,23.81,41.79,26.96,27.22,29.81,28.28,28.61,31.92,,
Calc annual,28.16,23.37,23.81,41.79,26.96,27.22,29.81,28.28,28.61,31.92,,
Difference,0.00,-0.00,0.00,-0.00,0.00,-0.00,-0.00,0.00,0.00,0.00,,
