STOCKBRIDGE-HOUGHTON-LODGE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,SU344332,Long,-1.510124,Lat,51.09708,Elevation,112,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,658,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
January,,,,4.88,0.64,4.33,1.21,1.28,3.74,0.77,3.79,3.05,4.8,1.99,3.51,3.57,5.27,2.45,6.08,1.48,4.38,2.13,3.35,2.31,2.86,0.54,5.29,5.97,3.39,5.35,2.63,3.41,3.16,5.99,2.8,2.13,2.96,2.5,6.35,0.98,0.29,2.93,2.48,0.82,1.92,3.14,4.74,2.45,3.54,3.98,4.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
February,,,,1.14,4.91,6.21,5.76,1.03,1.46,2.59,0.88,0.31,3.46,5.59,0.38,4.61,1.93,4.67,2.33,0.86,1.02,2.22,0.17,4.41,0.08,3.9,2.73,5.8,0.71,1.76,3.38,2.79,0.4,1.65,0.51,2.41,2.37,1.51,1.49,1.6,5.2,6.58,0.6,1.72,2.46,1.62,0.19,3.59,2.62,0.2,2.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
March,,,,3.31,5.08,0.84,3.16,2.83,1.08,5.73,2.73,1.18,2.62,1.71,1.29,0.39,0.66,3.6,3.12,0.06,1.09,0.5,1.74,3.84,3.68,0.69,2.5,4.02,0.19,1,2.58,3.97,2.14,0.5,0.27,0.78,1.08,6.15,0.92,1.32,1.49,3.89,3.08,0.69,2.85,1.06,1.23,2.03,1.68,3.78,2.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
April,,,,3.29,1.48,1.09,0.71,2.49,2.91,2.06,3.71,0.94,4.19,3.94,3.34,3.04,3.32,1.88,1.89,0.86,2.47,3.27,3.35,1.3,1.99,3.92,2.06,2.3,0,2.32,1.22,1.97,2.08,0.91,1.65,0.98,2.14,2.49,1.61,2.04,2.54,2.78,1.87,2.79,0.26,0.52,1.96,0.18,0.71,3.79,1.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
May,,,,2.66,1.29,4.12,1.44,2.44,1.87,0.39,0.94,1.7,0.87,1.83,3.66,3.81,1.77,0.39,1.71,1.45,1.44,3.1,4.97,1.47,0.86,1.16,0.5,3.89,1.91,0.89,0.14,1.76,3.96,3.48,0.08,1.95,3.1,1.38,3.41,2.01,1.59,3.06,3.13,2.16,2.21,4.41,0.76,1.71,2.28,0.8,1.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
June,,,,0.46,0.54,1.19,1.9,4.89,0.89,0.94,2.47,0.12,1.06,0.34,2.39,0,2.59,2.67,2.64,1.42,0.98,2.84,1.86,3.87,1.34,4.71,2.79,1.23,0.7,2.11,0.35,1.14,0.17,1.13,2.5,3.18,3.06,1.66,1.98,0.72,1.07,0.72,1.22,1.45,3.2,2.82,2.07,1.99,3.24,0.88,3.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
July,,,,1.68,2.79,5.68,1.42,3.88,5.24,1.34,5.39,0.73,5.03,0.83,4.22,3.21,1.64,3.58,1.54,1.47,2.2,3.25,2.93,2.34,1.27,1.27,3.53,1,2.26,6.09,3.35,1.98,1.81,2.14,3.79,1.64,1.16,1.2,0.65,1.07,4.11,1.99,0.46,3.24,2.92,0.4,2.68,4.15,1.61,1.53,3.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
August,,,,1.28,2.79,1.61,3.34,4.78,1.89,2.99,1.61,1.31,3.21,2.45,2.64,2.5,1.19,3.91,2.06,0.96,3.5,4.15,1.01,0.63,2.83,2.35,0.57,1.57,1.92,1.8,0,4.53,4,1.47,2,1.91,4.29,0.81,3.44,1.26,4.23,4.87,4.5,1.79,3.64,0.24,5.49,3.16,4.05,2.31,3.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
September,,,,2.87,1.33,2.66,2.03,2.4,4.52,1.98,1.11,1.07,1.85,1.97,3.74,3.48,1.11,5.3,1.72,0.3,3.24,2.63,4.14,3.44,1.9,4.6,3.24,2.14,1.58,1.03,2.03,0.28,2.06,1.39,2.09,2.42,6.15,0.71,2.78,2.19,3.76,4.29,2.94,2.1,3.07,1.57,4.25,2.94,4.61,0.06,4.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
October,,,,5.55,2.55,4.07,5.79,5.21,2.06,0.83,2.66,1.21,1.62,6.3,4.9,3.83,2.59,1.91,6.61,4.55,1.73,0.73,5.15,2.16,1.58,5.95,1.89,4.71,3.69,5,4.05,1.43,4.53,4.19,5.31,4.41,1.98,0.76,2.12,8.53,1.1,0.74,4.21,3.94,2.83,3.14,2.6,2.74,3.97,3.18,9.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
