"STOCKBRIDGE (HOUGHTON LODGE)",,,,,,,,,,,,
Grid ref,SU344332,Long,-1.510124,Lat,51.097080,,,,,,,
Station no,658,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,2.93,2.48,0.82,1.92,3.14,4.74,2.45,3.54,3.98,4.57,,
February,6.58,0.60,1.72,2.46,1.62,0.19,3.59,2.62,0.20,2.60,,
March,3.89,3.08,0.69,2.85,1.06,1.23,2.03,1.68,3.78,2.04,,
April,2.78,1.87,2.79,0.26,0.52,1.96,0.18,0.71,3.79,1.18,,
May,3.06,3.13,2.16,2.21,4.41,0.76,1.71,2.28,0.80,1.38,,
June,0.72,1.22,1.45,3.20,2.82,2.07,1.99,3.24,0.88,3.60,,
July,1.99,0.46,3.24,2.92,0.40,2.68,4.15,1.61,1.53,3.66,,
August,4.87,4.50,1.79,3.64,0.24,5.49,3.16,4.05,2.31,3.49,,
September,4.29,2.94,2.10,3.07,1.57,4.25,2.94,4.61,0.06,4.92,,
October,0.74,4.21,3.94,2.83,3.14,2.60,2.74,3.97,3.18,9.94,,
November,8.37,2.78,1.72,6.25,2.61,0.80,2.55,2.55,4.48,4.52,,
December,2.82,2.79,0.83,3.03,4.21,5.42,3.19,3.28,7.48,4.70,,
Total,43.04,30.06,23.25,34.64,25.74,32.19,30.68,34.14,32.47,46.60,,
Calc annual,43.04,30.06,23.25,34.64,25.74,32.19,30.68,34.14,32.47,46.60,,
Difference,0.00,-0.00,0.00,0.00,-0.00,-0.00,-0.00,0.00,0.00,-0.00,,
