LEDNATHIE PEARSIE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,NO 365 594,Long,-3.038389,Lat,56.722347,Elevation,600,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,5606,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950
January,,,,,,,,,2.36,2.51,2.98,1.13,5.03,5.84,1.97,3.48,3.73,1.99,2.99,3.13,3.36,3.06,6.27,3.16,4.05,2.49,7.36,2.17,6.73,3.05,3.33,3.54,3.49,3.31,2.91,0.81,4.02,7.97,4.35,3.21,2.34,3.11,6,5.08,1.84,2.95,2.33,3.89,5.39,1.25,2.03
February,,,,,,,,2.47,1.52,0.55,3.59,2.03,3.91,1.42,3.78,6.49,3.38,1.14,3.91,1.68,2.9,0.97,4.23,,1.95,5.55,6.71,1.85,2.48,2.07,1.87,2.23,0.18,4,0.26,2.58,3.49,3.4,1.17,3.59,2.88,5.05,2,1.74,0.54,3.14,1.48,3.83,3.15,1.79,2.95
March,,,,,,,,1.87,5.09,3.89,2.32,1.78,3.08,5.24,4.94,1.86,3.27,3.21,1.37,2.96,3.36,3.02,2.58,1.95,0.8,1.4,1.7,3.85,6.23,1.05,1.51,1.36,3.01,2.48,3.33,2.14,2.15,3.5,0.71,2.62,2.22,1.78,2.32,0.51,0.8,0.99,2.12,5.19,0.99,1.98,1.99
April,,,,,,,,3.44,1.09,4.92,2.21,1.94,0.24,2.95,1.21,1.42,2.17,1.32,1.02,2.08,2.58,1.15,2.47,3.95,2.2,4.01,2.75,1.24,1.43,1.43,2.89,2.7,3.01,2.06,4.51,4.12,0.73,1.7,0.45,1.17,2.39,1.54,2.29,1.54,2.22,1.36,0.29,3.95,1.16,2.1,1.46
May,,,,,,,,5.29,1.98,3.22,1.53,2.27,1.97,6,1.74,1.26,3.25,3.14,3.3,1.75,4.42,3.3,1.92,,5.53,5.6,3.18,2.37,1.49,2.75,2.12,3.96,3.73,1.47,2.62,1.09,0.96,2.39,4.14,1.42,1.82,1.89,4.55,3.71,1.68,4.79,1.31,4.52,4.42,1.82,1.26
June,,,,,,,,6.04,2.25,1.21,1.61,2.11,4.5,3.7,0.78,1.02,2.45,1.77,0.85,1.39,1.81,0.53,1.79,0.91,1.83,0.6,4.01,4.13,2.65,2.07,2.38,5.82,1.2,1.65,0.93,3.44,1.89,1.75,3.91,1.43,0.37,1.01,1.5,2.73,2.72,3.06,3.58,3.51,3.89,1.34,1.56
July,,,,,,,,2.51,2.79,2.78,4.98,1.8,3.63,0.4,2.88,4.41,6.71,1.19,5.97,0.88,2.47,3.34,3.45,1.9,5.82,1.74,2.03,2.4,1.85,3.9,2.75,4.6,3.4,3.13,4.11,1.88,4.94,4.7,5.55,4.7,6.21,2.98,2.84,2.24,3.9,2.58,4.44,2.43,2.84,1.25,3.86
August,,,,,,,,3.92,3.06,1.37,7.58,2.15,4.39,1.51,2.98,4.08,4.75,6.86,3.96,2.86,3.51,4.56,2.37,6.24,4.39,3.91,2.54,5.02,6.98,4.68,7.21,3.95,1.31,1.41,4.06,2.06,1.88,2.88,1.33,3.58,0.76,3.09,3.68,5.12,1.41,2.52,4.9,0.1,7.44,2.69,4.52
September,,,,,,,,1.41,5,1.81,0.88,1.36,3.09,3.58,0.8,1.51,1.45,1.92,3.73,1.95,2.29,1.77,3.79,3.65,5.27,3.84,3.77,3.89,2.97,0.78,5.47,1.06,1.68,2.13,5.08,5.62,4.07,1.8,4.58,1.71,2.34,1.43,2.93,2.83,2.96,3.58,6.14,2.96,3.61,1.47,5.8
October,,,,,,,,4.26,4.42,5.27,2.4,2.72,4.72,2.45,4.06,5.14,6.18,3.68,2.88,1.47,4.61,3.11,2,3.86,5.53,3.81,5.38,6.07,4.71,3.85,3.69,1.21,6.24,4.35,4.17,6.92,1.96,3.18,4.75,6.87,5.41,4.8,2.25,4.33,5.23,4.82,0.29,1.93,4.22,3.25,1.1
November,,,,,,,,2.54,2.71,0.54,3.31,4.75,2.94,2.91,5.72,2.93,6.04,3.39,2.6,5.13,3.56,3.23,2,2.68,3.43,1.26,6.3,3.33,3.8,4.27,4.04,7.45,2.14,4.03,0.82,4.65,2.87,0.45,4.62,6.32,5.68,6.46,0.63,1.64,4.14,1.25,6.93,2.67,1.53,3.87,2.71
December,,,,,,,,4.79,4.46,3.47,4.45,7.27,5.01,1.81,7.36,7.88,4.74,0.88,2.7,7.21,4.93,2.4,2.62,,6.43,2.46,0.71,2.44,3.15,6.85,4.98,1.69,5.49,1.92,8.28,3.8,3.12,2.74,3.99,2.65,2.53,1.69,4.06,1.53,2.96,5.11,3.46,1.63,5,2.43,1.25
Total,,,,,,,,,36.73,31.54,37.84,31.31,42.51,37.81,38.22,41.48,48.12,30.49,35.28,32.49,39.8,30.44,35.49,,47.23,36.67,46.44,38.76,44.47,36.75,42.24,39.57,34.88,31.94,41.08,39.11,32.08,36.46,39.55,39.27,34.95,34.83,35.05,33,30.4,36.15,37.27,36.61,43.64,25.24,30.49
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1923 Deletions  no of estimations,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
No of corrections for snow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
