"REDHILL STATION ROAD",,,,,,,,,,,,
Grid ref,TQ279506,Long,-0.169164,Lat,51.240251,,,,,,,
Station no,RR4874,,,,,,,,,,,
,,,,,,,,,,,,
,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,,
January,,,,,,,,1.23,2.09,1.29,,
February,,,,,,,,1.60,1.34,0.45,,
March,,,,,,,,1.00,3.01,3.41,,
April,,,,,,,,3.52,2.67,1.93,,
May,,,,,,,,2.16,2.17,1.66,,
June,,,,,,,,2.12,1.98,2.59,,
July,,,,,,,,1.45,3.09,3.92,,
August,,,,,,,,3.04,4.09,2.62,,
September,,,,,,,,0.46,1.68,2.72,,
October,,,,,,,,3.98,2.22,4.95,,
November,,,,,,,,2.58,1.06,0.81,,
December,,,,,,,,3.64,2.60,4.14,,
Total,,,,,,,,26.78,28.00,30.49,,
Calc annual,0.00,0.00,0.00,0.00,0.00,0.00,0.00,26.78,28.00,30.49,,
Difference,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.00,0.00,0.00,,
