"HASSOCKS (NEWTIMBER PLACE)",,,,,,,,,,,,
Grid ref,TQ269138,Long,-0.196388,Lat,50.909729,,,,,,,
Station no,490/9,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,4.07,2.66,1.32,1.15,3.61,5.61,2.77,4.49,3.29,3.12,,
February,6.62,1.10,1.42,3.26,2.33,0.32,5.16,2.59,0.03,3.29,,
March,4.24,2.73,0.18,3.76,0.92,0.15,1.58,1.94,1.94,2.01,,
April,2.23,2.42,2.82,0.41,0.31,0.66,0.23,0.91,2.68,0.98,,
May,2.86,2.50,1.75,1.67,3.85,0.44,0.97,3.07,0.64,1.66,,
June,2.24,1.31,1.67,3.42,2.11,2.71,1.63,4.46,1.65,1.98,,
July,2.93,0.99,4.09,4.04,0.88,3.07,4.74,1.92,1.85,6.11,,
August,6.64,2.61,2.24,2.92,1.10,4.87,2.54,5.76,1.29,5.84,,
September,3.19,3.50,3.57,4.13,2.69,4.66,3.77,4.09,0.11,4.45,,
October,1.56,3.81,4.22,2.96,3.46,1.57,1.99,3.55,3.22,8.28,,
November,6.07,4.79,1.84,6.58,1.80,1.01,3.16,2.31,3.80,7.40,,
December,3.78,3.14,1.41,3.08,3.75,5.92,1.94,5.22,8.32,2.99,,
Total,46.43,31.56,26.53,37.38,26.81,30.99,30.48,40.31,28.82,48.11,,
Calc annual,46.43,31.56,26.53,37.38,26.81,30.99,30.48,40.31,28.82,48.11,,
Difference,0.00,0.00,0.00,0.00,-0.00,-0.00,0.00,0.00,0.00,0.00,,
