"KIRKHAM WEETON RESERVOIR new gauge, No 1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,SD395344,Long,-2.920086,Lat,53.802364,Elevation,133,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,3053,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1870,1871,1872,1873,1874,1875,1876,1877,1878,1879,1880,1881,1882,1883,1884,1885,1886,1887,1888,1889,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960
January,,,,,,,,,,,0.83,0.6,2.57,5.59,4.64,2.44,4.63,2.54,1.72,1.31,4.84,1.72,3.2,1.5,3.1,2.3,1.7,1.45,3.5,4.13,4,1.94,4.9,3.48,3.9,2.7,4.65,0.68,1.15,2.81,2.35,0.65,3.32,3.95,2.47,4.61,1.86,2.21,3.35,4.76,3.74,5.24,3.76,2.64,3.18,2.62,3.86,3.84,9.09,2.04,5.35,4.09,4.71,3.11,3.58,1.91,3.88,2.34,4.27,4.06,2.05,1.08,3.55,5.85,4.73,2.85,4.69,3.1,7.44,2.34,2.02,4.32,3.34,1.65,3.16,2.42,4.62,3.56,3.72,3,5.1
February,,,,,,,,,,,2.47,4.95,1.74,2.18,3.31,4.19,1.17,2.02,1.22,2.05,0.75,0.2,2.1,5,5.2,0,1.35,3.3,2.6,2.32,2.6,2.12,3.45,3.33,3.85,1.7,4.1,2.28,1,1,2.42,2.22,1.77,1.49,2.54,3.97,3.1,1.32,3.64,1.44,2.26,0.28,4.28,4.26,0.79,4.24,3.98,2.27,4.06,1.07,0.34,3.25,0.03,3.3,0.08,4.53,2.25,4.85,1.34,2.92,1.92,3.87,1.46,1.8,1.29,4.45,3.81,0.69,2.42,1.69,3.76,3.05,1.18,1,3.07,1.86,0.46,3.03,6.06,0.44,2.82
March,,,,,,,,,,1.6,2.72,3.56,2.9,1.24,3,3.5,3.2,2.32,2.55,1.9,3.63,1.12,1,1.02,3.1,4.16,5.05,4.52,0.5,2.38,0.66,3.42,1.5,2.83,2.75,3.15,3.04,3.5,1.91,2.48,0.53,0.5,5.4,3.59,3.77,1.58,2.04,2.72,1.5,5.25,4.27,2.9,1.92,1.43,1.71,1.26,1.26,3.06,2.64,0.96,2.58,0.34,2.61,2.41,2.02,1.19,2.53,1.4,1.48,2.3,2.89,2.72,3.31,0.68,0.59,1.76,0.95,4.98,1.81,2.36,1.67,5.14,2.09,0.63,2.1,1.5,1.17,2.76,1.69,1.78,1.38
April,,,,,,,,,,2.2,1.3,1.32,4.34,1.99,1.01,1.6,2.3,1.28,1.41,2.53,1.34,2.08,1.65,0.04,1.3,2.63,2,2.9,2.5,3.6,2.5,2,2.63,2.12,1.9,2.95,1.2,1.25,2.12,2.91,1.41,1.25,0.3,4,0.9,2.75,2.66,1.56,1.26,1.54,4.29,1.69,1.91,2.75,1.62,2.15,1.21,1.52,1.83,1.01,1.6,2.76,2.78,2.18,2.5,2.59,0.99,3.11,0.32,2.72,2.32,1.03,2.03,2.4,2.72,2.1,1.23,3.31,1.69,3.51,2.58,1.82,2.87,2.58,1.33,2.16,1.38,0.53,1.54,2.75,2.12
May,,,,,,,,,,2.55,1.98,4.27,2.22,1.11,3.09,1.39,4.37,1.67,1.16,4.2,2.49,2.3,4.3,1.11,2.58,0.72,0.07,1.48,3.05,2.75,2.4,1.03,2.05,3.2,1.3,0.55,3.8,2.8,2.38,1.53,1.15,0.79,2.43,2.24,2.15,1.25,2.79,2.64,2.9,1.54,4.63,1.9,2.07,2.21,5.32,4.16,3,1.66,1.22,1.98,1.39,2.07,5.53,2.3,3.86,1.73,0.87,1.85,3.55,0.87,1.76,2.73,3.75,3.49,2.49,3.68,1.59,4.05,1.48,2.94,1.24,2.45,2.8,2.06,2.89,2.36,1.68,3.28,4.08,1.54,3.63
June,,,,,,,,,,3.87,3.98,5.18,3.36,3.57,0.83,1.67,1.72,0.75,1.83,0.75,3.04,2.09,2.25,1.27,3.28,2.02,2.65,4.4,2.1,1.52,2.36,1.97,1.92,2.5,1.9,2.45,1,5.2,2.1,2.6,1.9,1.77,5.12,2.03,1.13,1.56,1.85,2.12,1.79,1.66,2.68,0.95,2.39,0.72,1.95,0.2,3.02,3.04,7.5,1.72,1.51,7.05,1.07,2.01,2.7,4.23,4.31,2.72,4.48,2.98,0.68,0.62,0.88,2.66,3.01,3.44,3.28,2.89,4.63,0.71,2.58,0.84,3.3,1.86,3.63,4.21,1.84,1.99,3.72,3.38,1.42
July,,,,,,,,,,5.3,3,5.18,5.91,2.78,4.55,1.72,5.36,1.25,5.81,2.58,3.17,2.8,1.78,4.25,2.7,4.2,4.9,1.7,0.5,2.3,1.52,1.6,3.95,4.2,1.2,2.15,2.18,1.95,4.13,5.18,2.52,0.15,4.74,1.36,4.86,3.53,1.42,1.46,5.26,1.64,5.81,1.76,5.79,4.26,3.93,2.34,4.33,3.12,3.19,2.7,3.27,3.75,4.53,2.82,2.25,0.91,2.77,1.53,4.23,5.57,3.18,1.26,5.11,4.85,3.33,2.84,5.95,3.25,2.73,3.3,3.9,2.09,1.62,4.59,5.11,1.46,3.3,4.81,3.62,3.9,4.61
August,,,,,,,,,,5.9,1.75,6.06,4.49,2.47,2.84,2.2,1.72,2.35,3.54,5.57,5.47,6.05,5.4,4.44,4.65,4.65,3.45,4.05,5.8,2.65,5.27,3.2,3.4,4.4,3.3,3.1,4,3.2,4.25,2.69,3.6,3.65,4.95,1.76,1.88,6.79,3.24,7.25,3.86,4.61,1.46,5.54,6.55,6.11,4.58,3.41,3.93,6.79,3.5,4.94,7.25,5.32,1.31,3.02,4.2,2.75,2.54,1.51,3.53,2.4,1.78,4.02,4.04,5.08,2.87,1.42,5.09,0.28,4.08,2.82,8.42,4.06,4.63,4.63,6.02,1.12,9.62,4.9,4.29,0.43,5.48
September,,,,,,,,,,3.57,5,2.17,2.57,5.78,3.57,5.42,4.85,4.21,1.38,4.65,4.01,5.65,4.8,5.92,0.1,1.38,4.55,4.2,1.75,2.5,2.45,1.43,1.35,6.1,2.9,3.65,1.55,0.6,3.76,2.48,0.12,3.93,1.18,2.82,3.87,0.4,2.83,3.66,9.27,2.48,3.29,1.6,4.15,3.72,4.77,4.56,3.82,7.51,1.81,2.43,2.42,2.63,5.56,0.66,4.3,7.36,4.11,2.58,1.89,1.13,4.23,1.33,3.51,4.78,5.32,3.19,5.69,4.27,3.92,1.05,6.94,3.73,4.14,5.49,6.21,2.69,3.33,5.54,4.28,0.37,4.12
October,,,,,,,,,,2,2.88,2.52,4.62,4.44,2.53,4.36,5.51,3.23,3.17,3.69,3.29,3.6,4.65,5.8,3.93,5.25,4.05,2.2,3.7,3.6,6,3.5,4.25,8.35,2.94,3.23,6,2.5,2.46,4.71,2,3.23,4.78,2.28,2.03,1.78,5.27,6.75,3.8,3.62,1.24,2.1,0.79,5.13,4.38,5.41,4.5,3.9,6.84,5.1,5.41,3.03,6.73,5.5,5.64,7.52,2.86,2.69,8.42,1.73,4.44,4.43,4.87,5.26,3.86,5.1,0.52,0.76,3.21,5.57,3,2.05,3.51,1.9,10.05,2.35,2.51,5.5,3.52,4.14,3.38
