WESTBURY-PENLEIGH-HOUSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,ST856508,Long,-2.207733,Lat,51.256179,Elevation,220,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,1476/6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
January,,,,,,,,,,,4.35,2.12,3.4,2.7,2.56,0.85,4.04,5.5,3.58,5.64,2.57,2.73,3.94,5.61,1.98,1.83,2.88,2.73,6.16,1.07,0.35,3.75,3.08,0.77,1.68,3.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
February,,,,,,,,,,1.31,1.19,3.45,0.06,3.88,0.11,2.14,2.43,5.93,0.87,1.66,2.79,2.69,0.47,1.45,0.63,2.16,2.79,1.22,1.11,1.51,5.75,5.39,0.72,1.61,4.14,1.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
March,,,,,,,,,,0.16,1.91,0.31,2.13,2.87,2.61,1.74,2.8,4.02,0.08,1.19,2.08,3.47,1.94,0.87,0.32,1.05,1.04,5.41,1.23,1.16,1.24,3.32,2.93,0.98,3.42,1.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
April,,,,,,,,,,1.01,1.97,2.39,3.54,1.18,2.38,4.96,2.12,2.22,0.11,3.54,2.39,1.37,1.77,0.69,1.41,0.79,2.78,2.46,2.46,1.66,2.94,3.33,1.89,2.47,0.18,0.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
May,,,,,,,,,,1.87,1.3,2.25,5.04,1.47,1.1,1.19,0.71,2.37,1.27,0.91,1.39,1.87,5.82,2.73,0.45,2.81,4.46,2.7,4.45,3.02,1.66,3.23,4.44,2.54,2.31,4.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
June,,,,,,,,,,0.99,1.62,2.39,1.31,1.16,1.29,3.6,3.86,1.09,1.43,2.4,0.83,2.22,0.36,1.48,2.03,3.69,2.94,1.75,2.08,0.33,1.65,1.03,1.91,1.4,4.21,3.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
July,,,,,,,,,,1.37,2.36,4.52,4.37,2.71,3.95,0.89,5.45,2.12,3.79,5.52,2.25,1.73,1.76,2.34,2.83,1.53,1.02,1.87,1.02,2.24,4.83,1.65,0.78,3.55,2.82,0.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
August,,,,,,,,,,1.9,3.75,4.25,1.05,1.06,2.73,1.87,0.39,1.08,2.48,2.88,0.21,4.79,4.66,3.33,2.36,2.77,4.1,0.76,4.14,2.82,3.82,5.03,4.05,2.06,3.87,0.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
September,,,,,,,,,,0.63,4.17,1.99,3.57,2.18,2.81,5.41,3.41,2.75,2.26,0.7,1.68,0.55,1.44,2.75,2.32,2.55,4.11,1.66,2.55,1.26,3.48,3.01,3.34,4,3.11,1.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
October,,,,,,,,,,3.35,2.25,0.88,6.19,2.57,2.07,3.8,2.08,4.68,5.13,3.49,3.94,1.46,4.51,3.6,4.91,4.71,1.08,0.52,3.52,7.15,1.38,0.7,3.86,3.04,2.61,1.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
