HINDHEAD-WW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,SU889358,Long,-0.7313,Lat,51.11502,Elevation,849,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,169/5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960
January,,1.73,3.49,5.67,0.52,5.07,2.07,1.52,4.29,6.85,6.56,5.34,,,5.09,5.49,8.32,3.79,6.12,1.93,6.01,,,,,0.85,6.59,7.37,4.53,5.88,3.27,3.03,3.3,7.44,2.65,2.36,3.43,3.33,6.69,1.11,1.02,4.24,2.35,1.48,1.97,3.83,5.38,3.35,3.65,2.55,
February,,2.2,2.3,1.53,8.05,5.45,6.82,1.46,2.13,5.8,1.05,0.15,,,0.42,8.48,2.32,5.46,2.63,0.87,1.45,,,,,4.92,2.91,5.03,0.41,1.93,3.04,2.98,0.62,1.73,0.85,2.62,2.95,2.54,2.82,1.63,6.2,6.97,0.87,2.09,3.18,2.35,0.45,5.23,2.73,0.02,
March,,2.78,4.63,4.22,6.04,1.72,5.29,3.58,1.38,8.75,4.2,1.41,,,0.77,0.43,0.53,5.3,3.7,0.11,1.27,,,,,0.49,2.2,3.88,0.32,1.53,3.32,3.13,2.52,0.67,0.23,1.26,1.46,6.77,1.26,1.51,2.1,5.85,3.14,0.57,2.96,1.63,0.95,2.39,2.44,3.93,
April,,2.07,0,4.08,2.5,2.28,1.8,3.64,5.05,4.5,5.88,1.41,,,5.24,3.92,3.23,2.56,1.9,0.73,3.01,,,,,4.13,2.09,3.49,0.05,2.73,2.08,1.34,2.29,1.51,1.52,1.35,2.96,3.15,2.06,2.36,2.68,2.93,2.05,2.49,0.29,0.36,1.7,0.29,0.7,3.32,
May,,2.42,1.8,4,1.05,4.5,2.46,1.1,1.88,0,1.77,3.41,,,6.49,6.12,2.85,0.88,2.41,3.19,2.61,,,,,1.73,0.69,3.05,1.99,2.43,0.94,2.27,3.57,3.66,0.77,1.93,3.24,1.82,3.12,2.92,1.75,3.11,3.51,2.76,3,4.62,0.32,1.67,2.91,1.39,
June,,2.25,4.26,1.33,0.63,2.2,3.64,1.7,0.9,1.3,2.9,0,,,1.72,0,3.3,3.67,2.99,1.79,0.48,,,,,4.03,3.91,1.91,0.66,1.82,0.72,2.62,0.29,1.85,2.6,2.41,3.84,2.48,3.01,0.53,1.5,1.44,1.82,1.93,4.12,2.68,2.84,1.31,3.85,2.37,
July,,0.7,3.07,3,2.4,6,1.31,9.4,6.77,2.28,9.79,0.47,,,6.25,3.6,2.01,4.95,2.11,1.92,3.33,,,,,0.9,4.37,1,3.34,4.6,3.58,2.4,2.1,2.55,2.18,7.48,2.43,1.39,1.12,1.36,4.78,1.82,0.56,4.48,2.94,0.59,3.25,3.78,1.99,,
August,,1.27,7.5,1.1,2.15,2.28,6.17,8.99,1.9,2.96,3.43,1.86,,,7.3,6.23,1.9,5.02,2.16,2.72,3.99,,,,,3.33,1.08,0.76,1.29,1.78,0.23,5.2,4.24,2,2.04,1.54,6.06,0.67,4.92,1.23,6.39,5.36,3.9,2,2.87,1.4,3.89,3.44,4.68,,
September,,1.24,4.07,4.22,1.6,2.28,5,3.34,8.3,1.78,5.5,1.15,,,5.18,3.67,1.06,7.57,1.53,0.31,3.36,,,,,5.2,3.1,2.4,2.01,0.76,1.85,0.07,2.43,2.09,3.06,3.1,5.33,1.87,2.62,1.75,4.4,3.07,4.09,3.07,3.35,2.27,4.64,3.29,5.76,,
October,,5.3,5.94,6,2.18,4.48,9.43,7.1,5,1.14,2.5,,,,7.83,5.27,3.19,3.05,8.29,4.83,1.62,,,,,5.02,1.95,3.82,3.77,7.02,4.88,1.11,3.72,3.94,5.25,4.29,1.75,0.89,2.47,9.09,0.68,1.22,5.02,4.08,3.34,4.61,1.82,2.4,2.52,,
November,,5.78,2.2,3.51,3.57,3.94,8,1.92,3.91,2.28,4.57,,,,4.49,1.88,7.68,4.7,3.62,9.03,6.04,,,,,7.91,4.39,3.37,5.89,5.99,8.72,2.85,1.77,2.14,6.21,0.35,7.52,1.9,2.08,3.73,7.11,10.92,4.42,1.75,7.26,,1.03,3.37,2.66,,
