"HINDHEAD",,,,,,,,,,,,
Grid ref,SU889359,Long,-0.731307,Lat,51.115505,,,,,,,
Station no,169/5,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,4.24,2.35,1.48,1.97,3.83,5.38,3.35,3.65,2.55,,,
February,6.97,0.87,2.09,3.18,2.35,0.45,5.23,2.73,0.02,,,
March,5.85,3.14,0.57,2.96,1.63,0.95,2.39,2.44,3.93,,,
April,2.93,2.05,2.49,0.29,0.36,1.70,0.29,0.70,3.32,,,
May,3.11,3.51,2.76,3.00,4.62,0.32,1.67,2.91,1.39,,,
June,1.44,1.82,1.93,4.12,2.68,2.84,1.31,3.85,2.37,,,
July,1.82,0.56,-999.00,2.94,0.59,3.25,3.78,1.99,3.70,,,
August,5.36,3.90,2.00,2.87,1.40,3.89,3.44,4.68,2.65,,,
September,3.07,4.09,3.07,3.35,2.27,4.64,3.29,5.76,0.15,,,
October,1.22,5.02,4.08,3.34,4.61,1.82,2.40,2.52,3.70,,,
November,10.92,4.42,1.75,7.26,2.90,1.03,3.37,2.66,6.00,,,
December,4.22,2.67,0.82,3.79,4.02,5.81,3.17,4.12,7.86,4.54,,
Total,51.15,34.40,27.52,39.07,31.26,32.08,33.69,38.01,37.64,,,
Calc annual,51.15,34.40,23.04,39.07,31.26,32.08,33.69,38.01,37.64,4.54,,
Difference,0.00,0.00,4.48,0.00,0.00,-0.00,0.00,0.00,0.00,NaN,,
