CAMPSEA-ASH-HIGH-HOUSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,TM339554,Long,1.417326,Lat,52.147321,Elevation,60,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,1361,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960
January,,,,2.87,1.26,2.38,1.19,1.59,1.83,3,1.7,1.6,4.12,1.04,1.9,1.28,2.39,1.31,3.08,1.53,1.59,1.97,0.94,0.95,1.48,2.49,3.41,4.63,2.78,5.06,1.65,1.91,2.5,3.51,1.34,1.97,1.96,1.9,3.41,0.95,,,,,1.77,2.44,3.97,1.35,2.23,1.94,3.35
February,,,,0.55,1.4,3.07,3.65,0.34,0.81,3.6,0.88,0.2,1.99,2.52,1.59,1.57,1.73,2.1,0.84,0.46,0.96,3.04,0.5,1.67,0.38,2.69,2.94,3.58,0.58,0.84,1.36,1.89,0.59,0.62,1.41,1.64,1.51,1.69,0.83,1.09,,,,,2.44,2.18,1.21,2.28,2.71,0.16,1.22
March,,,,1.79,3.54,0.91,3.37,3.19,0.62,2.21,0.71,0.97,1.92,0.98,0.44,1.23,0.19,2.04,2.32,0.08,1.37,0.44,1.7,1.63,2.2,0.67,0.59,2.28,0.37,2.15,2.67,2.98,2.56,0.72,0.3,0.7,1.62,3.51,0.82,0.71,,,,,2.32,1.85,0.77,1.24,1.13,1.31,1.59
April,,,,1.83,0.78,0.99,1.41,1.61,1.81,3.49,3.39,1.02,2.32,0.72,2.32,2.13,2.64,1.9,1.35,1.83,1.66,4.07,2.94,1.66,2.16,2.16,1.14,2.72,0.45,3.23,1.34,1.43,0.75,0.88,1.51,1.54,0.98,1.26,1.33,1.23,,,,,0.48,0.36,0.79,0.19,1.15,1.44,0.86
May,,,,1.45,0.97,3.18,1.14,0.91,0.97,0.41,1.13,1.56,1.4,1.05,3.87,1.71,1.43,1,1.98,1.9,2.39,2.53,3.44,1.69,1.88,1.98,0.7,3.76,2.29,0.97,0.22,2.08,2.12,1.2,0.67,2.38,1.64,0.38,1.37,1.94,,,,,1.44,2.47,0.65,1.19,2.49,0.23,0.7
June,,,,1.08,0.82,0.41,2.48,2.05,1.05,1.21,1.56,0.27,1.36,0.55,1.44,0.38,2.27,3.46,1.92,0.71,1.04,1.49,0.42,1.57,0.88,2.64,3.61,1.76,0.49,1.5,0.77,0.88,0.37,1.57,1.59,1.59,3.78,1.49,3.15,0.49,,,,,2.42,3,2.1,2.4,2.98,0.35,2.39
July,,,,1.89,1.12,4.67,0.62,2.59,2.85,2.8,2.78,0.28,2.43,1.32,1.91,1.67,1.49,2.51,2.52,2.58,3.93,3.2,2.95,0.94,1.71,0.78,3.68,1.43,1.88,3.1,4.63,2.31,2.88,0.94,1.59,1.14,2.7,1.77,1.35,1.25,,,,,2.35,0.19,2.44,2.73,2.09,2.09,3.08
August,,,,0.84,0.59,1.71,4.15,4.1,0.99,2.29,2.33,0.8,1.19,1.74,2.06,2.26,1.03,4.22,1.81,1.38,4.62,3.28,1.28,1.13,2.13,1.63,0.74,1.17,1.77,2.05,0.54,4.15,1.4,1.23,1.24,2.31,4.39,0.69,3.18,0.93,,,,,4.75,3.28,3.57,2.19,4.94,2.01,3.44
September,,,2.88,0.62,0.9,2.21,0.78,1.25,3.53,0.79,3.13,2.22,3.28,1.18,3.48,2.44,0.94,3.04,0.84,0.49,6.73,1.77,1.48,3.44,1.7,4.25,2.23,2.73,2.52,0.91,0.9,0.29,2.18,2.28,2.77,1.26,2.12,0.86,1.79,1.56,,,,,1.64,1.17,1.9,2.94,2.34,0,2.81
October,,,1.93,3.89,2.19,1.55,2.49,3.87,2.39,1.94,0.46,0.94,1.28,3.51,3.95,2.1,3.07,1.7,1.67,2.84,0.82,0.92,4.78,2.05,1.39,3.04,2.41,2.06,2.98,8.77,2.43,2.79,4.35,1.57,3.94,1.12,1.07,0.29,1.71,3.4,,,,,1.78,4.29,1.75,1.5,2.16,1.82,6.44
