"SHIPLEY CRAGG END",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,RR3018,,,,,,,,,,,
,,,,,,,,,,,,
,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,
January,3.81,5.75,3.37,,,,,,,,,
February,2.93,0.27,3.13,,,,,,,,,
March,3.00,1.81,2.45,,,,,,,,,
April,4.34,1.11,3.86,,,,,,,,,
May,3.56,1.04,1.12,,,,,,,,,
June,2.23,0.01,1.35,,,,,,,,,
July,7.69,1.73,4.20,,,,,,,,,
August,1.81,3.85,5.40,,,,,,,,,
September,0.89,1.43,3.22,,,,,,,,,
October,2.31,2.32,1.01,,,,,,,,,
November,2.77,2.37,1.64,,,,,,,,,
December,3.13,3.84,3.65,,,,,,,,,
Total,38.47,25.53,34.40,,,,,,,,,
Calc annual,38.47,25.53,34.40,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Difference,-0.00,0.00,-0.00,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,
