LEICESTER (GENERAL HOSPITAL),,,,,,,,,,,,
Grid ref,SK620039,Long,-1.085426,Lat,52.629325,,,,,,,
Station no,2501/5,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,2.67,,,,,,,,,,,
February,3.12,,,,,,,,,,,
March,3.61,,,,,,,,,,,
April,2.11,,,,,,,,,,,
May,3.08,,,,,,,,,,,
June,1.23,,,,,,,,,,,
July,1.00,,,,,,,,,,,
August,4.26,,,,,,,,,,,
September,,,,,,,,,,,,
October,,,,,,,,,,,,
November,,,,,,,,,,,,
December,,,,,,,,,,,,
Total,,,,,,,,,,,,
Calc annual,21.08,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,
Difference,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,
