"PENTLAND HILLS, MORTON",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,NT074632,Long,-3.480723,Lat,55.853074,elevation,749,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,5127,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960
January,,,2.22,2.45,2.73,2.12,4.66,2.19,2.81,3.43,5.15,7.12,3.38,3.12,3.09,3.44,4.09,3.7,7.03,1.1,5.22,2.42,5.82,4.03,4.17,1.7,4.33,3.76,4.73,5.51,1.6,2.1,4.3,3.46,3.79,3.34,3.04,3.53,7.32,3.56,2.2,4.39,3.83,1.07,3.85,2.64,1.9,5.41,2.77,1.17,2.85
February,,,2.17,2.25,3.07,4.03,6.16,1.09,4.48,1.72,4.4,0.92,2.68,3.28,0.87,4.24,3.63,1.59,3.68,1.12,0.68,2.67,0.34,2.61,0.2,3.2,3.76,4.92,1.14,3.24,1.56,4.15,1.5,2.75,1.47,5.12,1.98,1.81,3.69,3.39,4.19,3.4,0.72,1.36,2.24,1.99,2.23,3.46,2.16,1.1,3.21
March,,,2.76,4.94,4.26,2.21,6.19,2.08,1.06,2.46,3.85,4.31,2.65,1.71,0.94,3.22,2.8,3.05,2.28,0.49,1.68,1.42,2.4,1.53,3.75,1.45,2.37,2.01,2.13,4.56,3.46,2.82,2.2,1.98,0.65,2.17,2.46,6.31,2.4,1.1,2.88,4.27,1.75,0.63,2.52,1.63,2.22,2.76,1.31,1.41,1.41
April,,,1.14,3.11,1.81,2.28,4.2,3.24,0.96,3.3,3.27,1.22,2.58,3.77,1.91,4.99,2.14,2.44,1.32,1.81,0.96,2.3,3.52,2.22,5.21,3.38,1.28,1.32,0.21,1.74,2.45,1.9,2.02,1.4,2.38,1.74,0.88,4.2,2.75,2.4,3.32,3.55,1.94,3.45,1.56,1.04,0.65,1.6,1.87,2.33,1.74
May,,,1.24,2.01,2.44,1.74,5.22,1.58,2.9,0.88,3.98,2.01,2.45,2.51,4.62,5.15,3.47,1.91,1.81,2.2,1.77,3.17,3.63,2.02,1.57,0.86,0.91,2.23,4.11,0.52,2.34,6.14,2.12,3.94,3.02,4.58,2.38,3.3,1.77,2.23,2.09,3.26,1.73,2.58,5.28,3.12,1.67,1.96,3.04,1.66,1.48
June,,,5.2,2.54,1.27,2.03,3.17,2.64,0.95,2.41,1.66,0.43,2.29,1.48,2.7,0.41,4.62,3.75,4.51,2.37,2.28,5.4,1.35,3.04,2.92,2.26,1.9,1.85,4.06,1.98,0.76,1.16,1.25,2.45,3.02,2.55,2.27,2.76,5.69,0.99,2.05,1.77,3.06,1.37,2.38,1.5,2.78,2.31,2.99,2.36,1.26
July,,,2.61,1.06,2.9,4.83,4.3,2.34,3.22,1.31,4.02,2.88,5.01,3.24,4.09,2.2,3.08,3.65,2.59,3.21,4.36,4.57,2.05,4.95,2.89,1.09,4.82,4.32,3.43,3.76,6.96,3.51,3.06,2.33,2.1,3.44,4.32,3.2,3.79,1.92,4.36,3.07,2.88,5.05,2.58,2.21,5.07,4.57,5.6,3.41,2.72
August,,,3.71,1.27,2.2,2.98,5.15,6.68,2.35,2.7,7.78,5.12,2.12,5.14,4.19,3.19,2.39,6.62,5.3,5.05,5.42,4.41,1.14,1.58,3.31,2.03,2.11,4.89,2.13,1.42,1.15,4.07,3.19,4.44,3.47,3.31,4.43,0.05,7.55,5.23,3.51,5.61,3.55,2.58,6.81,1.77,6.51,5.14,4.38,0.88,4.05
September,,,2.04,2.29,1.14,2.36,1.83,2.39,5.26,3.82,1.89,2.45,2.23,3.63,4.08,4.37,3.93,9.68,3.38,0.7,4.09,1.58,3.83,1.55,2.64,4.12,3.07,3.49,2.86,1.8,3.62,1.01,3.69,3.25,4.91,5.48,5.57,2.23,3.66,2.96,7.05,2.08,2.56,3.07,4.16,2.5,3.94,2.25,4.83,0.77,1.99
October,,,5.7,2.68,1.76,1.88,6.07,4.51,5.42,2.66,1.02,4.44,2.24,4.33,3.65,2.88,4.57,4,5.01,4.31,4.65,2.88,5.84,2.9,5.07,7.03,2.81,4.08,8.05,2.14,3.75,3.32,4.11,5.17,4.3,4.51,1.09,1.69,2.49,5.1,3.1,0.97,2.64,1.91,7.43,2.17,2.68,3.49,2.02,3.18,4.15
