"PENTLAND HILLS (MORTON)",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,5127,,,,,,,,,,,
,,,,,,,,,,,,
,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,
January,5.15,7.12,3.38,3.12,3.09,3.44,4.09,3.70,7.03,1.10,5.22,
February,4.40,0.92,2.68,3.28,0.87,4.24,3.63,1.59,3.68,1.12,0.68,
March,3.85,4.31,2.65,1.71,0.94,3.22,2.80,3.05,2.28,0.49,1.68,
April,3.27,1.22,2.58,3.77,1.91,4.99,2.14,2.44,1.32,1.81,0.96,
May,3.98,2.01,2.45,2.51,4.62,5.15,3.47,1.91,1.81,2.20,1.77,
June,1.66,0.43,2.29,1.48,2.70,0.41,4.62,3.75,4.51,2.37,2.28,
July,4.02,2.88,5.01,3.24,4.09,2.20,3.08,3.65,2.59,3.21,4.36,
August,7.78,5.12,2.12,5.14,4.19,3.19,2.39,6.62,5.30,5.05,5.42,
September,1.89,2.45,2.23,3.63,4.08,4.37,3.93,9.68,3.38,0.70,4.09,
October,1.02,4.44,2.24,4.33,3.65,2.88,4.57,4.00,5.01,4.31,4.65,
November,2.81,1.51,2.00,4.14,1.82,1.18,5.14,2.91,3.99,5.32,4.70,
December,3.19,6.25,4.18,2.99,5.34,3.77,1.19,2.28,3.77,6.08,2.28,
Total,43.02,38.66,33.81,39.34,37.30,39.04,41.05,45.58,44.67,33.76,38.09,
Calc annual,43.02,38.66,33.81,39.34,37.30,39.04,41.05,45.58,44.67,33.76,38.09,
Difference,0.00,-0.00,0.00,0.00,0.00,-0.00,0.00,0.00,-0.00,0.00,0.00,
