ST-MINVER-TREBETHERICK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,SW930779,Long,-4.924213,Lat,50.564095,Elevation,100,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,1890,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
January,,,,,,,,,,5.28,4.17,3.24,3.73,2.16,4.54,3.54,5.43,5.69,5.89,2.3,6.89,3.52,3.07,2.75,3.08,1.29,5.33,5.96,6.08,4.76,1.85,2.77,4.02,4.62,2.7,2.96,3.23,3.81,5.06,0.94,,4.21,3.63,0.83,2.26,4.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
February,,,,,,,,,,3.87,0.56,0.28,4.27,7.01,1.45,5.99,2.48,2.25,2.85,1.81,1.63,2.93,0.07,2.9,0.4,3.13,3.8,5.57,1.93,1.91,3.49,3.78,0.4,1.66,0.79,2.27,3.01,1.6,0.88,0.99,,3.45,1,1.64,4.01,2.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
March,,,,,,,,,,3.59,3.68,2.62,3.36,1.19,1.99,0.87,0.55,3.11,4.79,0.31,2.61,3.16,1.8,3.04,2.45,0.81,3.3,4.38,0.67,1.24,2.24,2.81,1.87,0.67,0.23,1.09,1.81,5.73,1.22,1.05,,4.03,3,0.86,3.02,0.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
April,,,,,,,,,,2.09,3.75,0.78,2.63,2.91,2.86,2.7,1.67,2.23,2.46,0.57,2.38,1.34,1.87,1.73,2.89,3.97,1.83,2.18,0.05,2.09,2.09,0.93,1.52,1.1,1.62,0.71,1.78,1.7,2.48,1.78,,2.65,2.93,2.88,0.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
May,,,,,,,,,,1.67,1.76,1.65,1.2,2.1,2.13,4.33,1.41,1.17,1.01,3.62,1.92,2.21,3.3,1.45,1.5,1.85,1.02,1.91,2.4,0.85,2.1,1.87,4.35,3.25,0.78,2.65,3.5,3.18,1.89,2.68,,2.62,2.18,1.91,2.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
June,,,,,,,,,,0.53,2.02,0.03,1.66,0.71,1.44,0,1.96,3.14,2.04,2.21,0.74,2.66,1.05,2.98,1.23,3.61,1.57,1.44,1.34,1.64,0.99,2.2,0.34,1.06,2.7,2.97,2.82,2.91,1.79,0.28,,0.57,1.11,1.57,2.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
July,,,,,,,,,,0.91,4.33,1,3.58,1.54,3.56,2.61,1.88,2.14,1.71,1.27,1.86,6.34,3.35,2.2,0.31,0.61,6.47,1.46,2.74,6.18,3.21,1.14,1.85,3.99,2.28,5.39,2.39,2,1.89,3.09,,0.74,0.82,5.53,3.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
August,,,,,,,,,,1.91,1.79,3.57,2.52,1.76,3.26,2.69,1.9,3.02,2.05,1.95,4.35,3.79,1.86,1.61,4.62,3.13,0.46,1.2,6.75,1.97,0.19,3.77,2.06,2.51,1.83,1.67,4.15,0.66,1.78,1.4,,4.24,3.1,2.15,2.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
September,,,,,,,,,,1.84,1.47,1.18,2.4,2.92,3.22,2.77,0.5,7.19,2.06,0.62,4.01,2.38,4.85,1.41,2.44,3.19,2.95,3.35,1.34,0.47,1.57,0.56,2.52,5.18,2.88,1.8,3.88,1.08,1.45,2.28,,2.21,3.73,3.2,2.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
October,,,,,,,,,,1.29,6.79,1.45,1.1,5.95,6.41,3.38,3.92,2.01,6.35,5.51,4.21,1.08,8.09,5.86,2.53,4.9,1.45,3.42,4.31,2.81,2.66,1.98,2.02,2.5,3.95,2.86,2.7,1.81,5.18,7.25,,1.66,3.7,2.16,2.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
November,,,,,,,,,,3.61,2.07,3.03,2.07,4.04,3.16,3.72,6.29,3.22,3.8,8.81,4.56,5.97,2.26,1.25,2.34,5.7,4.15,2.6,4.33,6.69,5.78,1.99,0.97,2.73,6.16,1.36,3.9,2.84,1.92,3.81,,4.18,3.94,1.87,5.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
December,,,,,,,,,,5.1,2.96,2.39,5.62,3.78,5.5,4.63,0.85,2.67,4.67,7.46,3.46,2.39,2.3,1.21,6.28,3.77,3.34,4.33,3.12,2.72,4.08,2.83,4.33,2.19,2.86,4.98,4,3.11,5.29,2.22,,3.98,3.25,1.15,2.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Total,,,,,,,,,,31.69,35.35,21.22,34.14,36.07,39.52,37.23,28.84,37.84,39.68,36.44,38.62,37.77,33.87,28.39,30.07,35.96,35.67,37.8,35.06,33.33,30.25,26.63,26.25,31.46,28.78,30.71,37.17,30.43,30.83,27.77,,34.54,32.39,25.75,33.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Snow estimates kept,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
