"DALMALLY, MANSE OF GLENORCHY",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,5408,,,,,,,,,,,
,,,,,,,,,,,,
,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,
January,14.49,16.38,8.78,15.84,8.03,7.60,13.69,13.71,18.88,2.77,12.66,
February,13.11,5.79,8.99,9.34,4.81,6.77,6.66,4.51,10.45,2.32,0.57,
March,9.44,12.35,2.71,2.85,0.58,4.22,9.75,5.44,6.72,1.73,5.70,
April,3.11,2.40,4.21,4.94,4.62,7.09,2.72,9.02,3.74,3.31,2.64,
May,9.33,6.42,10.73,3.81,3.80,8.74,4.12,4.62,1.40,4.68,4.82,
June,4.19,2.32,4.61,3.84,5.43,2.53,4.74,6.65,6.27,5.45,4.32,
July,5.51,6.76,6.66,10.59,9.35,3.42,6.40,4.61,7.95,4.58,4.13,
August,7.02,6.78,5.26,7.83,6.80,5.25,7.95,8.12,7.30,8.60,8.74,
September,4.51,6.46,5.33,12.91,8.49,6.36,6.90,8.64,6.88,5.47,5.04,
October,4.31,9.02,4.21,14.26,5.99,7.50,8.89,9.24,11.65,13.05,12.36,
November,11.24,3.40,5.79,8.96,6.59,1.56,9.78,8.90,11.24,10.61,13.32,
December,6.68,18.96,9.16,9.29,13.72,7.54,10.84,0.96,8.10,19.59,8.90,
Total,92.94,97.04,76.44,104.46,78.21,68.58,92.44,84.42,100.58,82.16,83.20,
Calc annual,92.94,97.04,76.44,104.46,78.21,68.58,92.44,84.42,100.58,82.16,83.20,
Difference,0.00,0.00,0.00,-0.00,0.00,-0.00,0.00,0.00,0.00,-0.00,-0.00,
