"CHARING (PUMPING STATION)",,,,,,,,,,,,
Grid ref,TQ946485,Long,0.784198,Lat,51.202559,,,,,,,
Station no,287,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,2.98,,,,,,,,,,,
February,4.95,,,,,,,,,,,
March,2.99,,,,,,,,,,,
April,2.09,,,,,,,,,,,
May,2.03,,,,,,,,,,,
June,2.23,,,,,,,,,,,
July,1.27,,,,,,,,,,,
August,3.35,,,,,,,,,,,
September,3.18,,,,,,,,,,,
October,1.43,,,,,,,,,,,
November,3.41,,,,,,,,,,,
December,2.13,,,,,,,,,,,
Total,32.04,,,,,,,,,,,
Calc annual,32.04,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,
Difference,0.00,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,
