"N.UIST, LOCHMADDY",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,RR149,,,,,,,,,,,
,,,,,,,,,,,,
,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,,
January,4.65,4.14,2.87,5.41,,4.48,,,,,,
February,6.26,4.07,5.13,2.90,,4.87,,,,,,
March,2.52,2.04,4.72,4.48,,3.58,,,,,,
April,4.64,2.19,4.06,3.50,,4.67,,,,,,
May,3.19,3.38,2.62,3.08,,0.86,,,,,,
June,1.80,1.27,3.80,2.58,,0.59,,,,,,
July,2.99,5.23,2.65,0.72,,1.49,,,,,,
August,6.26,3.89,3.33,1.61,,3.60,,,,,,
September,2.05,3.21,2.03,1.98,,4.09,,,,,,
October,1.37,3.37,6.10,6.94,,2.74,,,,,,
November,5.48,4.25,7.26,6.96,,2.41,,,,,,
December,4.84,7.74,10.32,4.00,,4.38,,,,,,
Total,46.05,44.78,54.89,44.16,,37.76,,,,,,
Calc annual,46.05,44.78,54.89,44.16,0.00,37.76,0.00,0.00,0.00,0.00,,
Difference,0.00,0.00,0.00,0.00,NaN,0.00,NaN,NaN,NaN,NaN,,
