"N. UIST, LOCH MADDY",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,NF 922 696,Long,-7.156098,Lat,57.611161,Elevation,30,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,RR149,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1880,1881,1882,1883,1884,1885,1886,1887,1888,1889,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919
January,,,,,5.85,4,4.08,11.58,4.58,4.73,10.77,5.66,7.28,3.46,7.49,2.92,5.41,2.18,5.42,,6.13,3.26,3.79,5.12,4.74,3.02,3.43,4.12,4.02,4.74,4.65,4.14,2.87,5.41,,4.48,,,,
February,,,,,3.64,5.34,2.6,4.8,0.6,3.24,0.4,3.66,2.55,5.36,7.91,0.74,4.15,4.28,6.15,,2.42,2.39,2.44,4.37,5.63,5.21,3.56,3.15,3.16,1.83,6.26,4.07,5.13,2.9,,4.87,,,,
March,,,,,4.56,2.76,3.2,1.45,1.94,3.33,5.21,2.46,1.98,1.78,8.17,2.38,6.42,6.16,3.6,,0.68,2.23,4.83,6.4,2.65,6.25,1.61,4.24,4.89,1.87,2.52,2.04,4.72,4.48,,3.58,,,,
April,,,,,1.61,1.55,3.52,3,2.81,1.79,2.67,0.45,1.69,1.39,1.06,3.96,3.71,3.91,2.48,,4.18,3.11,2.97,1.92,4.02,1.77,2.9,1.54,2.61,3.89,4.64,2.19,4.06,3.5,,4.67,,,,
May,,,,,4.97,2.84,1.26,1.25,3.13,2.4,1.16,2.19,8.73,1.86,2.44,1.77,1.5,2.06,3.44,,3.15,1.76,3.13,1.38,2.62,1.25,2.89,3.24,3.63,3.3,3.19,3.38,2.62,3.08,,0.86,,,,
June,,,,,1.47,3.66,1.31,2.64,2.53,1.35,5.46,2.97,3.98,2.1,2.37,2.56,4.18,1.32,3.14,,2.99,3.09,1.55,2.2,2.34,1.36,1.21,3.99,2.94,1.35,1.8,1.27,3.8,2.58,,0.59,,,,
July,,,,,3.61,5.05,3.89,3.67,1.21,0.72,4.93,1.82,2.64,2.69,4.77,6.06,4.61,3.69,5.16,,2.95,2.19,2.51,3.67,2.02,3.09,3.88,1.39,3.33,3.51,2.99,5.23,2.65,0.72,,1.49,,,,
August,,,,,3.95,1.52,2.81,2.31,3.36,5.33,3.66,3.78,3.64,6.9,4.92,5.86,4.88,3.95,4.8,,3.69,3.54,2.08,7.34,5.88,3.67,4.53,5.1,3.8,3.69,6.26,3.89,3.33,1.61,,3.6,,,,
September,,,,,4.74,7.83,6.69,2.59,2.15,4.07,3.45,7.15,5.58,7,0.46,3.66,5.43,5.89,2.29,,6.12,3.74,5.09,1.8,3.1,5.26,2.97,2.41,4.46,2.06,2.05,3.21,2.03,1.98,,4.09,,,,
October,,,,,5.35,5.72,4.88,3.92,6.39,3.82,9.23,11.72,4.01,6.83,3.01,4.77,4.09,2.8,9.5,,4.64,5.98,4.21,8.93,4.18,4.09,4.49,2.21,3.25,6.75,1.37,3.37,6.1,6.94,,2.74,,,,
November,,,,,6.56,2.66,5.88,3.85,7.58,3.12,9.14,7.71,6.52,4.57,7.36,4.45,3.52,3.97,9.82,,3.32,3.21,4.04,5.52,3.9,4.03,4.09,4.53,4.61,3.8,5.48,4.25,7.26,6.96,,2.41,,,,
December,,,,,5.67,5.08,6.74,4.44,5.4,7.78,1.56,11.55,3.7,7.47,5.58,4.41,4.94,7.11,10.24,,8.65,4.59,3.72,3.27,4.77,3.74,4.38,5.05,6.34,4.48,4.84,7.74,10.32,4,,4.38,,,,
Total,,,,,51.98,48.01,46.86,45.5,41.68,41.68,57.64,61.12,52.3,51.41,55.54,43.54,52.84,47.32,66.04,,48.92,39.09,40.36,51.92,45.85,42.74,39.94,40.97,47.04,41.27,46.05,44.78,54.89,44.16,,37.76,,,,
