"TOWNLEY HALL NR BURNLEY",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,RR355,,,,,,,,,,,
,,,,,,,,,,,,
,1690,1691,1692,1693,1694,1695,1696,1697,1698,1699,,
January,7.07,1.97,0.54,2.18,,,,1.03,1.29,,,
February,1.71,1.12,1.68,0.78,,,,1.43,1.18,,,
March,1.45,4.76,3.42,2.98,,,,0.99,4.03,,,
April,0.78,3.86,4.98,5.39,,,,0.82,4.19,,,
May,2.44,3.00,3.30,0.93,,,,2.38,1.79,,,
June,1.79,4.12,4.16,1.81,,,,1.78,1.29,,,
July,2.18,2.85,4.48,1.12,,,,2.70,2.07,,,
August,4.02,1.93,1.98,6.68,,,,8.05,4.30,,,
September,4.03,2.15,6.05,6.41,,,,9.38,4.36,,,
October,7.65,1.65,2.73,5.14,,,,5.52,4.45,,,
November,7.17,2.30,1.48,6.27,,,,2.14,4.94,,,
December,2.62,1.69,8.92,2.61,,,,4.90,4.08,,,
Total,42.91,31.40,43.72,42.30,,,,-999.00,37.98,,,
Calc annual,42.91,31.40,43.72,42.30,0.00,0.00,0.00,41.12,37.98,0.00,,
Difference,0.00,0.00,0.00,0.00,NaN,NaN,NaN,-1040.12,0.00,NaN,,
